Site_ID,Center_Name,Permit_Holder,Address,Borough,Zip_Code,Phone,Permit_Number,Permit_Expiration_Date,Permit_Status,Age_Range,Maximum_Capacity,Certified_to_Administer_Medication,Site_Type,Number_Of_Violations,Hazard_Violations,Critical_Violations,General_Violations,Number_Of_Visits
DC25613,FIRSTSTEPNYC@PS41FRANCIS WHITE,SCO FAMILY OF SERVICES,411 THATFORD AVENUE,BROOKLYN,11212,718-485-0295,51759,2015-09-09,Permitted,2 YEARS - 5 YEARS,52,No,Corporate,2,2,0,0,3
DC1648,FIVE STAR DAY CARE CENTER,"SOUTHEAST BRONX NEIGHBORHOOD CENTERS, INC.",3261 3 AVENUE,BRONX,10456,718-292-4774,4663,2015-05-18,Permitted,2 YEARS - 5 YEARS,100,Yes,ACS Contracted Preschools,10,2,5,3,5
DC31777,FIVE STARS CHILDCARE INC,FIVE STARS CHILDCARE INC.,2546 EAST 7 STREET,BROOKLYN,11235,718-513-4002,66218,2016-06-09,Permitted,2 YEARS - 5 YEARS,27,No,Private,0,0,0,0,0
DC2237,FLUSHING YMCA EARLY CHILDHOOD PROGRAM,FLUSHING Y.M.C.A. EARLY CHILDHOOD CENTER,138-46 NORTHERN BOULEVARD,QUEENS,11354,718-551-9356,4448,2015-08-31,Permitted,2 YEARS - 5 YEARS,60,No,Private,12,1,4,7,10
DC11813,FOOTSTEPS CHILDCARE INC.,FOOTSTEPS CHILDCARE INC.,1125 BROADWAY,BROOKLYN,11221,718-443-0236,7434,2015-09-07,Permitted,2 YEARS - 5 YEARS,42,No,Private,24,7,10,7,10
DC14510,FOOTSTEPS CHILDCARE INC.,FOOTSTEPS CHILDCARE INC.,1125 BROADWAY,BROOKLYN,11221,718-443-0236,7435,2015-09-07,Permitted,0 YEARS - 2 YEARS,18,No,Private,39,8,29,2,12
DC14283,FOR KIDS ONLY  DAY CARE,"FOR KIDS ONLY DAY CARE, INC.",902 MORRIS PARK AVENUE,BRONX,10462,718-823-8345,6890,2015-09-12,Permitted,2 YEARS - 5 YEARS,15,No,Private,33,7,11,15,10
DC14213,FOR KIDS ONLY DAY CARE,FOR KIDS ONLY DAY CARE INC.,900 MORRIS PARK AVENUE,BRONX,10462,718-823-8345,7456,2015-09-12,Permitted,2 YEARS - 5 YEARS,30,No,Private,19,2,7,10,6
DC26109,FOR KIDS ONLY DAY CARE,FOR KIDS ONLY DAY CARE,902 MORRIS PARK AVENUE,BRONX,10462,718-823-8345,53197,2015-10-17,Permitted,0 YEARS - 2 YEARS,34,No,Private,0,0,0,0,1
DC60,FOR KIDS ONLY DAY CARE,"FOR KIDS ONLY DAY CARE, INC.",904 MORRIS PARK AVENUE,BRONX,10462,718-823-8345,6892,2015-06-25,Permitted,2 YEARS - 5 YEARS,20,No,Private,4,1,3,0,6
DC2345,FOREST HILLS JEWISH CENTER NURSERY SCHOOL AND KINDERGARTEN,"FOREST HILLS JEWISH CENTER, INC",106-06 QUEENS BOULEVARD,QUEENS,11375,718-263-7000,1857,2014-05-31,Expired-InRenewal,2 YEARS - 5 YEARS,150,No,Private,13,2,4,7,7
DC2346,FOREST HILLS MONTESSORI,FOREST HILLS MONTESSORI SCHOOL,67-04 AUSTIN STREET,QUEENS,11375,718-275-0173,5615,2015-07-01,Permitted,2 YEARS - 5 YEARS,60,No,Private,2,0,2,0,9
DC1358,FOREST HILLS NURSERY AND KINDERGARTEN,FOREST HILLS NURSERY AND KINDERGARTEN,108-56 69 AVENUE,QUEENS,11375,718-544-3692,4429,2016-05-17,Permitted,2 YEARS - 5 YEARS,26,No,Private,1,1,0,0,9
DC1214,FOREST HILLS WEST SCHOOL,NEW YORK LEAGUE FOR EARLY LEARNING- FOREST HILLS WEST SCHOOL,63-25 DRY HARBOR ROAD,QUEENS,11379,718-639-9750,6629,2015-02-02,Permitted,2 YEARS - 5 YEARS,113,Yes,Private,8,1,5,2,8
DC10526,"FOREVER YOUNG DAY CARE, INC.",FOREVER YOUNG DAY CARE INC.,4503 AVENUE D,BROOKLYN,11203,718-451-5050,6991,2014-08-25,Permitted,2 YEARS - 5 YEARS,35,No,Private,29,4,21,4,11
DC24908,FORT GREENE CHILDREN & FAMILY SERVICES EARLY HEAD START,"NORTHSIDE CENTER FOR CHILD DEVELOPMENT, INC.",44-60 ROCKWELL PLACE,BROOKLYN,11217,347-505-5500,29217,2014-12-13,Permitted,0 YEARS - 2 YEARS,67,No,Private,0,0,0,0,2
DC24913,FORT GREENE CHILDREN'S & FAMILY SERVICES HEAD START,"NORTHSIDE CENTER FOR CHILD DEVELOPMENT, INC.",44-60 ROCKWELL PLACE,BROOKLYN,11217,347-505-5500,28497,2014-12-04,Permitted,2 YEARS - 5 YEARS,140,No,Private,6,0,3,3,4
DC15649,FRANCIS CHILD CARE FACILITY,FRANCIS EDUCATION CENTER,38-03 FRANCIS LEWIS BLVD.,QUEENS,11358,718-229-5357,7998,2015-05-09,Permitted,2 YEARS - 5 YEARS,54,No,Private,10,1,4,5,9
DC2170,FRANCIS GRACE DAYCARE,FRANCIS GRACE DAY CARE,130-20 MERRICK BOULEVARD,QUEENS,11434,718-977-1853,7148,2015-09-12,Permitted,2 YEARS - 5 YEARS,23,No,Private,5,1,3,1,8
DC21692,FRIENDS AND FAMILY DAY CARE,FRIENDS AND FAMILY DAY CARE LTD.,1677 LEXINGTON AVENUE,MANHATTAN,10029,212-534-7160,8306,2015-06-17,Permitted,0 YEARS - 2 YEARS,42,No,Private,9,3,4,2,12
DC21693,FRIENDS AND FAMILY DAY CARE,FRIENDS AND FAMILY DAY CARE LTD.,1677 LEXINGTON AVENUE,MANHATTAN,10029,212-534-7160,8307,2015-06-17,Permitted,2 YEARS - 5 YEARS,53,No,Private,8,1,4,3,11
DC24718,FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS,"FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS, INC.",3732 10TH AVENUE,MANHATTAN,10034,212-567-5655,26538,2014-10-25,Permitted,2 YEARS - 5 YEARS,64,No,ACS Contracted Preschools,9,2,4,3,3
DC18714,FRIENDS OF CROWN HEIGHTS ACADEMY,"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",141 EAST 40TH STREET,BROOKLYN,11203,718-284-2184,7892,2016-05-25,Permitted,2 YEARS - 5 YEARS,63,No,Private,41,8,17,16,10
DC18715,FRIENDS OF CROWN HEIGHTS ACADEMY,"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER, INC.",141 EAST 40TH STREET,BROOKLYN,11203,718-284-2184,7893,2016-05-25,Permitted,0 YEARS - 2 YEARS,18,No,Private,12,3,3,6,6
DC24728,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",1491 BEDFORD AVENUE,BROOKLYN,11216,929-234-2821,25777,2014-10-19,Permitted,2 YEARS - 5 YEARS,100,No,ACS Contracted Preschools,16,3,8,5,4
DC24737,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",20 SUTTER AVENUE,BROOKLYN,11212,718-773-3041,26337,2014-10-25,Permitted,2 YEARS - 5 YEARS,74,No,ACS Contracted Preschools,22,4,11,7,5
DC24738,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,INC.",370 NEW LOTS AVENUE,BROOKLYN,11207,718-342-3700,25178,2014-10-16,Permitted,2 YEARS - 5 YEARS,128,No,ACS Contracted Preschools,15,5,6,4,7
DC24730,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",813 STERLING PLACE,BROOKLYN,11216,718-773-7733,25717,2014-10-19,Permitted,2 YEARS - 5 YEARS,180,No,ACS Contracted Preschools,15,2,6,7,3
DC24732,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",851 LIBERTY AVENUE,BROOKLYN,11208,929-234-2955,25137,2014-10-16,Permitted,2 YEARS - 5 YEARS,95,No,ACS Contracted Preschools,8,3,4,1,5
DC24726,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",921 HEGEMAN AVENUE,BROOKLYN,11208,929-234-2866,26377,2014-10-25,Permitted,2 YEARS - 5 YEARS,95,No,ACS Contracted Preschools,7,1,3,3,2
DC24734,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",995 CARROLL STREET,BROOKLYN,11225,929-234-5010,25359,2014-10-17,Permitted,0 YEARS - 2 YEARS,32,No,ACS Contracted Preschools,0,0,0,0,3
DC24735,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",995 CARROLL STREET,BROOKLYN,11225,929-234-5010,25217,2014-10-16,Permitted,2 YEARS - 5 YEARS,89,No,ACS Contracted Preschools,18,4,9,5,5
DC19972,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER  #6,"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",49 AVENUE W,BROOKLYN,11223,718-372-8189,8021,2015-07-01,Permitted,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools,44,12,18,14,10
DC1652,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER #2,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,INC.",671 PROSPECT PLACE,BROOKLYN,11216,718-638-8686,4434,2015-03-08,Permitted,0 YEARS - 2 YEARS,56,No,ACS Contracted Preschools,14,2,3,9,10
DC156,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER #2,"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,INC.",671-675 PROSPECT PLACE,BROOKLYN,11216,718-638-8686,4895,2015-05-06,Permitted,2 YEARS - 5 YEARS,99,No,ACS Contracted Preschools,19,3,6,10,11
DC18713,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER, NO. 5","THE FRIENDS OF CROWN HEIGHTS DAY CARE CENTER, INC.",1886 NOSTRAND AVENUE,BROOKLYN,11226,718-284-9194,7891,2014-05-25,Expired-InRenewal,2 YEARS - 5 YEARS,216,No,ACS Contracted Preschools,14,3,5,6,11
DC24736,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",1435 PROSPECT PLACE,BROOKLYN,11213,718-778-1498,27759,2014-11-26,Permitted,2 YEARS - 5 YEARS,107,No,ACS Contracted Preschools,10,2,5,3,5
DC24727,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",2505 PITKIN AVENUE,BROOKLYN,11208,929-234-2850,25199,2014-10-16,Permitted,2 YEARS - 5 YEARS,102,No,ACS Contracted Preschools,2,1,1,0,2
DC24733,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",668 LOGAN STREET,BROOKLYN,11208,929-234-2870,27897,2014-11-26,Permitted,2 YEARS - 5 YEARS,95,No,ACS Contracted Preschools,23,9,8,6,9
DC24719,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",737 EAST 6TH STREET,MANHATTAN,10009,212-228-3056,25817,2014-10-22,Permitted,2 YEARS - 5 YEARS,69,No,ACS Contracted Preschools,46,6,29,11,6
DC10549,FRIENDS OF REFUGEES OF EASTERN EUROPE - F.R.E.E.,CONGREGATION FRIENDS OF REFUGEES OF EASTERN EUROPE,2901 BRIGHTON 6 STREET,BROOKLYN,11235,718-368-4490,7626,2014-06-06,Expired-InRenewal,2 YEARS - 5 YEARS,74,No,Private,44,12,19,13,12
DC2737,FRIENDS PRESCHOOL & DAY CARE,FRIENDS PRE-SCHOOL & DAY CARE,610 BLOOMINGDALE ROAD,STATEN ISLAND,10309,718-984-5194,6942,2015-03-30,Permitted,2 YEARS - 5 YEARS,41,No,Private,15,7,2,6,8
DC3040,FT. GEORGE HEAD START  CENTER 1,"FORT GEORGE COMMUNITY ENRICHMENT CENTER, INC.",1525 ST NICHOLAS AVENUE,MANHATTAN,10033,212-927-2210,4851,2015-02-05,Permitted,2 YEARS - 5 YEARS,135,No,ACS Head Start,19,3,12,4,8
DC17816,FT. GEORGE HEAD START CENTER  II,"FORT GEORGE COMMUNITY ENRICHMENT CENTER, INC.",601 WEST 186TH  STREET,MANHATTAN,10033,212-927-2210,7832,2015-10-27,Permitted,2 YEARS - 5 YEARS,51,No,ACS Head Start,13,2,7,4,7
DC446,FULL GOSPEL CHRISTIAN ACADEMY,FULL GOSPEL ASSEMBLY OF BROOKLYN,836 FRANKLIN AVENUE,BROOKLYN,11225,718-774-2121,5666,2014-08-30,Permitted,2 YEARS - 5 YEARS,39,No,Private,15,1,7,7,6
DC2928,FUTURE LEADERS CENTER INC,FUTURE LEADERS CENTER INC,133-13 ROCKAWAY BOULEVARD,QUEENS,11420,718-529-8127,6672,2015-05-13,Permitted,2 YEARS - 5 YEARS,23,Yes,Private,6,2,2,2,7
DC399,FUTURE STARS DAY CARE CENTER.,CAROL PINK-MAXWELL,1196 NOSTRAND AVENUE,BROOKLYN,11225,718-778-8966,7131,2015-05-10,Permitted,2 YEARS - 5 YEARS,15,No,Private,52,6,36,10,15
DC3074,G S U C  CHILD DEVELOPMENT AND LEARNING CENTER,"G S U C CHILD DEVELOPMENT AND LEARNING CENTER, INC.",365 5 AVENUE,MANHATTAN,10016,212-817-7032,6917,2015-04-29,Permitted,2 YEARS - 5 YEARS,27,No,Private,2,1,0,1,5
DC1654,GAN DAY CARE CENTER,"GAN DAY CARE CENTER, INC.",4206-10 15 AVENUE,BROOKLYN,11219,718-435-2812,5189,2015-06-20,Permitted,2 YEARS - 5 YEARS,165,No,ACS Contracted Preschools,16,0,13,3,6
DC11878,GAN EDEN  PRESCHOOL,GAN EDEN,131 WEST 86 STREET,MANHATTAN,10024,212-579-3096,7461,2013-08-22,Expired-InRenewal,2 YEARS - 5 YEARS,39,No,Private,15,3,9,3,6
DC10982,GAN EDEN PRE-SCHOOL,OHR MOSHE TORAH INSTITUTE INC.,78-15 PARSONS BOULEVARD,QUEENS,11366,718-591-0783,5625,2014-11-26,Permitted,2 YEARS - 5 YEARS,60,No,Private,20,2,11,7,8
DC19824,GAN JEWISH DAY CARE CENTER,"GAN,INC.",2901 CAMPUS ROAD,BROOKLYN,11210,718-338-7575,8099,2015-12-03,Permitted,2 YEARS - 5 YEARS,58,No,Private,9,1,4,4,6
DC25954,GAN KTANTANIM,IZHAK MOR,1177 EAST 18 STREET,BROOKLYN,11230,718-412-1003,60379,2016-04-04,Permitted,2 YEARS - 5 YEARS,39,No,Private,3,2,1,0,2
DC17104,GAN MIRIAM EARLY LEARNING CENTER,"GAN MIRIAM EARLY LEARNING CENTER,INC.",3700 INDEPENDENCE AVE,BRONX,10463,718-543-2553,7803,2015-09-26,Permitted,2 YEARS - 5 YEARS,67,No,Private,0,0,0,0,7
DC21091,GARDEN HOUSE SCHOOL CHILD CARE CENTER,GARDEN HOUSE SCHOOL OF NEW YORK,39 EAST 63RD STREET,MANHATTAN,10065,212-421-5095,8375,2015-09-08,Permitted,2 YEARS - 5 YEARS,105,No,Private,14,4,9,1,5
DC2286,GARDEN HOUSE SCHOOL OF NEW YORK (PRE-SCHOOL),GARDEN HOUSE SCHOOL OF N.Y.,40 SUTTON PLACE,MANHATTAN,10022,212-421-3282,6763,2014-01-25,Expired-InRenewal,2 YEARS - 5 YEARS,60,No,Private,4,1,2,1,5
DC11718,GARDEN OF KNOWLEDGE DAY CARE & LEARNING CENTER,"GARDEN OF KNOWLEDGE DAY CARE & LEARNING CENTER,INC.",1657 NOSTRAND AVENUE,BROOKLYN,11226,718-469-2229,7696,2015-02-10,Permitted,2 YEARS - 5 YEARS,20,No,Private,12,1,8,3,7
DC1707,GARDEN OF LEARNING DAY CARE,DIANNE DAVIS,834 PROSPECT PLACE,BROOKLYN,11216,718-778-0996,5012,2016-01-22,Permitted,2 YEARS - 5 YEARS,25,No,Private,12,4,5,3,6
DC1174,GARDEN SCHOOL,GARDEN SCHOOL,33-16 79 STREET,QUEENS,11372,718-335-6363,4625,2016-02-04,Permitted,2 YEARS - 5 YEARS,95,No,Private,4,0,1,3,8
DC2627,GARMENT INDUSTRY DAY CARE CENTER,CHINESE AMERICAN PLANNING COUNCIL. INC.,115 CHRYSTIE STREET,MANHATTAN,10002,212-219-2286,6521,2015-08-02,Permitted,2 YEARS - 5 YEARS,79,Yes,ACS Contracted Preschools,25,2,13,10,7
DC23086,GATEWAY DAY CARE,"GATEWAY CATHEDRAL, INC.",200 BOSCOMBE AVENUE,STATEN ISLAND,10309,718-966-4500,60737,2016-04-09,Permitted,0 YEARS - 2 YEARS,45,No,Private,0,0,0,0,1
DC23200,GATEWAY DAYCARE,"GATEWAY CATHEDRAL, INC.",200 BOSCOMBE AVENUE,STATEN ISLAND,10309,718-966-4500,60137,2016-04-02,Permitted,2 YEARS - 5 YEARS,27,No,Private,0,0,0,0,0
DC14497,GENERATION 21,"GENERATION 21, NY INC.",6709 19 AVENUE,BROOKLYN,11204,718-621-9321,7210,2016-04-19,Permitted,2 YEARS - 5 YEARS,52,No,Private,28,4,10,14,9
DC14434,GENERATION 21 INFANT/TODDLER,"GENERATION 21, NY INC.",6709 19TH AVENUE,BROOKLYN,11204,718-621-9321,7317,2015-09-15,Permitted,0 YEARS - 2 YEARS,6,No,Private,8,2,1,5,8
DC16740,GEORGIA L. MC MURRAY BATKIDS CENTER,"COLONY SOUTH BROOKLYN HOUSES, INC.",140 58TH STREET,BROOKLYN,11220,718-567-0818,7625,2014-07-28,Permitted,2 YEARS - 5 YEARS,52,No,ACS Contracted Preschools,46,8,19,19,12
DC14498,GET SET  KINDERGARTEN SCHOOL- AVENUE D,GET SET LINDEN INC,4411 AVENUE D,BROOKLYN,11203,718-451-5378,7026,2014-12-01,Permitted,2 YEARS - 5 YEARS,74,No,Private,18,1,9,8,10
DC43,GET SET KINDERGARTEN - CORTELYOU PRESCHOOL,GET SET LINDEN INC.,1919 CORTELYOU ROAD,BROOKLYN,11226,718-856-4646,6988,2016-05-17,Permitted,2 YEARS - 5 YEARS,119,No,Private,28,2,15,11,13
DC14374,GET SET KINDERGARTEN SCHOOL,GET SET LINDEN INC.,623 LINDEN BOULEVARD,BROOKLYN,11203,718-774-2325,6647,2015-08-06,Permitted,0 YEARS - 2 YEARS,10,No,Private,13,3,8,2,8
DC119,GET SET KINDERGARTEN SCHOOL - AVENUE D - INFANT,GET SET LINDEN INC,4411 AVENUE D,BROOKLYN,11203,718-451-5378,7059,2014-12-01,Permitted,0 YEARS - 2 YEARS,18,No,Private,16,3,7,6,8
DC21789,GET SET KINDERGARTEN SCHOOL-,"GET SET LINDEN, INC.",2301 SNYDER AVENUE,BROOKLYN,11226,718-469-0135,8298,2015-05-02,Permitted,0 YEARS - 2 YEARS,18,No,Private,12,2,9,1,10
DC14728,GET SET KINDERGARTEN SCHOOL- PRESCHOOL (SNYDER),GET SET LINDEN INC.,2301 SNYDER AVENUE,BROOKLYN,11226,718-469-0135,7238,2015-12-02,Permitted,2 YEARS - 5 YEARS,74,No,Private,12,2,6,4,6
DC1565,GET SET KINDERGARTEN SCHOOL- PRESCHOOL- (LINDEN),GET SET LINDEN INC,623 LINDEN BOULEVARD,BROOKLYN,11203,718-774-2325,4975,2014-12-14,Permitted,2 YEARS - 5 YEARS,79,No,Private,13,2,7,4,7
DC10647,GET SET KINDERGARTEN- INFANT/TODDLERS CORTELYOU,GET SET LINDEN INC,1919 CORTELYOU ROAD,BROOKLYN,11226,718-856-4646,6989,2015-05-21,Permitted,0 YEARS - 2 YEARS,33,No,Private,12,3,5,4,6
DC2347,GIL-BLU NURSERY AND KINDERGARTEN,GIL-BLU NURSERY AND KINDERGARTEN,120-02 MERRICK BOULEVARD,QUEENS,11434,718-723-8454,2161,2014-08-23,Permitted,2 YEARS - 5 YEARS,40,No,Private,20,1,15,4,9
DC21640,GLORIOUS & GIFTED EARLY CHILDHOOD CENTER,ESTHER D'AVILAR,421 THROOP AVENUE,BROOKLYN,11221,718-484-0954,8314,2015-05-25,Permitted,2 YEARS - 5 YEARS,25,No,Private,29,5,18,6,9
DC20257,GNOMIKI DAY CARE,"GNOMIKI DAY CARE, INC.",2221 OCEAN AVENUE,BROOKLYN,11229,718-336-0249,8141,2014-03-29,Expired-InRenewal,2 YEARS - 5 YEARS,19,No,Private,70,18,36,16,20
DC2155,GODDARD RIVERSIDE DAY CARE CENTER,GODDARD RIVERSIDE COMMUNITY CENTER,114 WEST 91 STREET,MANHATTAN,10024,212-873-6865,2061,2016-02-11,Permitted,2 YEARS - 5 YEARS,75,No,ACS Contracted Preschools,29,8,15,6,8
DC2993,GODDARD RIVERSIDE HEAD START,GODDARD RIVERSIDE COMMUNITY CENTER,70 WEST 95 STREET,MANHATTAN,10025,212-749-2133,4590,2015-03-19,Permitted,2 YEARS - 5 YEARS,38,Yes,ACS Head Start,10,1,4,5,7
DC21201,GODDARD-RIVERSIDE COMMUNITY CENTER DAY CARE CENTER AT 84TH STREET,GODDARD-RIVERSIDE COMMUNITY CENTER,26 WEST 84TH STREET,MANHATTAN,10024,212-799-2369,8276,2015-03-22,Permitted,2 YEARS - 5 YEARS,35,No,ACS Contracted Preschools,12,3,6,3,6
DC14758,GOLD MATERIAL MONTESSORI SCHOOL,CHILD CARE WORKERS CORPORATION,105  KINGS HIGHWAY,BROOKLYN,11214,718-253-2552,7706,2015-01-30,Permitted,2 YEARS - 5 YEARS,105,No,Private,14,1,4,9,6
DC22184,GOLD MATERIAL MONTESSORI SCHOOL,MAKSIM KONDRUKEVICH,41 AVENUE B,MANHATTAN,10009,212-677-6711,8377,2015-10-07,Permitted,2 YEARS - 5 YEARS,30,No,Private,9,1,4,4,7
DC22126,GOLD MATERIAL MONTESSORI SCHOOL,CHILD CARE WORKERS CORP.,484 SECOND AVE.,MANHATTAN,10016,212-545-0061,11437,2014-01-30,Expired-InRenewal,2 YEARS - 5 YEARS,66,No,Private,5,1,3,1,3
DC121,GOLDEN DAISIES PREP,GOLDEN DAISIES INC.,2307 AVENUE D,BROOKLYN,11226,718-469-7530,6702,2015-09-16,Permitted,2 YEARS - 5 YEARS,16,No,Private,14,3,7,4,6
DC2881,GOOD FOUNDATION KINDERGARTEN,GOOD FOUNDATION INC.,196-02A LINDEN BOULEVARD,QUEENS,11412,718-712-1500,7078,2015-01-10,Permitted,2 YEARS - 5 YEARS,22,No,Private,8,1,6,1,8
DC2796,GOOD FOUNDATION PRESCHOOL,"GOOD FOUNDATION, INC.",196-04 LINDEN BOULEVARD,QUEENS,11412,718-712-1500,6961,2016-02-16,Permitted,2 YEARS - 5 YEARS,27,No,Private,2,1,1,0,9
DC2917,GOOD FOUNDATION PRESCHOOL,GOOD FOUNDATION INC.,196-08 LINDEN BOULEVARD,QUEENS,11412,718-712-1500,7077,2015-01-07,Permitted,2 YEARS - 5 YEARS,20,No,Private,6,1,4,1,8
DC14162,GOOD SAMARITAN FULTON DAY CARE CENTER - INFANT/TODDLER,"GOOD SAMARITAN FULTON DAY CARE CENTER, INC.",992 GATES AVENUE,BROOKLYN,11221,718-443-6463,6199,2015-06-26,Permitted,0 YEARS - 2 YEARS,96,No,Private,23,10,6,7,16
DC10582,GOOD SAMARITAN FULTON DAY CARE CENTER-PRESCHOOL,"GOOD SAMARITAN FULTON DAY CARE CENTER, INC.",992 GATES AVENUE,BROOKLYN,11221,718-443-6463,6198,2014-06-27,Permitted,2 YEARS - 5 YEARS,30,No,Private,11,5,4,2,14
DC10983,GRACE CHURCH PLAYSCHOOL,GRACE CHURCH  PLAYSCHOOL,151-17 14 ROAD,QUEENS,11357,718-767-2162,5421,2015-05-16,Permitted,2 YEARS - 5 YEARS,20,No,Private,3,1,2,0,7
DC1855,GRACE CHURCH SCHOOL,THE RECTOR CHURCH WARDENS AND VESTRYMEN OF GRACE CHURCH,254 HICKS STREET,BROOKLYN,11201,718-624-4030,1839,2014-10-13,Permitted,2 YEARS - 5 YEARS,97,No,Private,15,2,8,5,7
DC1533,GRACE DAY CARE CENTER,"GRACE DAY CARE CENTER, INC.",89-00 23 AVENUE,QUEENS,11369,718-803-0345,6230,2014-09-30,Permitted,2 YEARS - 5 YEARS,48,No,Private,8,2,6,0,8
DC3130,GRACE LUTHERAN CHURCH,GRACE EVANGELICAL LUTHERAN CHURCH,31-20 21 AVENUE,QUEENS,11105,718-545-1129,3087,2014-10-06,Permitted,2 YEARS - 5 YEARS,73,No,Private,12,2,5,5,7
DC14639,GRACE NURSERY SCHOOL.,"GRACE NURSERY SCHOOL, INC.",7604 4TH AVENUE,BROOKLYN,11209,718-238-7980,6530,2014-06-09,Expired-InRenewal,2 YEARS - 5 YEARS,62,No,Private,1,0,0,1,3
DC997,GRAND ST SETTLEMENT EARLY HEAD START,GRAND STREET SETTLEMENT,80 PITT STREET,MANHATTAN,10002,212-674-1740,6604,2015-04-02,Permitted,0 YEARS - 2 YEARS,14,Yes,Private,7,2,2,3,9
DC24706,GRAND ST. SETTLEMENT DUAL I,"GRAND STREET SETTLEMENT, INC.",60 ESSEX STREET,MANHATTAN,10002,212-677-6990,27418,2014-11-16,Permitted,2 YEARS - 5 YEARS,51,No,ACS Contracted Preschools,4,1,2,1,2
DC1275,GRAND STREET CHILD CARE CENTER,"GRAND STREET SETTLEMENT, INC.",300 DELANCEY STREET,MANHATTAN,10002,212-228-8242,5569,2015-07-02,Permitted,2 YEARS - 5 YEARS,85,No,ACS Contracted Preschools,36,8,15,13,12
DC21871,GRAND STREET SETTLEMENT EARLY HEAD START,GRAND STREET SETTLEMENT,80 PITT STREET,MANHATTAN,10002,212-674-1740,8277,2015-04-04,Permitted,2 YEARS - 5 YEARS,16,Yes,Head Start (Direct Fed. Funding),7,2,3,2,9
DC1249,GRAND STREET SETTLEMENT HEAD START,"GRAND STREET SETTLEMENT, INC.",294 DELANCEY STREET,MANHATTAN,10002,212-777-0656,2129,2014-11-01,Permitted,2 YEARS - 5 YEARS,77,No,ACS Head Start,21,4,9,8,8
DC24701,"GRAND STREET SETTLEMENT, INC.","GRAND STREET SETTLEMENT, INC.",319 STANHOPE STREET,BROOKLYN,11237,718-381-8900,26567,2014-10-25,Permitted,2 YEARS - 5 YEARS,74,No,ACS Contracted Preschools,4,2,2,0,3
DC22213,GREAT BEGINNINGS INFANT & TODDLER CENTER,B.J.B. OF NEW YORK INC.,2221 RICHMOND AVENUE,STATEN ISLAND,10314,718-983-0014,10997,2016-01-11,Permitted,2 YEARS - 5 YEARS,12,No,Private,3,2,1,0,9
DC2995,GREAT BEGINNINGS INFANT/TODDLER CENTER,B.J.B. OF NEW YORK INC.,2221 RICHMOND AVENUE,STATEN ISLAND,10314,718-983-0014,5736,2015-06-20,Permitted,0 YEARS - 2 YEARS,24,No,Private,12,5,6,1,7
DC870,GREATER BRIGHT LIGHT LEARNING CENTER,"THE GREATER BRIGHT LIGHT BAPTIST CHURCH, INC.",1320 SUTTER AVENUE,BROOKLYN,11208,718-235-2003,6178,2014-08-28,Permitted,2 YEARS - 5 YEARS,34,No,Private,24,3,12,9,11
