Site_ID,Center_Name,Permit_Holder,Address,Borough,Zip_Code,Phone,Permit_Number,Permit_Expiration_Date,Permit_Status,Age_Range,Maximum_Capacity,Certified_to_Administer_Medication,Site_Type,Number_Of_Violations,Hazard_Violations,Critical_Violations,General_Violations,Number_Of_Visits,Mean_Violations_Per_Visit,Score,Mean_Rank,Mean_Cat,Score_Rank,Score_Cat,Number_Of_Permits,Average_Mean_Violations_Per_Visit,Average_Score,Lat,Lon
DC14816 / DC2783,BRIGHT HORIZONS BROAD STREET / BRIGHT HORIZONS BROAD STREET,"BRIGHT HORIZONS CHILDREN'S CENTER, INC. / BRIGHT HORIZONS CHILDREN'S CENTER, INC.",125 BROAD STREET,MANHATTAN,10004,917-577-6810 / 212-487-9035,6216 / 6215,2015-07-19 / 2015-07-19,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,15 / 16,No / No,Corporate / Corporate,0 / 0,0 / 0,0 / 0,0 / 0,4 / 3,0.0 / 0.0,0.0 / 0.0,55 / 28,Top 5% / Top 5%,14 / 15,Top 5% / Top 5%,3,0.0,0.0,40.7024877,-74.0106824
DC26124 / DC26123,BRIGHT HORIZONS CHILDREN'S CENTERS. INC / BRIGHT HORIZONS CHILDREN'S CENTER INC.,"BRIGHT HORIZONS CHILDREN'S CENTERS INC. / BRIGHT HORIZONS CHILDREN'S CENTERS, INC",200 LIBERTY STREET,MANHATTAN,10281,212-945-7263 / 212-945-7263,66818 / 66817,2016-06-13 / 2016-06-13,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,24 / 20,No / No,Private / Private,0 / 0,0 / 0,0 / 0,0 / 0,0 / 0, / , / , / ,No Data / No Data, / ,No Data / No Data,3,1.3333299999999999,1.9999966666666669,40.710651,-74.015526
DC25327 / DC25326,BRIGHT HORIZONS FAMILY SOLUTIONS / BRIGHT HORIZONS FAMILY SOLUTIONS,"BRIGHT HORIZONS CHILDREN'S CENTERS, LLC / BRIGHT HORIZONS CHILDREN'S CENTERS, LLC",409 EAST 60TH STREET,MANHATTAN,10022,212-750-4534 / 212-750-4534,51197 / 51198,2015-08-27 / 2015-08-27,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,26 / 30,No / No,Private / Private,0 / 0,0 / 0,0 / 0,0 / 0,1 / 1,0.0 / 0.0,0.0 / 0.0,56 / 44,Top 5% / Top 5%,11 / 12,Top 5% / Top 5%,3,0.0,0.0,40.7600585,-73.9604368
DC22436,BRIGHT KIDS DAY CARE,"NELOY,INC.",108-42 SUTPHIN BLVD.,QUEENS,11435,718-262-0909,11638,2016-02-01,Permitted,2 YEARS - 5 YEARS,28,No,Private,4,0,1,3,6,0.666667,0.833333,610,Top 30%,499,Top 30%,1,0.666667,0.833333,40.6920344,-73.79836929999999
DC23078,BRIGHT MINDS CENTER,"ALPHA WIT, LLC",90 MAIDEN LANE,MANHATTAN,10038,212-227-2600,53397,2015-10-23,Permitted,2 YEARS - 5 YEARS,60,No,Private,4,0,2,2,1,4.0,6.0,2028,Bottom 15%,1911,Bottom 15%,1,4.0,6.0,40.7068768,-74.0075796
DC26083,BRIGHT STAR DAY CARE  AT ROCHAMBEAU,MOHAMMAD J SHAHID,3130 ROCHAMBEAU AVENUE,BRONX,10467,718-881-2000,61497,2016-04-17,Permitted,2 YEARS - 5 YEARS,96,No,Private,0,0,0,0,0,,,,No Data,,No Data,1,1.3333299999999999,2.3333300000000001,40.8738539,-73.8802594
DC23108 / DC23109,BRIGHT STAR STRATFORD INC. / BRIGHT STAR STRATFORD INC,LALARUKH QURESHI / LALARUKH QURESHI,1217 STRATFORD  AVENUE,BRONX,10472,718-842-9361 / 718-842-9361,58657 / 58678,2016-03-13 / 2016-03-13,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,46 / 18,No / No,Private / Private,1 / 1,0 / 0,1 / 1,0 / 0,1 / 1,1.0 / 1.0,2.0 / 2.0,854 / 853,Average / Average,880 / 893,Average / Average,3,1.0,2.0,40.82975860000001,-73.8758723
DC21843 / DC21461,BRIGHTER BABIES I1-(PRE SCH) / BRIGHTER BABIES I -INFANT TODDLER,BRIGHTER BABIES INC / BRIGHTER BABIES INC,2-17 51 AVENUE,QUEENS,11101,718-786-2273 / 718-786-2273,12817 / 9318,2014-02-24 / 2013-12-01,Expired-InRenewal / Expired-InRenewal,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,12 / 36,No / No,Private / Private,7 / 15,1 / 2,6 / 9,0 / 4,6 / 7,1.16667 / 2.14286,2.5 / 4.0,977 / 1551,Average / Bottom 30%,1120 / 1568,Average / Bottom 30%,3,1.6547650000000003,3.5,40.742804,-73.9582392
DC14788 / DC14183,"BRIGHTSIDE ACADEMY, INC. / BRIGHTSIDE ACADEMY","BRIGHTSIDE ACADEMY,INC. / BRIGHTSIDE ACADEMY",331 EAST 150 STREET,BRONX,10451,718-292-0812 / 718-292-0812,7565 / 7482,2015-04-10 / 2015-10-15,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,53 / 78,No / No,ACS Contracted Preschools / ACS Contracted Preschools,35 / 44,10 / 3,17 / 25,8 / 16,6 / 16,5.83333 / 2.75,12.0 / 4.6875,2147 / 1792,Bottom 5% / Bottom 30%,2153 / 1711,Bottom 5% / Bottom 30%,3,4.291665,7.125,40.817661,-73.9199919
DC22114 / DC22112,BRIGHTSIDE ACADEMY / BRIGHTSIDE ACADEMY,BRIGHTSIDE ACADEMY / BRIGHTSIDE ACADEMY,3942 WHITE PLAINS ROAD,BRONX,10466,718-653-4043 / 718-653-4043,40177 / 40657,2015-05-15 / 2015-05-20,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,112 / 46,No / No,ACS Contracted Preschools / Private,0 / 0,0 / 0,0 / 0,0 / 0,2 / 2,0.0 / 0.0,0.0 / 0.0,119 / 142,Top 5% / Top 5%,4 / 0,Top 5% / Top 5%,3,0.0,0.0,40.88677260000001,-73.8610121
DC22515 / DC22511,BRIGHTSIDE ACADEMY / BRIGHTSIDE ACADEMY,"BRIGHTSIDE ACADEMY, INC. / BRIGHTSIDE ACADEMY, INC.",50-56 BELMONT AVENUE,BROOKLYN,11212,718-346-1064 / 718-346-1064,25617 / 25438,2014-10-18 / 2014-10-17,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,42 / 96,No / No,ACS Contracted Preschools / Private,13 / 10,0 / 1,11 / 8,2 / 1,5 / 5,2.6 / 2.0,4.8 / 4.0,1738 / 1420,Bottom 30% / Bottom 30%,1737 / 1570,Bottom 30% / Bottom 30%,3,2.3,4.266666666666667,40.668512,-73.90829699999999
DC21025 / DC21024,"BRIGHTSIDE ACADEMY, INC. [ INFANT/TODDLER] / BRIGHTSIDE ACADEMY","BRIGHTSIDE ACADEMY,INC. / BRIGHTSIDE ACADEMY,INC.",679 NEW LOTS AVENUE,BROOKLYN,11207,718-257-2222 / 718-257-2222,8718 / 8719,2015-11-22 / 2015-11-22,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,46 / 96,No / No,Private / Private,26 / 35,5 / 8,11 / 18,10 / 9,10 / 14,2.6 / 2.5,4.7 / 4.92857,1743 / 1707,Bottom 30% / Bottom 30%,1713 / 1746,Bottom 30% / Bottom 30%,3,2.55,4.85238,40.66523350000001,-73.88537649999999
DC24669 / DC20289,BRIGHTSIDE ACADEMY-PRESCHOOL / BRIGHTSIDE ACADEMY,"BRIGHTSIDE ACADEMY, INC. / BRIGHTSIDE ACADEMY, INC.",844 DEKALB AVENUE,BROOKLYN,11221,718-574-3710 / 718-574-3710,27420 / 27357,2014-11-16 / 2014-11-15,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,106 / 54,No / No,Private / Private,7 / 25,3 / 4,2 / 13,2 / 8,5 / 7,1.4 / 3.57143,3.0 / 6.57143,1131 / 1975,Average / Bottom 15%,1258 / 1972,Average / Bottom 15%,3,2.485715,5.380953333333333,40.6922425,-73.94197910000001
DC21215 / DC19890,BRIGHTSIDE ACADEMY - I/T / BRIGHTSIDE ACADEMY,"BRIGHTSIDE ACADEMY,INC. / BRIGHTSIDE ACADEMY,INC.",950 WESTCHESTER AVENUE,BRONX,10459,718-991-5465 / 718-991-5465,8245 / 8246,2014-12-20 / 2014-12-20,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,54 / 106,No / No,Private / ACS Contracted Preschools,14 / 24,4 / 2,4 / 10,6 / 12,7 / 9,2.0 / 2.66667,3.71429 / 4.22222,1417 / 1772,Bottom 30% / Bottom 30%,1478 / 1612,Bottom 30% / Bottom 30%,3,2.333335,4.05291,40.8220249,-73.896603
DC19899 / DC20597,"BRIGHTSIDE ACADEMY, INC. / BRIGHTSIDE ACADEMY / INFANT/TODDLER","BRIGHTSIDE ACADEMY,INC. / BRIGHTSIDE ACADEMY, INC.",1491 BROADWAY,BROOKLYN,11221,718-455-1612 / 718-455-1612,8218 / 8217,2014-09-29 / 2014-09-29,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,102 / 26,No / No,ACS Contracted Preschools / ACS Contracted Preschools,9 / 17,0 / 3,6 / 8,3 / 6,8 / 8,1.125 / 2.125,1.875 / 3.875,949 / 1539,Average / Bottom 30%,864 / 1514,Average / Bottom 30%,3,1.625,3.2083333333333335,40.68738099999999,-73.917799
DC17746 / DC14184,BRIGHTSIDE ACADEMY INC.  (INFANT/TODDLER) / BRIGHTSIDE ACADEMY INC.,"BRIGHTSIDE ACADEMY, INC. / BRIGHTSIDE ACADEMY INC.",1093  SOUTHERN BLVD.,BRONX,10459,718-842-2252 / 718-842-2252,12458 / 12518,2016-02-15 / 2016-02-16,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,28 / 84,No / No,ACS Contracted Preschools / ACS Contracted Preschools,13 / 18,0 / 4,10 / 7,3 / 7,5 / 5,2.6 / 3.6,4.6 / 6.6,1736 / 1984,Bottom 30% / Bottom 15%,1687 / 1974,Bottom 30% / Bottom 15%,3,3.1,5.933333333333333,40.825826,-73.892259
DC22026 / DC22025,BRIGHTSIDE ACADEMY INC. / BRIGHTSIDE ACADEMY INC.,BRIGHTSIDE ACADEMY INC. / BRIGHTSIDE ACADEMY INC.,780 ST. ANN'S AVENUE,BRONX,10456,718-585-1472 / 718-585-1472,26338 / 20697,2014-10-25 / 2014-08-13,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,46 / 90,No / No,Private / ACS Contracted Preschools,4 / 15,0 / 3,2 / 6,2 / 6,4 / 9,1.0 / 1.66667,1.5 / 3.0,856 / 1310,Average / Average,712 / 1316,Average / Average,3,1.333335,2.5,40.8203238,-73.90991590000002
DC22356,BRIGHTSIDE ACADEMY INC. / PRESCHOOL,"BRIGHTSIDE ACADEMY, INC.",4312 CHURCH AVENUE,BROOKLYN,11203,718-941-0013,62898,2016-05-01,Permitted,2 YEARS - 5 YEARS,120,No,Private,0,0,0,0,0,,,,No Data,,No Data,1,1.3333299999999999,2.3333300000000001,40.6513531,-73.936476
DC25423 / DC25422,"BRIGHTSIDE ACADEMY, INC. / BRIGHTSIDE ACADEMY, INC","BRIGHTSIDE ACADEMY, INC. / BRIGHTSIDE ACADEMY, INC.",1778 SOUTHERN BLVD,BRONX,10460,718-589-5900 / 718-589-5900,62637 / 62657,2016-04-30 / 2016-04-30,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,122 / 46,No / No,Private / Private,0 / 0,0 / 0,0 / 0,0 / 0,0 / 0, / , / , / ,No Data / No Data, / ,No Data / No Data,3,1.3333299999999999,1.9999966666666669,40.838113,-73.8870221
DC20993 / DC20994,"BRIGHTSIDE ACADEMY, INC. / BRIGHTSIDE ACADEMY, INC.","BRIGHTSIDE ACADEMY,INC. / BRIGHTSIDE ACADEMY,INC.",1334 LOUIS NINE BOULEVARD,BRONX,10459,718-991-2119 / 718-378-0544,8391 / 8392,2015-10-13 / 2015-10-13,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,80 / 147,No / No,ACS Contracted Preschools / ACS Contracted Preschools,1 / 1,0 / 0,1 / 1,0 / 0,8 / 7,0.125 / 0.142857,0.25 / 0.285714,231 / 240,Top 15% / Top 15%,261 / 263,Top 15% / Top 15%,3,0.1339285,0.27380933333333335,40.8322239,-73.89243239999999
DC18400 / DC18794,"BRIGHTSIDE ACADEMY,INC. / BRIGHTSIDE ACADEMY, INC.","BRIGHTSIDE ACADEMY, INC. / BRIGHTSIDE ACADEMY,INC.",1465 WEBSTER AVENUE,BRONX,10456,718-681-3040 / 718-681-3040,8106 / 8107,2015-12-16 / 2015-12-16,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,116 / 36,No / No,ACS Contracted Preschools / Private,21 / 15,3 / 3,13 / 10,5 / 2,5 / 4,4.2 / 3.75,8.0 / 7.75,2068 / 2006,Bottom 5% / Bottom 15%,2083 / 2069,Bottom 5% / Bottom 5%,3,3.975,7.833333333333333,40.83809770000001,-73.9063034
DC22101 / DC22107,"BRIGHTSIDE ACADEMY, INC. PRESCHOOL / BRIGHTSIDE ACADEMY, INC.","BRIGHTSIDE ACADEMY, INC. / BRIGHTSIDE ACADEMY, INC.",208 CLARKSON AVENUE,BROOKLYN,11226,718-941-1802 / 718-941-1802,45717 / 45682,2015-06-28 / 2015-06-28,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,116 / 45,No / No,ACS Contracted Preschools / ACS Contracted Preschools,4 / 1,0 / 0,2 / 1,2 / 0,3 / 2,1.33333 / 0.5,2.0 / 1.0,1096 / 518,Average / Top 30%,932 / 537,Average / Top 30%,3,0.916665,1.3333333333333333,40.6552277,-73.9529402
DC17682 / DC14926,"BRIGHTSIDE ACADEMY, INC. / BRIGHTSIDE ACADEMY, INC.","BRIGHTSIDE ACADEMY,INC. / BRIGHTSIDE ACADEMY, INC.",2901 WHITE PLAINS ROAD,BRONX,10467,718-653-3714 / 718-653-3714,8174 / 8175,2016-06-07 / 2014-11-19,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,46 / 98,No / No,ACS Contracted Preschools / ACS Contracted Preschools,5 / 11,0 / 3,2 / 5,3 / 3,5 / 10,1.0 / 1.1,1.4 / 2.2,858 / 944,Average / Average,688 / 1010,Average / Average,3,1.05,1.9333333333333336,40.8680816,-73.86765749999999
DC2133,BROADWAY PRESBYTERIAN CHURCH  NURSERY SCHOOL,BROADWAY PRESBYTERIAN CHURCH,601 WEST 114TH STREET,MANHATTAN,10025,212-864-6100,5754,2014-02-28,Expired-InRenewal,2 YEARS - 5 YEARS,32,No,Private,8,0,4,4,4,2.0,3.0,1449,Bottom 30%,1260,Average,1,2.0,3.0,40.8070493,-73.96507410000001
DC15142,BRONX  EARLY  LEARNING CENTER,VOLUNTEERS OF AMERICA - GREATER NEW YORK,1887 BATHGATE AVENUE,BRONX,10457,718-466-3580,7801,2015-09-21,Permitted,2 YEARS - 5 YEARS,272,Yes,Private,1,0,1,0,4,0.25,0.5,346,Top 15%,374,Top 30%,1,0.25,0.5,40.846494,-73.897626
DC2090,BRONX  EARLY CHILDHOOD CENTER,THE CHILDREN'S AID SOCIETY,1515 SOUTHERN BOULEVARD,BRONX,10460,718-764-2409,7444,2015-09-05,Permitted,2 YEARS - 5 YEARS,102,Yes,ACS Contracted Preschools,8,2,1,5,4,2.0,3.25,1448,Bottom 30%,1354,Bottom 30%,1,2.0,3.25,40.83321,-73.890618
DC1826,BRONX BAPTIST DAY CARE & LEARNING CENTER,BRONX BAPTIST CHURCH,331 EAST 187 STREET,BRONX,10458,718-933-4201,2894,2016-04-30,Permitted,2 YEARS - 5 YEARS,40,Yes,Private,16,0,7,9,5,3.2,4.6,1904,Bottom 15%,1689,Bottom 30%,1,3.2,4.6,40.8598211,-73.8953758
DC19116,BRONX COMMUNITY COLLEGE EARLY CHILDHOOD CENTER,"BRONX COMMUNITY COLLEGE ASSOCIATION, INC.",2010 SEDGWICK AVENUE,BRONX,10453,718-289-5461,8278,2015-04-07,Permitted,2 YEARS - 5 YEARS,115,No,ACS Contracted Preschools,7,2,2,3,3,2.33333,4.33333,1634,Bottom 30%,1643,Bottom 30%,1,2.33333,4.33333,40.8595935,-73.91326509999999
DC17640 / DC19406,BRONX DAYCARE / BRONX DAY CARE CENTER,"BRONX DAY CARE / BRONX DAY CARE CENTER, INC.",559 EAST TREMONT AVE,BRONX,10457,718-299-2275 / 718-299-2275,7951 / 8143,2014-11-03 / 2016-03-25,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,50 / 20,No / No,Private / Private,15 / 8,1 / 0,8 / 6,6 / 2,8 / 6,1.875 / 1.33333,3.125 / 2.33333,1394 / 1116,Bottom 30% / Average,1321 / 1057,Bottom 30% / Average,3,1.604165,2.59722,40.846721,-73.894842
DC608,BRONX HOUSE,"BRONX HOUSE, INC.",2222 WALLACE AVENUE,BRONX,10467,718-653-1044,1356,2014-10-23,Permitted,2 YEARS - 5 YEARS,72,No,Private,15,2,7,6,4,3.75,6.5,2011,Bottom 15%,1959,Bottom 15%,1,3.75,6.5,40.8583113,-73.864669
DC1577,BRONX HOUSE,BRONX HOUSE,990 PELHAM PARKWAY SOUTH,BRONX,10462,718-792-1800,6697,2015-12-05,Permitted,2 YEARS - 5 YEARS,102,No,Private,15,3,6,6,7,2.14286,3.85714,1550,Bottom 30%,1512,Bottom 30%,1,2.14286,3.85714,40.8568036,-73.8602861
DC18383,BRONX ORGANIZATION FOR THE LEARNING DISABLED OF NEW YORK,"BRONX ORGANIZATION FOR THE LEARNING DISABLED OF NEW YORK,INC.",2885 ST. THERESA AVENUE,BRONX,10461,718-430-0981,8043,2015-07-11,Permitted,2 YEARS - 5 YEARS,90,No,Private,19,3,4,12,5,3.8,5.8,2014,Bottom 15%,1897,Bottom 15%,1,3.8,5.8,40.849607,-73.83271049999999
DC11656,BRONX PARK EAST PREPARATORY INC.,"BRONX PARK EAST PREPARATORY, INC.",2270 BRONX PARK EAST,BRONX,10467,718-882-3261,7140,2015-08-14,Permitted,2 YEARS - 5 YEARS,20,No,Private,2,0,1,1,4,0.5,0.75,521,Top 30%,465,Top 30%,1,0.5,0.75,40.859283,-73.870409
DC1623,BRONX RIVER EARLY LEARN CENTER,"TREMONT CROTONA DAY CARE CENTER,INC.",1555 EAST 174 STREET,BRONX,10472,718-842-6582,6464,2015-02-27,Permitted,2 YEARS - 5 YEARS,60,No,ACS Contracted Preschools,5,1,0,4,4,1.25,1.75,1038,Average,822,Average,1,1.25,1.75,40.8343471,-73.8789728
DC22849,"BRONX WORKS, INC.","BRONX WORKS, INC.",1472 MONTGOMERY AVENUE,BRONX,10453,718-299-0493,51998,2015-09-16,Permitted,2 YEARS - 5 YEARS,55,No,Private,2,1,1,0,1,2.0,5.0,1447,Bottom 30%,1751,Bottom 30%,1,2.0,5.0,40.847414,-73.920905
DC1624,BRONXDALE NURSERY AND KINDERGARTEN,BRONXDALE TENANTS LEAGUE DAY CARE CENTER INC.,1065 -1085 BEACH AVENUE,BRONX,10472,718-991-8315,1137,2015-06-26,Permitted,2 YEARS - 5 YEARS,60,No,ACS Contracted Preschools,8,3,2,3,5,1.6,3.2,1252,Average,1337,Bottom 30%,1,1.6,3.2,40.8274881,-73.86536629999999
DC12272,BRONXWORKS EARLY CHILDHOOD CENTER,BRONXWORK,1130 GRAND CONCOURSE,BRONX,10456,718-508-3056,7302,2015-01-05,Permitted,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools,12,2,4,6,5,2.4,4.0,1660,Bottom 30%,1578,Bottom 30%,1,2.4,4.0,40.8326053,-73.9187582
DC22406,BROOKLYN AMITY SCHOOL,BROOKLYN AMITY SCHOOL,3867 SHORE PARKWAY,BROOKLYN,11235,718-891-6100,18399,2014-06-27,Expired-InRenewal,2 YEARS - 5 YEARS,30,No,Private,13,2,5,6,6,2.16667,3.66667,1557,Bottom 30%,1465,Bottom 30%,1,2.16667,3.66667,40.5863848,-73.9324985
DC23212 / DC23211,BROOKLYN BRIDGE CHILD DEVELOPMENT CENTER MANAGED BY BRIGHT HORIZONS / BROOKLYN BRIDGE CHILD DEVELOPMENT CENTER MANAGED BY BRIGHT HORIZONS,BRIGHT HORIZONS CHILDREN'S CENTERS LLC. / BRIGHT HORIZONS CHILDREN'S CENTERS LLC.,101 WILLOUGHBY STREET,BROOKLYN,11201,718-855-9725 / 718-855-9725,35377 / 35398,2015-03-12 / 2015-03-13,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,58 / 48,No / No,Private / Private,6 / 8,1 / 2,3 / 3,2 / 3,3 / 4,2.0 / 2.0,3.66667 / 3.75,1442 / 1444,Bottom 30% / Bottom 30%,1467 / 1488,Bottom 30% / Bottom 30%,3,2.0,3.7222233333333334,40.6921329,-73.9838822
DC2118,BROOKLYN CHILD CARE,"BROOKLYN CHILD CARE, INCORPORATED",800 POLY PLACE,BROOKLYN,11209,718-630-2831,6344,2015-01-24,Permitted,2 YEARS - 5 YEARS,25,No,Private,5,0,4,1,6,0.833333,1.5,748,Average,706,Average,1,0.833333,1.5,40.6085933,-74.0238603
DC1701,BROOKLYN CHINESE-AMERICAN ASSOCIATION,"BROOKLYN CHINESE- AMERICAN ASSOCIATION, INC",5002 8 AVENUE,BROOKLYN,11220,718-438-0008,6615,2014-12-05,Permitted,2 YEARS - 5 YEARS,58,No,Private,5,0,2,3,3,1.66667,2.33333,1289,Average,1074,Average,1,1.66667,2.33333,40.641128,-74.004032
DC22379,BROOKLYN CHINESE-AMERICAN ASSOCIATION,BROOKLYN CHINESE-AMERICAN ASSOCIATION,6409 20TH AVENUE,BROOKLYN,11204,718-438-0008,48297,2015-07-18,Permitted,2 YEARS - 5 YEARS,70,No,ACS Contracted Preschools,5,1,2,2,2,2.5,4.5,1700,Bottom 30%,1662,Bottom 30%,1,2.5,4.5,40.6166259,-73.98519900000001
DC14499,BROOKLYN CHINESE-AMERICAN ASSOCIATION,"BROOKLYN CHINESE AMERICAN ASSOCIATION, INC.",812 54TH STREET,BROOKLYN,11220,718-438-0008,6939,2015-03-08,Permitted,2 YEARS - 5 YEARS,147,No,ACS Contracted Preschools,14,3,9,2,5,2.8,5.8,1800,Bottom 30%,1898,Bottom 15%,1,2.8,5.8,40.638469,-74.005821
DC267,BROOKLYN DEVELOPMENTAL CENTER EARLY CHILDHOOD SERVICES,"BROOKLYN DEVELOPMENTAL CENTER EARLY CHILDHOOD SERVICES, INC.",888 FOUNTAIN AVENUE,BROOKLYN,11208,718-235-8800,6448,2014-11-30,Permitted,2 YEARS - 5 YEARS,42,No,ACS Contracted Preschools,17,3,11,3,6,2.83333,5.66667,1811,Bottom 30%,1875,Bottom 15%,1,2.83333,5.66667,40.65508699999999,-73.865338
DC1661,BROOKLYN FREE SPACE,BROOKLYN FREE SPACE,298 6 AVENUE,BROOKLYN,11215,718-965-3135,7522,2015-10-28,Permitted,2 YEARS - 5 YEARS,65,Yes,Private,7,1,4,2,4,1.75,3.25,1336,Bottom 30%,1353,Bottom 30%,1,1.75,3.25,40.6722376,-73.9804691
DC1773,BROOKLYN HEIGHTS MONTESSORI SCHOOL,BROOKLYN HEIGHTS MONTESSORI SCHOOL,185 COURT STREET,BROOKLYN,11201,718-858-5100,5914,2015-06-12,Permitted,2 YEARS - 5 YEARS,12,No,Private,1,0,0,1,3,0.333333,0.333333,416,Top 30%,271,Top 15%,1,0.333333,0.333333,40.6878839,-73.992898
DC11,BROOKLYN HEIGHTS SYNAGOGUE PRESCHOOL,BROOKLYN HEIGHTS SYNAGOGUE,131 REMSEN STREET,BROOKLYN,11201,718-522-2070,7126,2015-07-06,Permitted,2 YEARS - 5 YEARS,80,No,Private,1,0,1,0,5,0.2,0.4,289,Top 15%,318,Top 15%,1,0.2,0.4,40.693949,-73.993157
DC61,BROOKLYN INSTITUTE FOR CHILDREN,"B.I.C. DAY CARE CENTER, INC.",110 LENOX ROAD,BROOKLYN,11226,347-663-5467,6379,2015-02-26,Permitted,2 YEARS - 5 YEARS,19,No,Private,44,6,26,12,11,4.0,7.45455,2061,Bottom 15%,2048,Bottom 15%,1,4.0,7.45455,40.653467,-73.9556838
DC25894 / DC25590,BROOKLYN TOTS ACADEMY & DAY CARE SERVICES-INFANT/TODDLER / BROOKLYN TOTS ACADEMY & DAY CARE CENTER-PRESCHOOL,"ELITE KIDS SERVICES, INC / ELITE KIDS SERVICES INC.",2211 CONEY ISLAND AVENUE,BROOKLYN,11223,917-545-6363 / 718-375-2002,52497 / 52498,2015-09-26 / 2015-09-26,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,7 / 57,No / No,Private / Private,1 / 10,0 / 2,0 / 6,1 / 2,1 / 2,1.0 / 5.0,1.0 / 10.0,830 / 2123,Average / Bottom 5%,556 / 2133,Top 30% / Bottom 5%,3,3.0,7.0,40.6032414,-73.9615442
DC25280,BROOKLYN TREEHOUSE PRESCHOOL,WILLIAM V. ARMENTANO,639 4TH AVENUE,BROOKLYN,11232,718-499-1234,64158,2016-05-13,Permitted,2 YEARS - 5 YEARS,65,No,Private,0,0,0,0,0,,,,No Data,,No Data,1,1.3333299999999999,2.3333300000000001,40.663498,-73.99431899999999
DC2876,BROTHERHOOD SYNAGOGUE NURSERY SCHOOL,BROTHERHOOD SYNAGOGUE,28 GRAMERCY PARK SOUTH,MANHATTAN,10003,212-995-9867,6975,2016-06-02,Permitted,2 YEARS - 5 YEARS,51,No,Private,4,0,2,2,4,1.0,1.5,833,Average,710,Average,1,1.0,1.5,40.73706,-73.9853849
DC19895,BRYAN'S EDUCATIONAL CENTER,"BRYAN'S EDUCATIONAL CENTER, INC.",3922 CHURCH AVENUE,BROOKLYN,11203,718-282-6944,8112,2015-12-21,Permitted,2 YEARS - 5 YEARS,49,No,Private,8,2,3,3,5,1.6,3.0,1256,Average,1267,Average,1,1.6,3.0,40.651029,-73.9402209
DC422,BRYAN'S EDUCATIONAL CENTER,"BRYAN'S EDUCATIONAL CENTER, INC.",3924 CHURCH AVENUE,BROOKLYN,11203,718-282-6944,5362,2015-09-19,Permitted,2 YEARS - 5 YEARS,61,No,Private,8,1,5,2,5,1.6,3.0,1241,Average,1268,Average,1,1.6,3.0,40.651033,-73.940147
DC24741 / DC21878 / DC21879,"BUMBLEBEES-R-US, INC. / BUBBLE BEES DAY CARE, LLC. / BUBBLE BEES DAY CARE - PRESCHOOL","BUMBLEBEES-R-US, INC. / BUBBLE BEE DAYCARE, LLC. / BUBBLE BEE DAY CARE,LLC",76 LORRAINE STREET,BROOKLYN,11231,718-858-8111 / 718-858-8111 / 718-858-8111,23657 / 13297 / 13318,2014-10-01 / 2016-03-08 / 2016-03-08,Permitted / Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,40 / 34 / 77,Yes / Yes / Yes,ACS Contracted Preschools / Private / Private,21 / 13 / 11,4 / 2 / 2,11 / 7 / 6,6 / 4 / 3,9 / 6 / 5,2.33333 / 2.16667 / 2.2,4.44444 / 4.0 / 4.2,1632 / 1563 / 1576,Bottom 30% / Bottom 30% / Bottom 30%,1656 / 1562 / 1601,Bottom 30% / Bottom 30% / Bottom 30%,5,2.22083375,4.195554666666667,40.67437510000001,-74.0068798
