Site ID,Center Name,Permit Holder,Address,Borough,Zip Code,Phone,Permit Number,Permit Expiration Date,Permit Status,Age Range,Maximum Capacity,Certified to Administer Medication,Site Type
DC15649,FRANCIS CHILD CARE FACILITY,FRANCIS EDUCATION CENTER,38-03 FRANCIS LEWIS BLVD.,QUEENS,11358,718-229-5357,7998,05/09/2015,Permitted,2 YEARS - 5 YEARS,54,No,Private
DC2170,FRANCIS GRACE DAYCARE,FRANCIS GRACE DAY CARE,130-20 MERRICK BOULEVARD,QUEENS,11434,718-977-1853,7148,09/12/2015,Permitted,2 YEARS - 5 YEARS,23,No,Private
DC21692,FRIENDS AND FAMILY DAY CARE,FRIENDS AND FAMILY DAY CARE LTD.,1677 LEXINGTON AVENUE,MANHATTAN,10029,212-534-7160,8306,06/17/2015,Permitted,0 YEARS - 2 YEARS,42,No,Private
DC21693,FRIENDS AND FAMILY DAY CARE,FRIENDS AND FAMILY DAY CARE LTD.,1677 LEXINGTON AVENUE,MANHATTAN,10029,212-534-7160,8307,06/17/2015,Permitted,2 YEARS - 5 YEARS,53,No,Private
DC24718,FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS,"FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS, INC.",3732 10TH AVENUE,MANHATTAN,10034,212-567-5655,26538,10/25/2014,Permitted,2 YEARS - 5 YEARS,64,No,ACS Contracted Preschools
DC18714,FRIENDS OF CROWN HEIGHTS ACADEMY,"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",141 EAST 40TH STREET,BROOKLYN,11203,718-284-2184,7892,05/25/2016,Permitted,2 YEARS - 5 YEARS,63,No,Private
DC18715,FRIENDS OF CROWN HEIGHTS ACADEMY,"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER, INC.",141 EAST 40TH STREET,BROOKLYN,11203,718-284-2184,7893,05/25/2016,Permitted,0 YEARS - 2 YEARS,18,No,Private
DC24728,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",1491 BEDFORD AVENUE,BROOKLYN,11216,929-234-2821,25777,10/19/2014,Permitted,2 YEARS - 5 YEARS,100,No,ACS Contracted Preschools
DC24737,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",20 SUTTER AVENUE,BROOKLYN,11212,718-773-3041,26337,10/25/2014,Permitted,2 YEARS - 5 YEARS,74,No,ACS Contracted Preschools
DC24738,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,INC.",370 NEW LOTS AVENUE,BROOKLYN,11207,718-342-3700,25178,10/16/2014,Permitted,2 YEARS - 5 YEARS,128,No,ACS Contracted Preschools
DC24730,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",813 STERLING PLACE,BROOKLYN,11216,718-773-7733,25717,10/19/2014,Permitted,2 YEARS - 5 YEARS,180,No,ACS Contracted Preschools
DC24732,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",851 LIBERTY AVENUE,BROOKLYN,11208,929-234-2955,25137,10/16/2014,Permitted,2 YEARS - 5 YEARS,95,No,ACS Contracted Preschools
DC24726,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",921 HEGEMAN AVENUE,BROOKLYN,11208,929-234-2866,26377,10/25/2014,Permitted,2 YEARS - 5 YEARS,95,No,ACS Contracted Preschools
DC24734,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",995 CARROLL STREET,BROOKLYN,11225,929-234-5010,25359,10/17/2014,Permitted,0 YEARS - 2 YEARS,32,No,ACS Contracted Preschools
DC24735,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",995 CARROLL STREET,BROOKLYN,11225,929-234-5010,25217,10/16/2014,Permitted,2 YEARS - 5 YEARS,89,No,ACS Contracted Preschools
DC19972,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER  #6,"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",49 AVENUE W,BROOKLYN,11223,718-372-8189,8021,07/01/2015,Permitted,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools
DC1652,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER #2,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,INC.",671 PROSPECT PLACE,BROOKLYN,11216,718-638-8686,4434,03/08/2015,Permitted,0 YEARS - 2 YEARS,56,No,ACS Contracted Preschools
DC156,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER #2,"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,INC.",671-675 PROSPECT PLACE,BROOKLYN,11216,718-638-8686,4895,05/06/2015,Permitted,2 YEARS - 5 YEARS,99,No,ACS Contracted Preschools
DC18713,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER, NO. 5","THE FRIENDS OF CROWN HEIGHTS DAY CARE CENTER, INC.",1886 NOSTRAND AVENUE,BROOKLYN,11226,718-284-9194,7891,05/25/2014,Expired-InRenewal,2 YEARS - 5 YEARS,216,No,ACS Contracted Preschools
DC24736,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",1435 PROSPECT PLACE,BROOKLYN,11213,718-778-1498,27759,11/26/2014,Permitted,2 YEARS - 5 YEARS,107,No,ACS Contracted Preschools
DC24727,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",2505 PITKIN AVENUE,BROOKLYN,11208,929-234-2850,25199,10/16/2014,Permitted,2 YEARS - 5 YEARS,102,No,ACS Contracted Preschools
DC24733,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",668 LOGAN STREET,BROOKLYN,11208,929-234-2870,27897,11/26/2014,Permitted,2 YEARS - 5 YEARS,95,No,ACS Contracted Preschools
DC24719,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",737 EAST 6TH STREET,MANHATTAN,10009,212-228-3056,25817,10/22/2014,Permitted,2 YEARS - 5 YEARS,69,No,ACS Contracted Preschools
DC10549,FRIENDS OF REFUGEES OF EASTERN EUROPE - F.R.E.E.,CONGREGATION FRIENDS OF REFUGEES OF EASTERN EUROPE,2901 BRIGHTON 6 STREET,BROOKLYN,11235,718-368-4490,7626,06/06/2016,Permitted,2 YEARS - 5 YEARS,74,No,Private
DC2737,FRIENDS PRESCHOOL & DAY CARE,FRIENDS PRE-SCHOOL & DAY CARE,610 BLOOMINGDALE ROAD,STATEN ISLAND,10309,718-984-5194,6942,03/30/2015,Permitted,2 YEARS - 5 YEARS,41,No,Private
DC3040,FT. GEORGE HEAD START  CENTER 1,"FORT GEORGE COMMUNITY ENRICHMENT CENTER, INC.",1525 ST NICHOLAS AVENUE,MANHATTAN,10033,212-927-2210,4851,02/05/2015,Permitted,2 YEARS - 5 YEARS,135,No,ACS Head Start
DC17816,FT. GEORGE HEAD START CENTER  II,"FORT GEORGE COMMUNITY ENRICHMENT CENTER, INC.",601 WEST 186TH  STREET,MANHATTAN,10033,212-927-2210,7832,10/27/2015,Permitted,2 YEARS - 5 YEARS,51,No,ACS Head Start
DC446,FULL GOSPEL CHRISTIAN ACADEMY,FULL GOSPEL ASSEMBLY OF BROOKLYN,836 FRANKLIN AVENUE,BROOKLYN,11225,718-774-2121,5666,08/30/2014,Permitted,2 YEARS - 5 YEARS,39,No,Private
DC2928,FUTURE LEADERS CENTER INC,FUTURE LEADERS CENTER INC,133-13 ROCKAWAY BOULEVARD,QUEENS,11420,718-529-8127,6672,05/13/2015,Permitted,2 YEARS - 5 YEARS,23,Yes,Private
DC399,FUTURE STARS DAY CARE CENTER.,CAROL PINK-MAXWELL,1196 NOSTRAND AVENUE,BROOKLYN,11225,718-778-8966,7131,05/10/2015,Permitted,2 YEARS - 5 YEARS,15,No,Private
DC3074,G S U C  CHILD DEVELOPMENT AND LEARNING CENTER,"G S U C CHILD DEVELOPMENT AND LEARNING CENTER, INC.",365 5 AVENUE,MANHATTAN,10016,212-817-7032,6917,04/29/2015,Permitted,2 YEARS - 5 YEARS,27,No,Private
DC1654,GAN DAY CARE CENTER,"GAN DAY CARE CENTER, INC.",4206-10 15 AVENUE,BROOKLYN,11219,718-435-2812,5189,06/20/2015,Permitted,2 YEARS - 5 YEARS,165,No,ACS Contracted Preschools
DC11878,GAN EDEN  PRESCHOOL,GAN EDEN,131 WEST 86 STREET,MANHATTAN,10024,212-579-3096,7461,08/22/2013,Expired-InRenewal,2 YEARS - 5 YEARS,39,No,Private
DC10982,GAN EDEN PRE-SCHOOL,OHR MOSHE TORAH INSTITUTE INC.,78-15 PARSONS BOULEVARD,QUEENS,11366,718-591-0783,5625,11/26/2014,Permitted,2 YEARS - 5 YEARS,60,No,Private
DC19824,GAN JEWISH DAY CARE CENTER,"GAN,INC.",2901 CAMPUS ROAD,BROOKLYN,11210,718-338-7575,8099,12/03/2015,Permitted,2 YEARS - 5 YEARS,58,No,Private
DC17104,GAN MIRIAM EARLY LEARNING CENTER,"GAN MIRIAM EARLY LEARNING CENTER,INC.",3700 INDEPENDENCE AVE,BRONX,10463,718-543-2553,7803,09/26/2015,Permitted,2 YEARS - 5 YEARS,67,No,Private
DC21091,GARDEN HOUSE SCHOOL CHILD CARE CENTER,GARDEN HOUSE SCHOOL OF NEW YORK,39 EAST 63RD STREET,MANHATTAN,10065,212-421-5095,8375,09/08/2015,Permitted,2 YEARS - 5 YEARS,105,No,Private
DC2286,GARDEN HOUSE SCHOOL OF NEW YORK (PRE-SCHOOL),GARDEN HOUSE SCHOOL OF N.Y.,40 SUTTON PLACE,MANHATTAN,10022,212-421-3282,6763,01/25/2014,Expired-InRenewal,2 YEARS - 5 YEARS,60,No,Private
DC11718,GARDEN OF KNOWLEDGE DAY CARE & LEARNING CENTER,"GARDEN OF KNOWLEDGE DAY CARE & LEARNING CENTER,INC.",1657 NOSTRAND AVENUE,BROOKLYN,11226,718-469-2229,7696,02/10/2015,Permitted,2 YEARS - 5 YEARS,20,No,Private
DC1707,GARDEN OF LEARNING DAY CARE,DIANNE DAVIS,834 PROSPECT PLACE,BROOKLYN,11216,718-778-0996,5012,01/22/2016,Permitted,2 YEARS - 5 YEARS,25,No,Private
DC1174,GARDEN SCHOOL,GARDEN SCHOOL,33-16 79 STREET,QUEENS,11372,718-335-6363,4625,02/04/2016,Permitted,2 YEARS - 5 YEARS,95,No,Private
DC2627,GARMENT INDUSTRY DAY CARE CENTER,CHINESE AMERICAN PLANNING COUNCIL. INC.,115 CHRYSTIE STREET,MANHATTAN,10002,212-219-2286,6521,08/02/2015,Permitted,2 YEARS - 5 YEARS,79,Yes,ACS Contracted Preschools
DC23086,GATEWAY DAY CARE,"GATEWAY CATHEDRAL, INC.",200 BOSCOMBE AVENUE,STATEN ISLAND,10309,718-966-4500,60737,04/09/2016,Permitted,0 YEARS - 2 YEARS,45,No,Private
DC23200,GATEWAY DAYCARE,"GATEWAY CATHEDRAL, INC.",200 BOSCOMBE AVENUE,STATEN ISLAND,10309,718-966-4500,60137,04/02/2016,Permitted,2 YEARS - 5 YEARS,27,No,Private
DC14497,GENERATION 21,"GENERATION 21, NY INC.",6709 19 AVENUE,BROOKLYN,11204,718-621-9321,7210,04/19/2016,Permitted,2 YEARS - 5 YEARS,52,No,Private
DC14434,GENERATION 21 INFANT/TODDLER,"GENERATION 21, NY INC.",6709 19TH AVENUE,BROOKLYN,11204,718-621-9321,7317,09/15/2015,Permitted,0 YEARS - 2 YEARS,6,No,Private
DC16740,GEORGIA L. MC MURRAY BATKIDS CENTER,"COLONY SOUTH BROOKLYN HOUSES, INC.",140 58TH STREET,BROOKLYN,11220,718-567-0818,7625,07/28/2014,Permitted,2 YEARS - 5 YEARS,52,No,ACS Contracted Preschools
DC14498,GET SET  KINDERGARTEN SCHOOL- AVENUE D,GET SET LINDEN INC,4411 AVENUE D,BROOKLYN,11203,718-451-5378,7026,12/01/2014,Permitted,2 YEARS - 5 YEARS,74,No,Private
DC43,GET SET KINDERGARTEN - CORTELYOU PRESCHOOL,GET SET LINDEN INC.,1919 CORTELYOU ROAD,BROOKLYN,11226,718-856-4646,6988,05/17/2016,Permitted,2 YEARS - 5 YEARS,119,No,Private
DC14374,GET SET KINDERGARTEN SCHOOL,GET SET LINDEN INC.,623 LINDEN BOULEVARD,BROOKLYN,11203,718-774-2325,6647,08/06/2015,Permitted,0 YEARS - 2 YEARS,10,No,Private
DC119,GET SET KINDERGARTEN SCHOOL - AVENUE D - INFANT,GET SET LINDEN INC,4411 AVENUE D,BROOKLYN,11203,718-451-5378,7059,12/01/2014,Permitted,0 YEARS - 2 YEARS,18,No,Private
DC21789,GET SET KINDERGARTEN SCHOOL-,"GET SET LINDEN, INC.",2301 SNYDER AVENUE,BROOKLYN,11226,718-469-0135,8298,05/02/2015,Permitted,0 YEARS - 2 YEARS,18,No,Private
DC14728,GET SET KINDERGARTEN SCHOOL- PRESCHOOL (SNYDER),GET SET LINDEN INC.,2301 SNYDER AVENUE,BROOKLYN,11226,718-469-0135,7238,12/02/2015,Permitted,2 YEARS - 5 YEARS,74,No,Private
DC1565,GET SET KINDERGARTEN SCHOOL- PRESCHOOL- (LINDEN),GET SET LINDEN INC,623 LINDEN BOULEVARD,BROOKLYN,11203,718-774-2325,4975,12/14/2014,Permitted,2 YEARS - 5 YEARS,79,No,Private
DC10647,GET SET KINDERGARTEN- INFANT/TODDLERS CORTELYOU,GET SET LINDEN INC,1919 CORTELYOU ROAD,BROOKLYN,11226,718-856-4646,6989,05/21/2015,Permitted,0 YEARS - 2 YEARS,33,No,Private
DC2347,GIL-BLU NURSERY AND KINDERGARTEN,GIL-BLU NURSERY AND KINDERGARTEN,120-02 MERRICK BOULEVARD,QUEENS,11434,718-723-8454,2161,08/23/2014,Permitted,2 YEARS - 5 YEARS,40,No,Private
DC21640,GLORIOUS & GIFTED EARLY CHILDHOOD CENTER,ESTHER D'AVILAR,421 THROOP AVENUE,BROOKLYN,11221,718-484-0954,8314,05/25/2015,Permitted,2 YEARS - 5 YEARS,25,No,Private
DC20257,GNOMIKI DAY CARE,"GNOMIKI DAY CARE, INC.",2221 OCEAN AVENUE,BROOKLYN,11229,718-336-0249,8141,03/29/2014,Expired-InRenewal,2 YEARS - 5 YEARS,19,No,Private
DC2155,GODDARD RIVERSIDE DAY CARE CENTER,GODDARD RIVERSIDE COMMUNITY CENTER,114 WEST 91 STREET,MANHATTAN,10024,212-873-6865,2061,02/11/2016,Permitted,2 YEARS - 5 YEARS,75,No,ACS Contracted Preschools
DC2993,GODDARD RIVERSIDE HEAD START,GODDARD RIVERSIDE COMMUNITY CENTER,70 WEST 95 STREET,MANHATTAN,10025,212-749-2133,4590,03/19/2015,Permitted,2 YEARS - 5 YEARS,38,Yes,ACS Head Start
DC21201,GODDARD-RIVERSIDE COMMUNITY CENTER DAY CARE CENTER AT 84TH STREET,GODDARD-RIVERSIDE COMMUNITY CENTER,26 WEST 84TH STREET,MANHATTAN,10024,212-799-2369,8276,03/22/2015,Permitted,2 YEARS - 5 YEARS,35,No,ACS Contracted Preschools
DC14758,GOLD MATERIAL MONTESSORI SCHOOL,CHILD CARE WORKERS CORPORATION,105  KINGS HIGHWAY,BROOKLYN,11214,718-253-2552,7706,01/30/2015,Permitted,2 YEARS - 5 YEARS,105,No,Private
DC22184,GOLD MATERIAL MONTESSORI SCHOOL,MAKSIM KONDRUKEVICH,41 AVENUE B,MANHATTAN,10009,212-677-6711,8377,10/07/2015,Permitted,2 YEARS - 5 YEARS,30,No,Private
DC22126,GOLD MATERIAL MONTESSORI SCHOOL,CHILD CARE WORKERS CORP.,484 SECOND AVE.,MANHATTAN,10016,212-545-0061,11437,01/30/2014,Expired-InRenewal,2 YEARS - 5 YEARS,66,No,Private
DC121,GOLDEN DAISIES PREP,GOLDEN DAISIES INC.,2307 AVENUE D,BROOKLYN,11226,718-469-7530,6702,09/16/2015,Permitted,2 YEARS - 5 YEARS,16,No,Private
DC2881,GOOD FOUNDATION KINDERGARTEN,GOOD FOUNDATION INC.,196-02A LINDEN BOULEVARD,QUEENS,11412,718-712-1500,7078,01/10/2015,Permitted,2 YEARS - 5 YEARS,22,No,Private
DC2796,GOOD FOUNDATION PRESCHOOL,"GOOD FOUNDATION, INC.",196-04 LINDEN BOULEVARD,QUEENS,11412,718-712-1500,6961,02/16/2016,Permitted,2 YEARS - 5 YEARS,27,No,Private
DC2917,GOOD FOUNDATION PRESCHOOL,GOOD FOUNDATION INC.,196-08 LINDEN BOULEVARD,QUEENS,11412,718-712-1500,7077,01/07/2015,Permitted,2 YEARS - 5 YEARS,20,No,Private
DC14162,GOOD SAMARITAN FULTON DAY CARE CENTER - INFANT/TODDLER,"GOOD SAMARITAN FULTON DAY CARE CENTER, INC.",992 GATES AVENUE,BROOKLYN,11221,718-443-6463,6199,06/26/2015,Permitted,0 YEARS - 2 YEARS,96,No,Private
DC10582,GOOD SAMARITAN FULTON DAY CARE CENTER-PRESCHOOL,"GOOD SAMARITAN FULTON DAY CARE CENTER, INC.",992 GATES AVENUE,BROOKLYN,11221,718-443-6463,6198,06/27/2014,Permitted,2 YEARS - 5 YEARS,30,No,Private
DC10983,GRACE CHURCH PLAYSCHOOL,GRACE CHURCH  PLAYSCHOOL,151-17 14 ROAD,QUEENS,11357,718-767-2162,5421,05/16/2015,Permitted,2 YEARS - 5 YEARS,20,No,Private
DC1855,GRACE CHURCH SCHOOL,THE RECTOR CHURCH WARDENS AND VESTRYMEN OF GRACE CHURCH,254 HICKS STREET,BROOKLYN,11201,718-624-4030,1839,10/13/2014,Permitted,2 YEARS - 5 YEARS,97,No,Private
DC1533,GRACE DAY CARE CENTER,"GRACE DAY CARE CENTER, INC.",89-00 23 AVENUE,QUEENS,11369,718-803-0345,6230,09/30/2014,Permitted,2 YEARS - 5 YEARS,48,No,Private
DC3130,GRACE LUTHERAN CHURCH,GRACE EVANGELICAL LUTHERAN CHURCH,31-20 21 AVENUE,QUEENS,11105,718-545-1129,3087,10/06/2014,Permitted,2 YEARS - 5 YEARS,73,No,Private
DC14639,GRACE NURSERY SCHOOL.,"GRACE NURSERY SCHOOL, INC.",7604 4TH AVENUE,BROOKLYN,11209,718-238-7980,6530,06/09/2014,Expired-InRenewal,2 YEARS - 5 YEARS,62,No,Private
DC997,GRAND ST SETTLEMENT EARLY HEAD START,GRAND STREET SETTLEMENT,80 PITT STREET,MANHATTAN,10002,212-674-1740,6604,04/02/2015,Permitted,0 YEARS - 2 YEARS,14,Yes,Private
DC24706,GRAND ST. SETTLEMENT DUAL I,"GRAND STREET SETTLEMENT, INC.",60 ESSEX STREET,MANHATTAN,10002,212-677-6990,27418,11/16/2014,Permitted,2 YEARS - 5 YEARS,51,No,ACS Contracted Preschools
DC1275,GRAND STREET CHILD CARE CENTER,"GRAND STREET SETTLEMENT, INC.",300 DELANCEY STREET,MANHATTAN,10002,212-228-8242,5569,07/02/2015,Permitted,2 YEARS - 5 YEARS,85,No,ACS Contracted Preschools
DC21871,GRAND STREET SETTLEMENT EARLY HEAD START,GRAND STREET SETTLEMENT,80 PITT STREET,MANHATTAN,10002,212-674-1740,8277,04/04/2015,Permitted,2 YEARS - 5 YEARS,16,Yes,Head Start (Direct Fed. Funding)
DC1249,GRAND STREET SETTLEMENT HEAD START,"GRAND STREET SETTLEMENT, INC.",294 DELANCEY STREET,MANHATTAN,10002,212-777-0656,2129,11/01/2014,Permitted,2 YEARS - 5 YEARS,77,No,ACS Head Start
DC24701,"GRAND STREET SETTLEMENT, INC.","GRAND STREET SETTLEMENT, INC.",319 STANHOPE STREET,BROOKLYN,11237,718-381-8900,26567,10/25/2014,Permitted,2 YEARS - 5 YEARS,74,No,ACS Contracted Preschools
DC22213,GREAT BEGINNINGS INFANT & TODDLER CENTER,B.J.B. OF NEW YORK INC.,2221 RICHMOND AVENUE,STATEN ISLAND,10314,718-983-0014,10997,01/11/2016,Permitted,2 YEARS - 5 YEARS,12,No,Private
DC2995,GREAT BEGINNINGS INFANT/TODDLER CENTER,B.J.B. OF NEW YORK INC.,2221 RICHMOND AVENUE,STATEN ISLAND,10314,718-983-0014,5736,06/20/2015,Permitted,0 YEARS - 2 YEARS,24,No,Private
DC870,GREATER BRIGHT LIGHT LEARNING CENTER,"THE GREATER BRIGHT LIGHT BAPTIST CHURCH, INC.",1320 SUTTER AVENUE,BROOKLYN,11208,718-235-2003,6178,08/28/2014,Permitted,2 YEARS - 5 YEARS,34,No,Private
DC1666,GREENPOINT Y.M.C.A. NURSERY SCHOOL,Y.M.C.A. OF GREATER NEW YORK,99 MESEROLE AVENUE,BROOKLYN,11222,718-389-3700,5117,09/09/2014,Permitted,2 YEARS - 5 YEARS,53,No,Private
DC11876,GROSVENOR  NEIGHBORHOOD  HOUSE YMCA - TENDER CARE,YMCA OF GREATER NY,176 WEST 105 STREET,MANHATTAN,10025,212-749-8500,7539,12/05/2015,Permitted,2 YEARS - 5 YEARS,30,No,Private
DC23175,GROW WITH US - SUSAN E. WAGNER DAY SCHOOL,"NORTHEAST BRONX DAY CARE CENTER, INC.",1732 DAVIDSON AVE,BRONX,10453,718-299-6892,23617,10/01/2014,Permitted,2 YEARS - 5 YEARS,100,Yes,Private
DC22841,GRYC LITTLE STARS PRE-K,GREATER RIDGEWOOD YOUTH COUNCIL,62-81 60TH PLACE,QUEENS,11385,718-456-5437,30078,01/03/2015,Permitted,2 YEARS - 5 YEARS,15,No,Private
DC22642,GRYC LITTLE STARS PRE-SCHOOL,"THE GREATER RIDGEWOOD YOUTH COUNCIL, INC.",59-03 SUMMERFIELD STREET,QUEENS,11385,718-456-5437,25877,10/22/2014,Permitted,2 YEARS - 5 YEARS,54,No,Private
DC21494,GRYC LITTLE STARS UPK @PANCRAS,"GREATER RIDGEWOOD YOUTH COUNCIL,INC.",68-20 MYRTLE AVENUE,QUEENS,11385,718-456-5437,8338,11/01/2014,Permitted,2 YEARS - 5 YEARS,36,No,Private
DC14189,GUNHILL CHILD CARE,"GUNHILL CHILD CARE, L L C",934 EAST GUNHILL ROAD,BRONX,10469,718-654-8085,6907,06/06/2014,Expired-InRenewal,2 YEARS - 5 YEARS,39,No,Private
DC10586,GUNHILL CHILD CARE,"GUNHILL CHILD CARE,L L C",934 EAST GUNHILL ROAD,BRONX,10469,718-654-8085,6905,06/06/2015,Permitted,0 YEARS - 2 YEARS,26,No,Private
DC2001,GWENDOLYN B. BLAND DAY CARE CENTER,"SOUTHEAST BRONX NEIGHBORHOOD CENTERS, INC.",749 EAST 163RD STREET,BRONX,10456,718-991-1050,3095,03/18/2015,Permitted,2 YEARS - 5 YEARS,100,Yes,ACS Contracted Preschools
DC16720,GYMTIME RHYTHM  AND GLUES,"MICHAEL BRANCIFORTE,  BONNIE BRANCIFORTE,  LENA VOLLARO",1520 YORK AVENUE,MANHATTAN,10028,212-734-0922,7834,11/17/2015,Permitted,2 YEARS - 5 YEARS,58,No,Private
DC20578,H V G PLAYGROUP,"PARENT'S PLAYGROUP ADVISORY GROUP,INC.",116 PINEHURST AVENUE,MANHATTAN,10033,212-923-7800,8177,06/22/2014,Permitted,2 YEARS - 5 YEARS,15,No,Private
DC10743,H.E.L.P. USA BRONX CROTONA DAY CARE,H.E.L.P. DAY CARE CORPORATION,785 CROTONA PARK NORTH,BRONX,10460,718-583-1511,6398,03/13/2015,Permitted,0 YEARS - 2 YEARS,10,Yes,ACS Contracted Preschools
DC22215,"H.H DAY CARE ANNEX, INC.","H.H DAY CARE ANNEX, INC.",212-47 JAMAICA AVENUE,QUEENS,11428,718-776-7690,29978,01/02/2015,Permitted,0 YEARS - 2 YEARS,16,No,Private
DC15191,H.H. DAYCARE ANNEX INC.,H.H DAYCARE ANNEX INC.,188-32 JAMAICA AVENUE,QUEENS,11423,718-454-0452,7713,02/18/2015,Permitted,0 YEARS - 2 YEARS,18,No,Private
DC21622,HABITOT,HABITOT E S  L L C,3480 THIRD AVENUE,BRONX,10456,718-484-8779,8389,10/11/2015,Permitted,0 YEARS - 2 YEARS,62,Yes,Private
DC21623,HABITOT,HABITOT E S  L L C,3480 THIRD AVENUE,BRONX,10456,718-484-8779,8390,10/11/2015,Permitted,2 YEARS - 5 YEARS,107,Yes,Private
DC14416,HAMILTON - MADISON HOUSE CHILD CARE CENTER,HAMILTON-MADISON HOUSE INC.,253 SOUTH STREET,MANHATTAN,10002,212-406-7570,7404,07/12/2015,Permitted,2 YEARS - 5 YEARS,52,No,ACS Contracted Preschools
DC1280,HAMILTON MADISON HOUSE  CHILD CARE CENTER,"HAMILTON MADISON HOUSE, INC.",60 CATHERINE STREET,MANHATTAN,10038,212-962-3408,1709,04/04/2015,Permitted,2 YEARS - 5 YEARS,60,No,ACS Contracted Preschools
DC14891,HAMILTON MADISON HOUSE CHILD CARE CENTER,HAMILTON MADISON HOUSE INC.,129 FULTON STREET,MANHATTAN,10038,212-964-6480,7642,09/15/2014,Permitted,2 YEARS - 5 YEARS,50,No,ACS Head Start
DC2839,HAMILTON MADISON HOUSE HEAD START,"HAMILTON MADISON HOUSE ,INC.",77 MARKET STREET,MANHATTAN,10002,212-349-8290,6900,06/24/2015,Permitted,2 YEARS - 5 YEARS,38,No,ACS Head Start
DC21685,HAMMEL CHILD CARE CENTER,ATLED INC,82-10 ROCKAWAY BEACH BOULEVARD,QUEENS,11693,718-474-3162,8349,07/01/2015,Permitted,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools
DC18070,HAN-I PRESCHOOL,"HAN-I, INC",198-18 32ND ROAD,QUEENS,11358,718-358-3377,7965,11/26/2014,Permitted,2 YEARS - 5 YEARS,23,No,Private
DC14426,HAND IN HAND EARLY CHILDHOOD CENTER,COMMUNITY ASSISTANCE RESOURCES AND EXTENDED SERVICES INC.,465 GRAND STREET,MANHATTAN,10002,212-420-1989,7652,10/06/2014,Permitted,2 YEARS - 5 YEARS,67,No,Private
DC14869,HANOVER PLACE CHILD CARE,"HANOVER PLACE CHILD CARE, LLC.",25 HANOVER PLACE,BROOKLYN,11201,347-916-0333,7799,09/04/2015,Permitted,0 YEARS - 2 YEARS,48,Yes,Private
DC1934,HANOVER PLACE CHILD CARE CENTER LLC-I/T,"HANOVER PLACE CHILD CARE, LLC",15 HANOVER PLACE,BROOKLYN,11201,347-916-0333,6453,09/01/2015,Permitted,0 YEARS - 2 YEARS,36,No,Private
DC14864,HANOVER PLACE CHILDCARE PRESCHOOL,"HANOVER PLACE CHILD CARE, LLC",15 HANOVER PLACE,BROOKLYN,11201,347-916-0333,6444,09/01/2015,Permitted,2 YEARS - 5 YEARS,208,Yes,Private
DC14645,HANSON PLACE CHILD DEVELOPMENT CENTER,"HANSON PLACE CHILD DEVELOPMENT CENTER,INC.",55 HANSON PLACE,BROOKLYN,11217,718-237-4303,5770,03/31/2015,Permitted,2 YEARS - 5 YEARS,62,No,Private
