Site ID,Visit Date,Visit Type,Summary
DC21837,02/20/2014,PUBLIC HEALTH SANITATION INSPECTION,Exits and other egress not provided with required signage at time of inspection.
DC25861,No visit found in database.,,
DC1025,05/07/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC1609,01/09/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC14649,05/30/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was observed in the child care service that a bathroom/closet or other enclosed space has a locking mechanism solely operable from inside the space.
DC11256,02/12/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2266,04/02/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to arrange/conduct criminal/SCR background clearance checks for required individuals; failed to re-clear required individuals with the SCR every two years.
DC1849,11/26/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2579,02/06/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2638,02/06/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC23074,05/07/2014,PUBLIC HEALTH SANITATION INSPECTION,Fire extinguishers observed not to be inspected or maintained at time of inspection.
DC2631,09/20/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to arrange/conduct criminal/SCR background clearance checks for required individuals; failed to re-clear required individuals with the SCR every two years.
DC25673,03/05/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC17250,01/08/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2131,02/27/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to arrange/conduct criminal/SCR background clearance checks for required individuals; failed to re-clear required individuals with the SCR every two years.
DC11253,12/04/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC1119,03/31/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2339,05/14/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC2713,04/03/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2132,01/27/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC1161,01/15/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2039,10/17/2013,PUBLIC HEALTH SANITATION INSPECTION,Child care service/camp maintains the existence of a nuisance at the time of inspection.
DC2142,12/19/2013,PUBLIC HEALTH SANITATION INSPECTION,Child care service failed to arrange/conduct criminal/SCR background clearance checks for required individuals; failed to re-clear required individuals with the SCR every two years.
DC21852,02/11/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was determined that child care service failed to conduct and document monthly fire drills.
DC17355,09/17/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.
DC22339,02/11/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.
DC11901,07/09/2013,PUBLIC HEALTH SANITATION INSPECTION,Child care service failed to conduct business and employment reference checks of staff/volunteers.
DC24619,05/22/2014,PUBLIC HEALTH SANITATION INSPECTION,Hand wash sink not provided in food prep area. Hand wash sink observed not maintained at time of inspection.
DC22496,04/24/2014,PUBLIC HEALTH SANITATION INSPECTION,Required food protection procedures were not implemented at time of inspection. Holder of food protection certificate was not on site during hours of food preparation activity.
DC17815,11/21/2013,PUBLIC HEALTH SANITATION INSPECTION,Child care service providing care without a staff member trained in First Aid/CPR on site at time of inspection.
DC426,05/22/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC23180,05/08/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection hand wash sinks are not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.
DC2279,12/12/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service providing care without a staff member trained in First Aid/CPR on site at time of inspection.
DC14245,02/21/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC1350,05/14/2014,PUBLIC HEALTH SANITATION INSPECTION,Child care service fails to store dry goods in insect/rodent proof containers at time of inspection.
DC12106,02/20/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to conduct business and employment reference checks of staff/volunteers.
DC1638,05/07/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection hand wash sinks are not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.
DC15603,12/13/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to submit a corrective action plan within five days when required; corrective action plan not approved.
DC1992,03/01/2013,PUBLIC HEALTH SANITATION INSPECTION,"Appropriate and clean cots, linens and other sleeping arrangements not provided by child care service at time of inspection."
DC1706,02/21/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,At time of inspection child care service unable to document that all children enrolled have had age appropriate immunizations unless a child is exempt.
DC22117,04/30/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC22116,04/30/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC11633,05/28/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection floors/walls ceilings were observed not maintained; in disrepair or covered in a toxic finish.
DC14345,04/01/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was determined that individual associated with child care service/camp involved in an act detrimental to health and safety.
DC2206,05/15/2014,PUBLIC HEALTH SANITATION INSPECTION,Fire extinguishers observed not to be inspected or maintained at time of inspection.
DC14177,08/22/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC3149,08/22/2013,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2929,05/08/2014,PUBLIC HEALTH SANITATION INSPECTION,Fire extinguishers observed not to be inspected or maintained at time of inspection.
DC22333,03/26/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was determined that child care service failed to conduct and document monthly fire drills.
DC22296,03/04/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service facility observed not maintained or in disrepair. Dry sweeping observed in areas occupied by children.
DC22434,03/04/2014,PUBLIC HEALTH SANITATION INSPECTION,Fire extinguishers observed not to be inspected or maintained at time of inspection.
DC10993,12/30/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service facility observed not maintained or in disrepair. Dry sweeping observed in areas occupied by children.
DC25657,03/12/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to provide or maintain record of staff immunizations.
DC25313,No visit found in database.,,
DC412,05/12/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service facility observed not maintained or in disrepair. Dry sweeping observed in areas occupied by children.
DC22243,05/23/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,At time of inspection it was determined that child care service allows staff to perform their duties that are not healthy or are incapable of carrying out their duties. Staff medical clearances are not maintained by child care service.
DC26238,No visit found in database.,,
DC26239,No visit found in database.,,
DC12283,02/27/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC2268,04/03/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to provide or maintain record of staff immunizations.
DC25273,No visit found in database.,,
DC10551,03/06/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection hand wash sinks are not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.
DC23076,05/21/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC716,01/29/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection hand wash sinks are not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.
DC21686,07/24/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Child care service failed to designate/identify a qualified Education Director.
DC1291,03/27/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service failed to provide sufficient lighting and or failed to maintain adequate foot candles in areas used by children.
DC21175,12/06/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC2341,03/24/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC21354,05/29/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,At time of inspection child care service unable to document that all children enrolled have had an age appropriate medical evaluation.
DC1240,06/24/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection hand wash sinks are not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.
DC1241,04/01/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was determined that child care service failed to take any and all necessary action to eliminate potential hazards.
DC19351,05/21/2014,PUBLIC HEALTH SANITATION INSPECTION,Individual certified in food protection not on site during periods of food preparation.
DC24729,12/26/2013,PUBLIC HEALTH SANITATION INSPECTION,Child care service providing care without a staff member trained in First Aid/CPR on site at time of inspection.
DC26085,No visit found in database.,,
