Center Name,Permit Holder,Address,Borough,Zip Code,Phone,Permit Number,Permit Expiration Date,Permit Status,Age Range,Maximum Capacity,Certified to Administer Medication,Site Type,Lon,Lat
FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS INC,668 LOGAN STREET,BROOKLYN,11208,929-324-2870,27897,11/26/2014,  Permitted,2 YEARS - 5 YEARS,95,No,ACS Contracted Preschools,-73.8752,40.6694
FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS INC,737 EAST 6TH STREET,MANHATTAN,10009,646-438-9289,25817,10/22/2014,  Permitted,2 YEARS - 5 YEARS,69,No,ACS Contracted Preschools,-73.9777,40.7231
FRIENDS OF REFUGEES OF EASTERN EUROPE - FREE,CONGREGATION FRIENDS OF REFUGEES OF EASTERN EUROPE,2901 BRIGHTON 6 STREET,BROOKLYN,11235,718-368-4490,7626,6/6/2014,  Permitted,2 YEARS - 5 YEARS,74,No,Private,-73.9625,40.5812
FRIENDS PRESCHOOL  DAY CARE,FRIENDS PRE-SCHOOL  DAY CARE,610 BLOOMINGDALE ROAD,STATEN ISLAND,10309,718-984-5194,6942,3/30/2015,  Permitted,2 YEARS - 5 YEARS,41,No,Private,-74.218,40.5403
FT GEORGE HEAD START  CENTER 1 / FT GEORGE HEAD START CENTER  II,FORT GEORGE COMMUNITY ENRICHMENT CENTER INC,1525 ST NICHOLAS AVENUE / 601 WEST 186TH  STREET,MANHATTAN,10033,212-927-2210,4851 / 7832,2/5/2015 / 10/27/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS,186,No,ACS Head Start,-73.9317,40.8527
FULL GOSPEL CHRISTIAN ACADEMY,FULL GOSPEL ASSEMBLY OF BROOKLYN,836 FRANKLIN AVENUE,BROOKLYN,11225,718-774-2121,5666,8/30/2014,  Permitted,2 YEARS - 5 YEARS,39,No,Private,-73.9587,40.6694
FUTURE LEADERS CENTER INC,FUTURE LEADERS CENTER INC,133-13 ROCKAWAY BOULEVARD,QUEENS,11420,718-529-8127,6672,5/13/2015,  Permitted,2 YEARS - 5 YEARS,23,Yes,Private,-73.8048,40.6749
FUTURE STARS DAY CARE CENTER,CAROL PINK-MAXWELL,1196 NOSTRAND AVENUE,BROOKLYN,11225,718-778-8966,7131,5/10/2015,  Permitted,2 YEARS - 5 YEARS,20,No,Private,-73.9506,40.6582
G S U C  CHILD DEVELOPMENT AND LEARNING CENTER,G S U C CHILD DEVELOPMENT AND LEARNING CENTER INC,365 5 AVENUE,MANHATTAN,10016,212-817-7032,6917,4/29/2015,  Permitted,2 YEARS - 5 YEARS,27,No,Private,-73.9836,40.7485
GAN DAY CARE CENTER / YELED V YALDA HEAD START,GAN DAY CARE CENTER INC / YELED V YALDA EARLY CHILDHOOD CENTER INC,4206-10 15 AVENUE / 4206 15 AVENUE,BROOKLYN,11219,718-435-2812 / 718-686-5500,5189 / 6155,6/20/2015 / 6/3/2014,  Permitted /   Permitted,2 YEARS - 5 YEARS,195,No,ACS Contracted Preschools / ACS Head Start,-73.9841,40.6362
GAN EDEN  PRESCHOOL,GAN EDEN,131 WEST 86 STREET,MANHATTAN,10024,212-579-3096,7461,8/22/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,39,No,Private,-73.9732,40.7872
GAN EDEN PRE-SCHOOL,OHR MOSHE TORAH INSTITUTE INC,78-15 PARSONS BOULEVARD,QUEENS,11366,718-591-0783,5625,11/26/2014,  Permitted,2 YEARS - 5 YEARS,60,No,Private,-73.8093,40.7219
GAN JEWISH DAY CARE CENTER,GANINC,2901 CAMPUS ROAD,BROOKLYN,11210,718-338-7575,8099,12/3/2015,  Permitted,2 YEARS - 5 YEARS,58,No,Private,-73.9484,40.6321
GAN MIRIAM EARLY LEARNING CENTER,GAN MIRIAM EARLY LEARNING CENTERINC,3700 INDEPENDENCE AVE,BRONX,10463,718-543-2553,7803,9/26/2015,  Permitted,2 YEARS - 5 YEARS,67,No,Private,-73.9127,40.8879
GARDEN HOUSE SCHOOL CHILD CARE CENTER,GARDEN HOUSE SCHOOL OF NEW YORK,39 EAST 63RD STREET,MANHATTAN,10065,212-421-5095,8375,9/8/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,105,No,Private,-73.9686,40.7659
GARDEN HOUSE SCHOOL OF NEW YORK PRE-SCHOOL,GARDEN HOUSE SCHOOL OF NY,40 SUTTON PLACE,MANHATTAN,10022,212-421-3282,6763,1/25/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,60,No,Private,-73.9601,40.7586
GARDEN OF KNOWLEDGE DAY CARE  LEARNING CENTER,GARDEN OF KNOWLEDGE DAY CARE  LEARNING CENTERINC,1657 NOSTRAND AVENUE,BROOKLYN,11226,718-469-2229,7696,2/10/2015,  Permitted,2 YEARS - 5 YEARS,20,No,Private,-73.9488,40.6457
GARDEN OF LEARNING DAY CARE,DIANNE DAVIS,834 PROSPECT PLACE,BROOKLYN,11216,718-778-0996,5012,1/22/2016,  Permitted,2 YEARS - 5 YEARS,25,No,Private,-73.949,40.674
GARDEN SCHOOL,GARDEN SCHOOL,33-16 79 STREET,QUEENS,11372,718-335-6363,4625,2/4/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,95,No,Private,-73.8882,40.7548
GARMENT INDUSTRY DAY CARE CENTER,CHINESE AMERICAN PLANNING COUNCIL INC,115 CHRYSTIE STREET,MANHATTAN,10002,212-219-2286,6521,8/2/2015,  Permitted,2 YEARS - 5 YEARS,79,Yes,ACS Contracted Preschools,-73.9939,40.7187
GATEWAY DAYCARE,GATEWAY CATHEDRAL INC,200 BOSCOMBE AVENUE,STATEN ISLAND,10309,718-966-4500,60137,4/2/2016,  Permitted,2 YEARS - 5 YEARS,27,No,Private,-74.2317,40.5227
GENERATION 21 / GENERATION 21 INFANT/TODDLER,GENERATION 21 NY INC,6709 19 AVENUE / 6709 19TH AVENUE,BROOKLYN,11204,718-621-9321,7210 / 7317,4/19/2016 / 9/15/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,58,No,Private,-73.9893,40.6163
GEORGIA L MC MURRAY BATKIDS CENTER,COLONY SOUTH BROOKLYN HOUSES INC,140 58TH STREET,BROOKLYN,11220,718-567-0818,7625,7/28/2014,  Permitted,2 YEARS - 5 YEARS,52,No,ACS Contracted Preschools,-74.0239,40.6455
GET SET  KINDERGARTEN SCHOOL- AVENUE D / GET SET KINDERGARTEN SCHOOL - AVENUE D - INFANT,GET SET LINDEN INC,4411 AVENUE D,BROOKLYN,11203,718-451-5378,7026 / 7059,12/1/2014 / 12/1/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,92,No,Private,-73.9345,40.642
GET SET KINDERGARTEN - CORTELYOU PRESCHOOL / GET SET KINDERGARTEN- INFANT/TODDLERS CORTELYOU,GET SET LINDEN INC,1919 CORTELYOU ROAD,BROOKLYN,11226,718-856-4646,6988 / 6989,5/17/2014 / 5/21/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,152,No,Private,-73.9604,40.6433
GET SET KINDERGARTEN SCHOOL / GET SET KINDERGARTEN SCHOOL- PRESCHOOL- LINDEN,GET SET LINDEN INC,623 LINDEN BOULEVARD,BROOKLYN,11203,718-774-2325,6647 / 4975,8/6/2015 / 12/14/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,89,No,Private,-73.9356,40.6538
GET SET KINDERGARTEN SCHOOL- / GET SET KINDERGARTEN SCHOOL- PRESCHOOL SNYDER,GET SET LINDEN INC,2301 SNYDER AVENUE,BROOKLYN,11226,718-469-0135,8298 / 7238,5/2/2015 / 12/2/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,92,No,Private,-73.9554,40.6488
GIL-BLU NURSERY AND KINDERGARTEN,GIL-BLU NURSERY AND KINDERGARTEN,120-02 MERRICK BOULEVARD,QUEENS,11434,718-723-8454,2161,8/23/2014,  Permitted,2 YEARS - 5 YEARS,40,No,Private,-73.7708,40.684
GLORIOUS  GIFTED EARLY CHILDHOOD CENTER,ESTHER DAVILAR,421 THROOP AVENUE,BROOKLYN,11221,347-620-4316,8314,5/25/2015,  Permitted,2 YEARS - 5 YEARS,25,No,Private,-73.9418,40.6885
GNOMIKI DAY CARE,GNOMIKI DAY CARE INC,2221 OCEAN AVENUE,BROOKLYN,11229,718-336-0249,8141,3/29/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,19,No,Private,-73.9526,40.6076
GODDARD RIVERSIDE DAY CARE CENTER,GODDARD RIVERSIDE COMMUNITY CENTER,114 WEST 91 STREET,MANHATTAN,10024,212-873-6865,2061,2/11/2016,  Permitted,2 YEARS - 5 YEARS,75,No,ACS Contracted Preschools,-73.971,40.7898
GODDARD RIVERSIDE HEAD START,GODDARD RIVERSIDE COMMUNITY CENTER,70 WEST 95 STREET,MANHATTAN,10025,212-749-2133,4590,3/19/2015,  Permitted,2 YEARS - 5 YEARS,38,Yes,ACS Head Start,-73.9677,40.7917
GODDARD-RIVERSIDE COMMUNITY CENTER DAY CARE CENTER AT 84TH STREET,GODDARD-RIVERSIDE COMMUNITY CENTER,26 WEST 84TH STREET,MANHATTAN,10024,212-799-2369,8276,3/22/2015,  Permitted,2 YEARS - 5 YEARS,35,No,ACS Contracted Preschools,-73.9717,40.7843
GOLD MATERIAL MONTESSORI SCHOOL,CHILD CARE WORKERS CORPORATION,105  KINGS HIGHWAY,BROOKLYN,11214,718-253-2552,7706,1/30/2015,  Permitted,2 YEARS - 5 YEARS,105,No,Private,-73.9879,40.6064
GOLD MATERIAL MONTESSORI SCHOOL,MAKSIM KONDRUKEVICH,41 AVENUE B,MANHATTAN,10009,212-545-0061,8377,10/7/2015,  Permitted,2 YEARS - 5 YEARS,30,No,Private,-73.9826,40.7228
GOLD MATERIAL MONTESSORI SCHOOL,CHILD CARE WORKERS CORP,484 SECOND AVE,MANHATTAN,10016,212-545-0061,11437,1/30/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,66,No,Private,-73.9785,40.7406
GOLDEN DAISIES PREP,GOLDEN DAISIES INC,2307 AVENUE D,BROOKLYN,11226,718-469-7530,6702,9/16/2015,  Permitted,2 YEARS - 5 YEARS,16,No,Private,-73.9549,40.6407
GOOD FOUNDATION KINDERGARTEN,GOOD FOUNDATION INC,196-02A LINDEN BOULEVARD,QUEENS,11412,718-712-1500,7078,1/10/2015,  Permitted,2 YEARS - 5 YEARS,22,No,Private,-73.7557,40.6932
GOOD FOUNDATION PRESCHOOL,GOOD FOUNDATION INC,196-04 LINDEN BOULEVARD,QUEENS,11412,718-712-1500,6961,2/16/2016,  Permitted,2 YEARS - 5 YEARS,27,No,Private,-73.7556,40.6933
GOOD FOUNDATION PRESCHOOL,GOOD FOUNDATION INC,196-08 LINDEN BOULEVARD,QUEENS,11412,718-712-1500,7077,1/7/2015,  Permitted,2 YEARS - 5 YEARS,20,No,Private,-73.7554,40.6933
GRACE CHURCH PLAYSCHOOL,GRACE CHURCH  PLAYSCHOOL,151-17 14 ROAD,QUEENS,11357,718-767-2162,5421,5/16/2015,  Permitted,2 YEARS - 5 YEARS,20,No,Private,-73.8106,40.7891
GRACE CHURCH SCHOOL,THE RECTOR CHURCH WARDENS AND VESTRYMEN OF GRACE CHURCH,254 HICKS STREET,BROOKLYN,11201,718-624-4030,1839,10/13/2014,  Permitted,2 YEARS - 5 YEARS,97,No,Private,-73.997,40.6939
GRACE DAY CARE CENTER,GRACE DAY CARE CENTER INC,89-00 23 AVENUE,QUEENS,11369,718-803-0345,6230,9/30/2014,  Permitted,2 YEARS - 5 YEARS,48,No,Private,-73.88,40.7671
GRACE LUTHERAN CHURCH,GRACE EVANGELICAL LUTHERAN CHURCH,31-20 21 AVENUE,QUEENS,11105,718-545-1129,3087,10/6/2014,  Permitted,2 YEARS - 5 YEARS,73,No,Private,-73.9081,40.7773
GRACE NURSERY SCHOOL,GRACE NURSERY SCHOOL INC,7604 4TH AVENUE,BROOKLYN,11209,718-238-7980,6530,6/9/2014,  Permitted,2 YEARS - 5 YEARS,62,No,Private,-74.0258,40.63
GRAND ST SETTLEMENT EARLY HEAD START / GRAND STREET SETTLEMENT EARLY HEAD START,GRAND STREET SETTLEMENT,80 PITT STREET,MANHATTAN,10002,212-674-1740,6604 / 8277,4/2/2015 / 4/4/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,30,Yes,Private / Head Start Direct Fed Funding,-73.9817,40.7183
GRAND ST SETTLEMENT DUAL I,GRAND STREET SETTLEMENT INC,60 ESSEX STREET,MANHATTAN,10002,212-677-6990,27418,11/16/2014,  Permitted,2 YEARS - 5 YEARS,51,No,ACS Contracted Preschools,-73.9886,40.7169
GRAND STREET CHILD CARE CENTER,GRAND STREET SETTLEMENT INC,300 DELANCEY STREET,MANHATTAN,10002,212-228-8240,5569,7/2/2015,  Permitted,2 YEARS - 5 YEARS,85,No,ACS Contracted Preschools,-73.9786,40.7167
GRAND STREET SETTLEMENT HEAD START,GRAND STREET SETTLEMENT INC,294 DELANCEY STREET,MANHATTAN,10002,212-777-0656,2129,11/1/2014,  Permitted,2 YEARS - 5 YEARS,77,No,ACS Head Start,-73.9793,40.7165
GRAND STREET SETTLEMENT INC,GRAND STREET SETTLEMENT INC,319 STANHOPE STREET,BROOKLYN,11237,718-381-8900,26567,10/25/2014,  Permitted,2 YEARS - 5 YEARS,74,No,ACS Contracted Preschools,-73.9186,40.7031
GREAT BEGINNINGS INFANT  TODDLER CENTER / GREAT BEGINNINGS INFANT/TODDLER CENTER / THE FORESIGHT SCHOOL,BJB OF NEW YORK INC / EDUCATIONAL ENTERPRISES INC,2221 RICHMOND AVENUE,STATEN ISLAND,10314,718-983-0014 / 718-761-6060,10997 / 5736 / 5186,1/11/2016 / 6/20/2015 / 12/9/2015,  Permitted /   Permitted /   Permitted,0 YEARS - 5 YEARS,181,No,Private,-74.1624,40.5928
GREATER BRIGHT LIGHT LEARNING CENTER,THE GREATER BRIGHT LIGHT BAPTIST CHURCH INC,1320 SUTTER AVENUE,BROOKLYN,11208,718-235-2003,6178,8/28/2014,  Permitted,2 YEARS - 5 YEARS,34,No,Private,-73.8691,40.673
GREENPOINT YMCA NURSERY SCHOOL,YMCA OF GREATER NEW YORK,99 MESEROLE AVENUE,BROOKLYN,11222,718-389-3700,5117,9/9/2014,  Permitted,2 YEARS - 5 YEARS,53,No,Private,-73.9534,40.7271
GROSVENOR  NEIGHBORHOOD  HOUSE YMCA - TENDER CARE,YMCA OF GREATER NY,176 WEST 105 STREET,MANHATTAN,10025,212-749-8500,7539,12/5/2015,  Permitted,2 YEARS - 5 YEARS,30,No,Private,-73.9661,40.7995
GROW WITH US - SUSAN E WAGNER DAY SCHOOL,NORTHEAST BRONX DAY CARE CENTER INC,1732 DAVIDSON AVE,BRONX,10453,718-299-6892,23617,10/1/2014,  Permitted,2 YEARS - 5 YEARS,100,Yes,Private,-73.913,40.8479
GRYC LITTLE STARS PRE-K,GREATER RIDGEWOOD YOUTH COUNCIL,62-81 60TH PLACE,QUEENS,11385,718-456-5437,30078,1/3/2015,  Permitted,2 YEARS - 5 YEARS,15,No,Private,-73.9029,40.7116
GRYC LITTLE STARS PRE-SCHOOL,THE GREATER RIDGEWOOD YOUTH COUNCIL INC,59-03 SUMMERFIELD STREET,QUEENS,11385,718-456-5437,25877,10/22/2014,  Permitted,2 YEARS - 5 YEARS,54,No,Private,-73.8982,40.6995
GRYC LITTLE STARS UPK PANCRAS,GREATER RIDGEWOOD YOUTH COUNCILINC,68-20 MYRTLE AVENUE,QUEENS,11385,718-456-5437,8338,11/1/2014,  Permitted,2 YEARS - 5 YEARS,36,No,Private,-73.8838,40.7014
GUNHILL CHILD CARE,GUNHILL CHILD CAREL L C / GUNHILL CHILD CARE L L C,934 EAST GUNHILL ROAD,BRONX,10469,718-654-8085,6905 / 6907,6/6/2015 / 6/6/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,65,No,Private,-73.8595,40.8748
GWENDOLYN B BLAND DAY CARE CENTER,SOUTHEAST BRONX NEIGHBORHOOD CENTERS INC,749 EAST 163RD STREET,BRONX,10456,718-991-1050,3095,3/18/2015,  Permitted,2 YEARS - 5 YEARS,100,No,ACS Contracted Preschools,-73.9038,40.8237
GYMTIME RHYTHM  AND GLUES / YORK AVENUE PRESCHOOL,MICHAEL BRANCIFORTE  BONNIE BRANCIFORTE  LENA VOLLARO / YORK AVENUE PRESCHOOL,1520 YORK AVENUE,MANHATTAN,10028,212-734-0922,7834 / 6483,11/17/2013 / 12/13/2014,  Expired-InRenewal /   Permitted,2 YEARS - 5 YEARS,186,No,Private,-73.9493,40.7722
H V G PLAYGROUP,PARENTS PLAYGROUP ADVISORY GROUPINC,116 PINEHURST AVENUE,MANHATTAN,10033,212-923-7800,8177,6/22/2014,  Permitted,2 YEARS - 5 YEARS,15,No,Private,-73.9392,40.8523
HELP USA BRONX CROTONA DAY CARE / HELP 3 CROTONA EARLY LEARN,HELP DAY CARE CORPORATION / H E L P DAY CARE CORPORATION,785 CROTONA PARK NORTH,BRONX,10460,718-583-1511,6398 / 6399,3/13/2015 / 1/13/2016,  Permitted /   Permitted,0 YEARS - 5 YEARS,30,Yes,ACS Contracted Preschools,-73.8908,40.8411
HH DAY CARE ANNEX INC / HOLLIS FORDE / TEACHING LEARNING  CARING DAY CARE / TEACHING LEARNING AND CARING,HH DAY CARE ANNEX INC / HELPING HANDS DAY CARE III / MAGIC RAINBOW INC,212-47 JAMAICA AVENUE / 212-43 JAMAICA AVENUE,QUEENS,11428,718-776-7690 / 718-740-6750,29978 / 8036 / 6830 / 7403,1/2/2015 / 7/11/2015 / 3/29/2016 / 5/23/2015,  Permitted /   Permitted /   Permitted /   Permitted,0 YEARS - 5 YEARS,113,No,Private,-73.7455,40.7163
HH DAYCARE ANNEX INC / HELPING HANDS DAY CARE,HH DAYCARE ANNEX INC,188-32 JAMAICA AVENUE,QUEENS,11423,718-454-0452,7713 / 7712,2/18/2015 / 2/18/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,39,No,Private,-73.7697,40.7114
HABITOT,HABITOT E S  L L C,3480 THIRD AVENUE,BRONX,10456,718-484-8779,8389 / 8390,10/11/2015 / 10/11/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,169,Yes,Private,-73.9058,40.8304
HAMILTON  MADISON HOUSES CHILD CARE CENTER,HAMILTON MADISON HOUSE INC,10 CATHERINE SLIP,MANHATTAN,10038,212-608-9186,709,4/2/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,75,No,ACS Contracted Preschools,-73.9975,40.7098
HAMILTON - MADISON HOUSE CHILD CARE CENTER,HAMILTON-MADISON HOUSE INC,253 SOUTH STREET,MANHATTAN,10002,212-406-7570,7404,7/12/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,52,No,ACS Contracted Preschools,-73.9903,40.7103
HAMILTON MADISON HOUSE  CHILD CARE CENTER,HAMILTON MADISON HOUSE INC,60 CATHERINE STREET,MANHATTAN,10038,212-962-3408,1709,4/4/2015,  Permitted,2 YEARS - 5 YEARS,60,No,ACS Contracted Preschools,-73.9973,40.7116
HAMILTON MADISON HOUSE CHILD CARE CENTER,HAMILTON MADISON HOUSE INC,129 FULTON STREET,MANHATTAN,10038,212-962-3408,7642,9/15/2014,  Permitted,2 YEARS - 5 YEARS,50,No,ACS Head Start,-74.0074,40.7103
HAMILTON MADISON HOUSE HEAD START,HAMILTON MADISON HOUSE INC,77 MARKET STREET,MANHATTAN,10002,212-349-8290,6900,6/24/2015,  Permitted,2 YEARS - 5 YEARS,38,No,ACS Head Start,-73.9951,40.711
HAMMEL CHILD CARE CENTER,ATLED INC,82-10 ROCKAWAY BEACH BOULEVARD,QUEENS,11693,718-474-3162,8349,7/1/2015,  Permitted,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools,-73.8097,40.5888
HAN-I PRESCHOOL,HAN-I INC,198-18 32ND ROAD,QUEENS,11358,718-358-3377,7965,11/26/2014,  Permitted,2 YEARS - 5 YEARS,23,No,Private,-73.7904,40.7683
HAND IN HAND EARLY CHILDHOOD CENTER,COMMUNITY ASSISTANCE RESOURCES AND EXTENDED SERVICES INC,465 GRAND STREET,MANHATTAN,10002,212-420-1989,7652,10/6/2014,  Permitted,2 YEARS - 5 YEARS,67,No,Private,-73.9839,40.7148
HANDS  HEARTS LEARNING CENTER,HANDS AND HEARTS LEARNING CENTER INC,564 THOMAS S BOYLAND STREET,BROOKLYN,11212,718-385-1718,7248,6/2/2014,  Permitted,2 YEARS - 5 YEARS,21,No,Private,-73.9133,40.6669
HANOVER PLACE CHILD CARE,HANOVER PLACE CHILD CARE LLC,25 HANOVER PLACE,BROOKLYN,11201,347-916-0333,7799,9/4/2015,  Permitted,0 YEARS - 2 YEARS,48,Yes,Private,-73.9823,40.6885
HANOVER PLACE CHILD CARE CENTER LLC-I/T / HANOVER PLACE CHILDCARE PRESCHOOL / MILESTONE SCHOOL FOR CHILD DEVELOPMENT,HANOVER PLACE CHILD CARE LLC / MILESTONE SCHOOL FOR CHILD DEVELOPMENT INC,15 HANOVER PLACE,BROOKLYN,11201,347-916-0333,6453 / 6444 / 6528,9/1/2015 / 9/1/2015 / 9/20/2015,  Permitted /   Permitted /   Permitted,0 YEARS - 5 YEARS,382,No,Private,-73.9823,40.6886
HANSON PLACE CHILD DEVELOPMENT CENTER,HANSON PLACE CHILD DEVELOPMENT CENTERINC / HANSON PLACE CHILD DEVELOPMENT CENTER INC,55 HANSON PLACE,BROOKLYN,11217,718-237-4303,5770 / 5769,3/31/2015 / 12/7/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,78,No,Private,-73.9758,40.6856
HAPPY  BEES DAY CARE / HAPPY BEES DAY CARE,HAPPY  BEES DAY CARE / HAPPY BEES DAY CARE,21-60 33 STREET,QUEENS,11105,917-291-9397 / 718-606-6663,59737 / 59682,3/31/2016 / 3/31/2016,  Permitted /   Permitted,0 YEARS - 5 YEARS,31,No,Private,-73.9092,40.7761
HAPPY 1  DAYCARE,HAPPY I DAYCARE INC,48-06 212 STREET,QUEENS,11364,718-229-1910,8334,10/6/2014,  Permitted,2 YEARS - 5 YEARS,26,No,Private,-73.7695,40.7549
HAPPY DAYS  AT RIVERDALE / RENANIM  AT  RIVERDALE   I/T,HAPPY DAYS AT RIVERDALE,2975 INDEPENDENCE AVENUE,BRONX,10463,718-601-1300,7301 / 7300,3/31/2015 / 4/18/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,52,No,Private,-73.9186,40.8837
HAPPY DRAGON CHILDREN AND FAMILY CENTER,HAPPY DRAGON OF NEW YORK INC,5805 7TH AVENUE,BROOKLYN,11220,718-439-8816,8138,3/22/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,135,No,Private,-74.0105,40.6376
HAPPY DRAGON CHILDRENS LEARNING CENTER,HAPPY DRAGON CHILDRENS LEARNING CENTER,98-25 HORACE HARDING EXPRESSWAY,QUEENS,11368,718-271-5637,7734,8/3/2015,  Permitted,2 YEARS - 5 YEARS,156,No,Private,-73.86,40.7357
HAPPY DRAGON CHILDRENS LEARNING CENTER 2,HAPPY DRAGON CHILDRENS LEARNING CENTER 2,143-30 CHERRY AVENUE,QUEENS,11355,718-445-8382,7751,5/2/2015,  Permitted,2 YEARS - 5 YEARS,57,No,Private,-73.8191,40.7559
HAPPY DRAGON DAYCARE CENTER,HAPPY DRAGON OF NEW YORK,86-02 57 AVENUE,QUEENS,11373,718-397-5733,6896,4/6/2015,  Permitted,2 YEARS - 5 YEARS,55,No,Private,-73.8762,40.7324
HAPPY DRAGON PRESCHOOL,HAPPY DRAGON OF NEW YORK INC,30-04 146 STREET,QUEENS,11354,718-446-9021,7298,10/15/2014,  Permitted,2 YEARS - 5 YEARS,42,No,Private,-73.8221,40.7705
HAPPY HOME ACADEMY,DRT CENTER INC,9102 CHURCH AVENUE,BROOKLYN,11236,718-346-5327,5465,12/16/2014,  Permitted,2 YEARS - 5 YEARS,105,No,Private,-73.9187,40.6532
HAPPY MARY ANN DAY SCHOOL,MADISON POTENTIAL DEVELOPMENT INC,132-18 41ST    AVENUE,QUEENS,11355,718-886-8266,18301,6/26/2014,  Permitted,2 YEARS - 5 YEARS,35,No,Private,-73.8331,40.7563
HAPPYLAND MANHATTAN BEACH DAY SCHOOL,HAPPYLANDINC,190 EXETER STREET,BROOKLYN,11235,718-648-0531,7535,12/3/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,79,No,Private,-73.9486,40.5777
HARLEM GEMS HEAD START,HARLEM CHILDRENS ZONE INC,60 WEST 117 STREET,MANHATTAN,10026,212-369-3577,7515,2/9/2016,  Permitted,2 YEARS - 5 YEARS,57,No,ACS Head Start,-73.9487,40.8021
HAWTHORNE CORNERS DAY CARE CENTER,HAWTHORNE CORNERS DAY CARE CENTER INC,1950 BEDFORD AVENUE,BROOKLYN,11225,718-282-7200,4235,4/3/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,52,No,ACS Contracted Preschools,-73.9569,40.6572
HCHC INC ACE PRESCHOOL,HCHC INC,1441 BROADWAY,BROOKLYN,11221,718-443-3423,7894,7/12/2014,  Permitted,2 YEARS - 5 YEARS,78,No,Private,-73.9194,40.6883
HCHC INC,HCHC INC,165 EAST 46 STREET,BROOKLYN,11203,718-604-5283,5640,12/14/2015,  Permitted,2 YEARS - 5 YEARS,21,No,Private,-73.9348,40.6582
HCHC INC,HCHC INC,624 SCHENECTADY AVENUE,BROOKLYN,11203,718-773-7652,5261,12/21/2014,  Permitted,2 YEARS - 5 YEARS,22,No,Private,-73.9343,40.6585
HCHC INC,HCHC INC,585 SCHENECTADY AVENUE,BROOKLYN,11203,718-604-5283,5643,10/17/2014,  Permitted,2 YEARS - 5 YEARS,10,No,Private,-73.9338,40.6594
HEART SHARE HUMAN SERVICES OF NEW YORK PRE-SCHOOL 2,HEART SHARE HUMAN SERVICES OF NEW YORK PRE-SCHOOL 2,82-12 151 AVENUE,QUEENS,11414,718-848-0300,7150,6/27/2015,  Permitted,2 YEARS - 5 YEARS,116,No,Private,-73.8518,40.6673
HEART SHARE SERVICES OF NEW YORK PRESCHOOL 1,HEART SHARE SERVICES OF NEW YORK PRESCHOOL 1,115-15 101 AVENUE,QUEENS,11419,718-441-5333,4827,9/6/2015,  Permitted,2 YEARS - 5 YEARS,137,No,Private,-73.8289,40.6894
HEARTSHARE HUMAN SERVICES OF NEW YORK,CATHOLIC GUARDIAN SOCIETY OF THE DIOCESE OF BROOKLYN INC,1825 BATH AVENUE,BROOKLYN,11214,718-238-4637,7860,3/24/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,180,No,Private,-74.0051,40.6038
HEAVENLY MIRACLE  ACADEMY SERVICES / HEAVENLY MIRACLE ACADEMY SERVICESINC,HEAVENLY MIRACLE ACADEMY SERVICES INC,533 BLAKE AVENUE,BROOKLYN,11207,718-495-9383,7154 / 7481,7/28/2015 / 10/12/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,108,No,Private,-73.8993,40.6674
HEBREW ACADEMY FOR SPECIAL CHILDREN,HEBREW ACADEMY FOR SPECIAL CHILDREN,1311 55 STREET,BROOKLYN,11219,718-851-6100,5584,2/16/2015,  Permitted,2 YEARS - 5 YEARS,66,No,Private,-73.995,40.6316
HEBREW ACADEMY FOR SPECIAL CHILDREN P/S,HEBREW ACADEMY FOR SPECIAL CHILDRENINC,555 REMSEN AVENUE,BROOKLYN,11236,718-495-3510,5573,4/20/2015,  Permitted,2 YEARS - 5 YEARS,163,No,Private,-73.92,40.6532
