centerName,permitHolder,address,borough,zipCode,phone,permitNumber,permitExpirationDate,permitStatus,ageRange,maximumCapacity,certifiedToAdministerMedication,siteType,GeocodedCategory,Lon,Lat
FORT GREENE CHILDREN  FAMILY SERVICES EARLY HEAD START,NORTHSIDE CENTER FOR CHILD DEVELOPMENT INC,44-60 ROCKWELL PLACE,BROOKLYN,11217,347-505-5500,29217,2.01412E+16,Permitted,0 YEARS - 2 YEARS,67,No,Private,PAD2013,-73.979655,40.688623
FORT GREENE CHILDRENS  FAMILY SERVICES HEAD START,NORTHSIDE CENTER FOR CHILD DEVELOPMENT INC,44-60 ROCKWELL PLACE,BROOKLYN,11217,347-505-5500,28497,2.01412E+16,Permitted,2 YEARS - 5 YEARS,140,No,Private,PAD2013,-73.979655,40.688623
FRANCIS CHILD CARE FACILITY,FRANCIS EDUCATION CENTER,38-03 FRANCIS LEWIS BLVD,QUEENS,11358,718-229-5357,7998,2.01505E+16,Permitted,2 YEARS - 5 YEARS,54,No,Private,PAD2013,-73.785066,40.762515
FRANCIS GRACE DAYCARE,FRANCIS GRACE DAY CARE,130-20 MERRICK BOULEVARD,QUEENS,11434,718-977-1853,7148,2.01509E+16,Permitted,2 YEARS - 5 YEARS,23,No,Private,PAD2013,-73.762882,40.6801
FRIENDS AND FAMILY DAY CARE,FRIENDS AND FAMILY DAY CARE LTD,1677 LEXINGTON AVENUE,MANHATTAN,10029,212-534-7160,8306,2.01506E+16,Permitted,0 YEARS - 2 YEARS,42,No,Private,PAD2013,-73.946341,40.791647
FRIENDS AND FAMILY DAY CARE,FRIENDS AND FAMILY DAY CARE LTD,1677 LEXINGTON AVENUE,MANHATTAN,10029,212-534-7160,8307,2.01506E+16,Permitted,2 YEARS - 5 YEARS,53,No,Private,PAD2013,-73.946341,40.791647
FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS,FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS INC,3732 10TH AVENUE,MANHATTAN,10034,212-567-5655,26538,2.0141E+16,Permitted,2 YEARS - 5 YEARS,64,No,ACS Contracted Preschools,PAD2013,-73.922596,40.86036
FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS INC,1491 BEDFORD AVENUE,BROOKLYN,11216,929-234-2821,25777,2.0141E+16,Permitted,2 YEARS - 5 YEARS,100,No,ACS Contracted Preschools,PAD2013,-73.954147,40.672091
FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS INC,20 SUTTER AVENUE,BROOKLYN,11212,718-773-3041,26337,2.0141E+16,Permitted,2 YEARS - 5 YEARS,74,No,ACS Contracted Preschools,PAD2013,-73.922033,40.665154
FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERSINC,370 NEW LOTS AVENUE,BROOKLYN,11207,718-342-3700,25178,2.0141E+16,Permitted,2 YEARS - 5 YEARS,128,No,ACS Contracted Preschools,PAD2013,-73.893161,40.661462
FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS INC,813 STERLING PLACE,BROOKLYN,11216,718-773-7733,25717,2.0141E+16,Permitted,2 YEARS - 5 YEARS,180,No,ACS Contracted Preschools,PAD2013,-73.951421,40.672864
FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS INC,851 LIBERTY AVENUE,BROOKLYN,11208,929-234-2955,25137,2.0141E+16,Permitted,2 YEARS - 5 YEARS,95,No,ACS Contracted Preschools,PAD2013,-73.878074,40.677336
FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS INC,921 HEGEMAN AVENUE,BROOKLYN,11208,929-234-2866,26377,2.0141E+16,Permitted,2 YEARS - 5 YEARS,95,No,ACS Contracted Preschools,PAD2013,-73.879171,40.665571
FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS INC,995 CARROLL STREET,BROOKLYN,11225,929-234-5010,25359,2.0141E+16,Permitted,0 YEARS - 2 YEARS,32,No,ACS Contracted Preschools,PAD2013,-73.957125,40.667872
FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS INC,995 CARROLL STREET,BROOKLYN,11225,929-234-5010,25217,2.0141E+16,Permitted,2 YEARS - 5 YEARS,89,No,ACS Contracted Preschools,PAD2013,-73.957125,40.667872
FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER  6,THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS INC,49 AVENUE W,BROOKLYN,11223,718-372-8189,8021,2.01507E+16,Permitted,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools,PAD2013,-73.98207,40.5918
FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER 2,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERSINC,671 PROSPECT PLACE,BROOKLYN,11216,718-638-8686,4434,2.01503E+16,Permitted,0 YEARS - 2 YEARS,56,No,ACS Contracted Preschools,PAD2013,-73.954412,40.67505
FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER 2,THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERSINC,671-675 PROSPECT PLACE,BROOKLYN,11216,718-638-8686,4895,2.01505E+16,Permitted,2 YEARS - 5 YEARS,99,No,ACS Contracted Preschools,PAD2013,-73.954412,40.67505
FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER 4 INFANT/TODDLER,THE FRIENDS OF CROWN HEIGHTS DAY CARE CENTER INC,141 EAST 40TH STREET,BROOKLYN,11203,718-284-2184,7893,2.01405E+16,Permitted,0 YEARS - 2 YEARS,18,No,ACS Contracted Preschools,PAD2013,-73.939871,40.652265
FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER 4 PRESCHOOL,THE FRIENDS OF CROWN HEIGHTS DAY CARE CENTER INC,141 EAST 40TH STREET,BROOKLYN,11203,718-284-2184,7892,2.01405E+16,Permitted,2 YEARS - 5 YEARS,61,No,ACS Contracted Preschools,PAD2013,-73.939871,40.652265
FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER NO 5,THE FRIENDS OF CROWN HEIGHTS DAY CARE CENTER INC,1886 NOSTRAND AVENUE,BROOKLYN,11226,718-284-9194,7891,2.01405E+16,Permitted,2 YEARS - 5 YEARS,216,No,ACS Contracted Preschools,PAD2013,-73.948792,40.639496
FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS INC,1435 PROSPECT PLACE,BROOKLYN,11213,718-778-1498,27759,2.01411E+16,Permitted,2 YEARS - 5 YEARS,107,No,ACS Contracted Preschools,PAD2013,-73.928833,40.673419
FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS INC,2505 PITKIN AVENUE,BROOKLYN,11208,929-234-2850,25199,2.0141E+16,Permitted,2 YEARS - 5 YEARS,102,No,ACS Contracted Preschools,PAD2013,-73.879622,40.674545
FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS INC,668 LOGAN STREET,BROOKLYN,11208,929-324-2870,27897,2.01411E+16,Permitted,2 YEARS - 5 YEARS,95,No,ACS Contracted Preschools,PAD2013,-73.875241,40.669372
FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS INC,737 EAST 6TH STREET,MANHATTAN,10009,646-438-9289,25817,2.0141E+16,Permitted,2 YEARS - 5 YEARS,69,No,ACS Contracted Preschools,PAD2013,-73.977699,40.723062
FRIENDS OF REFUGEES OF EASTERN EUROPE - FREE,CONGREGATION FRIENDS OF REFUGEES OF EASTERN EUROPE,2901 BRIGHTON 6 STREET,BROOKLYN,11235,718-368-4490,7626,2.01406E+16,Permitted,2 YEARS - 5 YEARS,74,No,Private,PAD2013,-73.962527,40.581237
FRIENDS PRESCHOOL  DAY CARE,FRIENDS PRE-SCHOOL  DAY CARE,610 BLOOMINGDALE ROAD,STATEN ISLAND,10309,718-984-5194,6942,2.01503E+16,Permitted,2 YEARS - 5 YEARS,41,No,Private,PAD2013,-74.217967,40.540341
FT GEORGE HEAD START  CENTER 1,FORT GEORGE COMMUNITY ENRICHMENT CENTER INC,1525 ST NICHOLAS AVENUE,MANHATTAN,10033,212-927-2210,4851,2.01502E+16,Permitted,2 YEARS - 5 YEARS,135,No,ACS Head Start,PAD2013,-73.931666,40.852712
FT GEORGE HEAD START CENTER  II,FORT GEORGE COMMUNITY ENRICHMENT CENTER INC,601 WEST 186TH  STREET,MANHATTAN,10033,212-927-2210,7832,2.0151E+16,Permitted,2 YEARS - 5 YEARS,51,No,ACS Head Start,PAD2013,-73.931666,40.852712
FULL GOSPEL CHRISTIAN ACADEMY,FULL GOSPEL ASSEMBLY OF BROOKLYN,836 FRANKLIN AVENUE,BROOKLYN,11225,718-774-2121,5666,2.01408E+16,Permitted,2 YEARS - 5 YEARS,39,No,Private,PAD2013,-73.958735,40.669428
FUTURE LEADERS CENTER INC,FUTURE LEADERS CENTER INC,133-13 ROCKAWAY BOULEVARD,QUEENS,11420,718-529-8127,6672,2.01505E+16,Permitted,2 YEARS - 5 YEARS,23,Yes,Private,PAD2013,-73.804848,40.674857
FUTURE STARS DAY CARE CENTER,CAROL PINK-MAXWELL,1196 NOSTRAND AVENUE,BROOKLYN,11225,718-778-8966,7131,2.01505E+16,Permitted,2 YEARS - 5 YEARS,20,No,Private,PAD2013,-73.950598,40.658213
G S U C  CHILD DEVELOPMENT AND LEARNING CENTER,G S U C CHILD DEVELOPMENT AND LEARNING CENTER INC,365 5 AVENUE,MANHATTAN,10016,212-817-7032,6917,2.01504E+16,Permitted,2 YEARS - 5 YEARS,27,No,Private,PAD2013,-73.983639,40.748519
GAN DAY CARE CENTER,GAN DAY CARE CENTER INC,4206-10 15 AVENUE,BROOKLYN,11219,718-435-2812,5189,2.01506E+16,Permitted,2 YEARS - 5 YEARS,165,No,ACS Contracted Preschools,PAD2013,-73.984083,40.636236
GAN EDEN  PRESCHOOL,GAN EDEN,131 WEST 86 STREET,MANHATTAN,10024,212-579-3096,7461,2.01308E+16,Expired-InRenewal,2 YEARS - 5 YEARS,39,No,Private,PAD2013,-73.973238,40.787243
GAN EDEN PRE-SCHOOL,OHR MOSHE TORAH INSTITUTE INC,78-15 PARSONS BOULEVARD,QUEENS,11366,718-591-0783,5625,2.01411E+16,Permitted,2 YEARS - 5 YEARS,60,No,Private,PAD2013,-73.809322,40.721908
GAN JEWISH DAY CARE CENTER,GANINC,2901 CAMPUS ROAD,BROOKLYN,11210,718-338-7575,8099,2.01512E+16,Permitted,2 YEARS - 5 YEARS,58,No,Private,PAD2013,-73.948366,40.632055
GAN MIRIAM EARLY LEARNING CENTER,GAN MIRIAM EARLY LEARNING CENTERINC,3700 INDEPENDENCE AVE,BRONX,10463,718-543-2553,7803,2.01509E+16,Permitted,2 YEARS - 5 YEARS,67,No,Private,PAD2013,-73.912682,40.887922
GARDEN HOUSE SCHOOL CHILD CARE CENTER,GARDEN HOUSE SCHOOL OF NEW YORK,39 EAST 63RD STREET,MANHATTAN,10065,212-421-5095,8375,2.01309E+16,Expired-InRenewal,2 YEARS - 5 YEARS,105,No,Private,PAD2013,-73.968612,40.765909
GARDEN HOUSE SCHOOL OF NEW YORK PRE-SCHOOL,GARDEN HOUSE SCHOOL OF NY,40 SUTTON PLACE,MANHATTAN,10022,212-421-3282,6763,2.01401E+16,Expired-InRenewal,2 YEARS - 5 YEARS,60,No,Private,PAD2013,-73.960113,40.758614
GARDEN OF KNOWLEDGE DAY CARE  LEARNING CENTER,GARDEN OF KNOWLEDGE DAY CARE  LEARNING CENTERINC,1657 NOSTRAND AVENUE,BROOKLYN,11226,718-469-2229,7696,2.01502E+16,Permitted,2 YEARS - 5 YEARS,20,No,Private,PAD2013,-73.94878,40.645676
GARDEN OF LEARNING DAY CARE,DIANNE DAVIS,834 PROSPECT PLACE,BROOKLYN,11216,718-778-0996,5012,2.01601E+16,Permitted,2 YEARS - 5 YEARS,25,No,Private,PAD2013,-73.94896,40.673983
GARDEN SCHOOL,GARDEN SCHOOL,33-16 79 STREET,QUEENS,11372,718-335-6363,4625,2.01402E+16,Expired-InRenewal,2 YEARS - 5 YEARS,95,No,Private,LION2013,-73.888171,40.754842
GARMENT INDUSTRY DAY CARE CENTER,CHINESE AMERICAN PLANNING COUNCIL INC,115 CHRYSTIE STREET,MANHATTAN,10002,212-219-2286,6521,2.01508E+16,Permitted,2 YEARS - 5 YEARS,79,Yes,ACS Contracted Preschools,PAD2013,-73.993908,40.718682
GENERATION 21,GENERATION 21 NY INC,6709 19 AVENUE,BROOKLYN,11204,718-621-9321,7210,2.01604E+16,Permitted,2 YEARS - 5 YEARS,52,No,Private,PAD2013,-73.989298,40.616321
GENERATION 21 INFANT/TODDLER,GENERATION 21 NY INC,6709 19TH AVENUE,BROOKLYN,11204,718-621-9321,7317,2.01509E+16,Permitted,0 YEARS - 2 YEARS,6,No,Private,PAD2013,-73.989298,40.616321
GEORGIA L MC MURRAY BATKIDS CENTER,COLONY SOUTH BROOKLYN HOUSES INC,140 58TH STREET,BROOKLYN,11220,718-567-0818,7625,2.01407E+16,Permitted,2 YEARS - 5 YEARS,52,No,ACS Contracted Preschools,PAD2013,-74.023895,40.645497
GET SET  KINDERGARTEN SCHOOL- AVENUE D,GET SET LINDEN INC,4411 AVENUE D,BROOKLYN,11203,718-451-5378,7026,2.01412E+16,Permitted,2 YEARS - 5 YEARS,74,No,Private,PAD2013,-73.934479,40.642005
GET SET KINDERGARTEN - CORTELYOU PRESCHOOL,GET SET LINDEN INC,1919 CORTELYOU ROAD,BROOKLYN,11226,718-856-4646,6988,2.01405E+16,Permitted,2 YEARS - 5 YEARS,119,No,Private,PAD2013,-73.960363,40.643304
GET SET KINDERGARTEN SCHOOL,GET SET LINDEN INC,623 LINDEN BOULEVARD,BROOKLYN,11203,718-774-2325,6647,2.01508E+16,Permitted,0 YEARS - 2 YEARS,10,No,Private,PAD2013,-73.935617,40.653768
GET SET KINDERGARTEN SCHOOL - AVENUE D - INFANT,GET SET LINDEN INC,4411 AVENUE D,BROOKLYN,11203,718-451-5378,7059,2.01412E+16,Permitted,0 YEARS - 2 YEARS,18,No,Private,PAD2013,-73.934479,40.642005
GET SET KINDERGARTEN SCHOOL-,GET SET LINDEN INC,2301 SNYDER AVENUE,BROOKLYN,11226,718-469-0135,8298,2.01505E+16,Permitted,0 YEARS - 2 YEARS,18,No,Private,PAD2013,-73.955402,40.648787
GET SET KINDERGARTEN SCHOOL- PRESCHOOL SNYDER,GET SET LINDEN INC,2301 SNYDER AVENUE,BROOKLYN,11226,718-469-0135,7238,2.01512E+16,Permitted,2 YEARS - 5 YEARS,74,No,Private,PAD2013,-73.955402,40.648787
GET SET KINDERGARTEN SCHOOL- PRESCHOOL- LINDEN,GET SET LINDEN INC,623 LINDEN BOULEVARD,BROOKLYN,11203,718-774-2325,4975,2.01412E+16,Permitted,2 YEARS - 5 YEARS,79,No,Private,PAD2013,-73.935617,40.653768
GET SET KINDERGARTEN- INFANT/TODDLERS CORTELYOU,GET SET LINDEN INC,1919 CORTELYOU ROAD,BROOKLYN,11226,718-856-4646,6989,2.01505E+16,Permitted,0 YEARS - 2 YEARS,33,No,Private,PAD2013,-73.960363,40.643304
GIL-BLU NURSERY AND KINDERGARTEN,GIL-BLU NURSERY AND KINDERGARTEN,120-02 MERRICK BOULEVARD,QUEENS,11434,718-723-8454,2161,2.01408E+16,Permitted,2 YEARS - 5 YEARS,40,No,Private,PAD2013,-73.770794,40.684025
GLORIOUS  GIFTED EARLY CHILDHOOD CENTER,ESTHER DAVILAR,421 THROOP AVENUE,BROOKLYN,11221,347-620-4316,8314,2.01505E+16,Permitted,2 YEARS - 5 YEARS,25,No,Private,PAD2013,-73.941786,40.688455
GNOMIKI DAY CARE,GNOMIKI DAY CARE INC,2221 OCEAN AVENUE,BROOKLYN,11229,718-336-0249,8141,2.01403E+16,Permitted,2 YEARS - 5 YEARS,19,No,Private,PAD2013,-73.952615,40.607581
GODDARD RIVERSIDE DAY CARE CENTER,GODDARD RIVERSIDE COMMUNITY CENTER,114 WEST 91 STREET,MANHATTAN,10024,212-873-6865,2061,2.01402E+16,Expired-InRenewal,2 YEARS - 5 YEARS,75,No,ACS Contracted Preschools,PAD2013,-73.970977,40.789836
GODDARD RIVERSIDE HEAD START,GODDARD RIVERSIDE COMMUNITY CENTER,70 WEST 95 STREET,MANHATTAN,10025,212-749-2133,4590,2.01503E+16,Permitted,2 YEARS - 5 YEARS,38,Yes,ACS Head Start,PAD2013,-73.967651,40.791705
GODDARD-RIVERSIDE COMMUNITY CENTER DAY CARE CENTER AT 84TH STREET,GODDARD-RIVERSIDE COMMUNITY CENTER,26 WEST 84TH STREET,MANHATTAN,10024,212-799-2369,8276,2.01503E+16,Permitted,2 YEARS - 5 YEARS,35,No,ACS Contracted Preschools,PAD2013,-73.971715,40.784284
GOLD MATERIAL MONTESSORI SCHOOL,CHILD CARE WORKERS CORPORATION,105  KINGS HIGHWAY,BROOKLYN,11214,718-253-2552,7706,2.01501E+16,Permitted,2 YEARS - 5 YEARS,105,No,Private,PAD2013,-73.987864,40.606443
GOLD MATERIAL MONTESSORI SCHOOL,MAKSIM KONDRUKEVICH,41 AVENUE B,MANHATTAN,10009,212-545-0061,8377,2.0151E+16,Permitted,2 YEARS - 5 YEARS,30,No,Private,PAD2013,-73.982587,40.722829
GOLD MATERIAL MONTESSORI SCHOOL,CHILD CARE WORKERS CORP,484 SECOND AVE,MANHATTAN,10016,212-545-0061,11437,2.01401E+16,Expired-InRenewal,2 YEARS - 5 YEARS,66,No,Private,PAD2013,-73.978473,40.740602
GOLDEN DAISIES PREP,GOLDEN DAISIES INC,2307 AVENUE D,BROOKLYN,11226,718-469-7530,6702,2.01509E+16,Permitted,2 YEARS - 5 YEARS,16,No,Private,PAD2013,-73.954899,40.640723
GOOD FOUNDATION KINDERGARTEN,GOOD FOUNDATION INC,196-02A LINDEN BOULEVARD,QUEENS,11412,718-712-1500,7078,2.01501E+16,Permitted,2 YEARS - 5 YEARS,22,No,Private,PAD2013,-73.755727,40.693234
GOOD FOUNDATION PRESCHOOL,GOOD FOUNDATION INC,196-04 LINDEN BOULEVARD,QUEENS,11412,718-712-1500,6961,2.01602E+16,Permitted,2 YEARS - 5 YEARS,27,No,Private,PAD2013,-73.755587,40.693273
GOOD FOUNDATION PRESCHOOL,GOOD FOUNDATION INC,196-08 LINDEN BOULEVARD,QUEENS,11412,718-712-1500,7077,2.01501E+16,Permitted,2 YEARS - 5 YEARS,20,No,Private,PAD2013,-73.755442,40.693313
GOOD SAMARITAN FULTON DAY CARE CENTER - INFANT/TODDLER,GOOD SAMARITAN FULTON DAY CARE CENTER INC,992 GATES AVENUE,BROOKLYN,11221,718-443-6463,6199,2.01506E+16,Permitted,0 YEARS - 2 YEARS,96,No,Private,PAD2013,-73.92368,40.688969
GOOD SAMARITAN FULTON DAY CARE CENTER-PRESCHOOL,GOOD SAMARITAN FULTON DAY CARE CENTER INC,992 GATES AVENUE,BROOKLYN,11221,718-443-6463,6198,2.01406E+16,Permitted,2 YEARS - 5 YEARS,45,No,Private,PAD2013,-73.92368,40.688969
GRACE CHURCH PLAYSCHOOL,GRACE CHURCH  PLAYSCHOOL,151-17 14 ROAD,QUEENS,11357,718-767-2162,5421,2.01505E+16,Permitted,2 YEARS - 5 YEARS,20,No,Private,PAD2013,-73.81059,40.789069
GRACE CHURCH SCHOOL,THE RECTOR CHURCH WARDENS AND VESTRYMEN OF GRACE CHURCH,254 HICKS STREET,BROOKLYN,11201,718-624-4030,1839,2.0141E+16,Permitted,2 YEARS - 5 YEARS,97,No,Private,PAD2013,-73.996999,40.693928
GRACE DAY CARE CENTER,GRACE DAY CARE CENTER INC,89-00 23 AVENUE,QUEENS,11369,718-803-0345,6230,2.01409E+16,Permitted,2 YEARS - 5 YEARS,48,No,Private,PAD2013,-73.879973,40.767086
GRACE LUTHERAN CHURCH,GRACE EVANGELICAL LUTHERAN CHURCH,31-20 21 AVENUE,QUEENS,11105,718-545-1129,3087,2.0141E+16,Permitted,2 YEARS - 5 YEARS,73,No,Private,PAD2013,-73.908144,40.777284
GRACE NURSERY SCHOOL,GRACE NURSERY SCHOOL INC,7604 4TH AVENUE,BROOKLYN,11209,718-238-7980,6530,2.01406E+16,Permitted,2 YEARS - 5 YEARS,62,No,Private,PAD2013,-74.025806,40.630038
GRAND ST SETTLEMENT EARLY HEAD START,GRAND STREET SETTLEMENT,80 PITT STREET,MANHATTAN,10002,212-674-1740,6604,2.01504E+16,Permitted,0 YEARS - 2 YEARS,14,Yes,Private,PAD2013,-73.981719,40.718297
GRAND ST SETTLEMENT DUAL I,GRAND STREET SETTLEMENT INC,60 ESSEX STREET,MANHATTAN,10002,212-677-6990,27418,2.01411E+16,Permitted,2 YEARS - 5 YEARS,51,No,ACS Contracted Preschools,PAD2013,-73.988629,40.716866
GRAND STREET CHILD CARE CENTER,GRAND STREET SETTLEMENT INC,300 DELANCEY STREET,MANHATTAN,10002,212-228-8240,5569,2.01507E+16,Permitted,2 YEARS - 5 YEARS,85,No,ACS Contracted Preschools,PAD2013,-73.978624,40.716737
GRAND STREET SETTLEMENT EARLY HEAD START,GRAND STREET SETTLEMENT,80 PITT STREET,MANHATTAN,10002,212-674-1740,8277,2.01504E+16,Permitted,2 YEARS - 5 YEARS,16,Yes,Head Start Direct Fed Funding,PAD2013,-73.981719,40.718297
GRAND STREET SETTLEMENT HEAD START,GRAND STREET SETTLEMENT INC,294 DELANCEY STREET,MANHATTAN,10002,212-777-0656,2129,2.01411E+16,Permitted,2 YEARS - 5 YEARS,77,No,ACS Head Start,PAD2013,-73.979295,40.716528
GRAND STREET SETTLEMENT INC,GRAND STREET SETTLEMENT INC,319 STANHOPE STREET,BROOKLYN,11237,718-381-8900,26567,2.0141E+16,Permitted,2 YEARS - 5 YEARS,74,No,ACS Contracted Preschools,PAD2013,-73.918649,40.70311
GREAT BEGINNINGS INFANT  TODDLER CENTER,BJB OF NEW YORK INC,2221 RICHMOND AVENUE,STATEN ISLAND,10314,718-983-0014,10997,2.01601E+16,Permitted,2 YEARS - 5 YEARS,12,No,Private,PAD2013,-74.162375,40.592759
GREAT BEGINNINGS INFANT/TODDLER CENTER,BJB OF NEW YORK INC,2221 RICHMOND AVENUE,STATEN ISLAND,10314,718-983-0014,5736,2.01506E+16,Permitted,0 YEARS - 2 YEARS,24,No,Private,PAD2013,-74.162375,40.592759
GREATER BRIGHT LIGHT LEARNING CENTER,THE GREATER BRIGHT LIGHT BAPTIST CHURCH INC,1320 SUTTER AVENUE,BROOKLYN,11208,718-235-2003,6178,2.01408E+16,Permitted,2 YEARS - 5 YEARS,34,No,Private,PAD2013,-73.86906,40.672978
GREENPOINT YMCA NURSERY SCHOOL,YMCA OF GREATER NEW YORK,99 MESEROLE AVENUE,BROOKLYN,11222,718-389-3700,5117,2.01409E+16,Permitted,2 YEARS - 5 YEARS,53,No,Private,PAD2013,-73.953399,40.727093
GROSVENOR  NEIGHBORHOOD  HOUSE YMCA - TENDER CARE,YMCA OF GREATER NY,176 WEST 105 STREET,MANHATTAN,10025,212-749-8500,7539,2.01512E+16,Permitted,2 YEARS - 5 YEARS,30,No,Private,PAD2013,-73.966107,40.799501
GROW WITH US - SUSAN E WAGNER DAY SCHOOL,NORTHEAST BRONX DAY CARE CENTER INC,1732 DAVIDSON AVE,BRONX,10453,718-299-6892,23617,2.0141E+16,Permitted,2 YEARS - 5 YEARS,100,Yes,Private,PAD2013,-73.913029,40.84791
GRYC LITTLE STARS PRE-K,GREATER RIDGEWOOD YOUTH COUNCIL,62-81 60TH PLACE,QUEENS,11385,718-456-5437,30078,2.01501E+16,Permitted,2 YEARS - 5 YEARS,15,No,Private,PAD2013,-73.90286,40.711589
GRYC LITTLE STARS PRE-SCHOOL,THE GREATER RIDGEWOOD YOUTH COUNCIL INC,59-03 SUMMERFIELD STREET,QUEENS,11385,718-456-5437,25877,2.0141E+16,Permitted,2 YEARS - 5 YEARS,54,No,Private,PAD2013,-73.898158,40.699495
GRYC LITTLE STARS UPK PANCRAS,GREATER RIDGEWOOD YOUTH COUNCILINC,68-20 MYRTLE AVENUE,QUEENS,11385,718-456-5437,8338,2.01411E+16,Permitted,2 YEARS - 5 YEARS,36,No,Private,PAD2013,-73.883812,40.701409
GUNHILL CHILD CARE,GUNHILL CHILD CAREL L C,934 EAST GUNHILL ROAD,BRONX,10469,718-654-8085,6905,2.01506E+16,Permitted,0 YEARS - 2 YEARS,26,No,Private,PAD2013,-73.859547,40.874847
GUNHILL CHILD CARE,GUNHILL CHILD CARE L L C,934 EAST GUNHILL ROAD,BRONX,10469,718-654-8085,6907,2.01406E+16,Permitted,2 YEARS - 5 YEARS,39,No,Private,PAD2013,-73.859547,40.874847
GWENDOLYN B BLAND DAY CARE CENTER,SOUTHEAST BRONX NEIGHBORHOOD CENTERS INC,749 EAST 163RD STREET,BRONX,10456,718-991-1050,3095,2.01503E+16,Permitted,2 YEARS - 5 YEARS,100,No,ACS Contracted Preschools,PAD2013,-73.903811,40.823655
GYMTIME RHYTHM  AND GLUES,MICHAEL BRANCIFORTE  BONNIE BRANCIFORTE  LENA VOLLARO,1520 YORK AVENUE,MANHATTAN,10028,212-734-0922,7834,2.01311E+16,Expired-InRenewal,2 YEARS - 5 YEARS,58,No,Private,PAD2013,-73.949348,40.772231
H V G PLAYGROUP,PARENTS PLAYGROUP ADVISORY GROUPINC,116 PINEHURST AVENUE,MANHATTAN,10033,212-923-7800,8177,2.01406E+16,Permitted,2 YEARS - 5 YEARS,15,No,Private,PAD2013,-73.939196,40.852263
HELP USA BRONX CROTONA DAY CARE,HELP DAY CARE CORPORATION,785 CROTONA PARK NORTH,BRONX,10460,718-583-1511,6398,2.01503E+16,Permitted,0 YEARS - 2 YEARS,10,Yes,ACS Contracted Preschools,PAD2013,-73.890799,40.841062
HH DAY CARE ANNEX INC,HH DAY CARE ANNEX INC,212-47 JAMAICA AVENUE,QUEENS,11428,718-776-7690,29978,2.01501E+16,Permitted,0 YEARS - 2 YEARS,16,No,Private,PAD2013,-73.745518,40.71627
HH DAYCARE ANNEX INC,HH DAYCARE ANNEX INC,188-32 JAMAICA AVENUE,QUEENS,11423,718-454-0452,7713,2.01502E+16,Permitted,0 YEARS - 2 YEARS,18,No,Private,PAD2013,-73.769691,40.711367
HABITOT,HABITOT E S  L L C,3480 THIRD AVENUE,BRONX,10456,718-484-8779,8389,2.0151E+16,Permitted,0 YEARS - 2 YEARS,62,Yes,Private,PAD2013,-73.905803,40.830379
HABITOT,HABITOT E S  L L C,3480 THIRD AVENUE,BRONX,10456,718-484-8779,8390,2.0151E+16,Permitted,2 YEARS - 5 YEARS,107,Yes,Private,PAD2013,-73.905803,40.830379
HAMILTON  MADISON HOUSES CHILD CARE CENTER,HAMILTON MADISON HOUSE INC,10 CATHERINE SLIP,MANHATTAN,10038,212-608-9186,709,2.01304E+16,Expired-InRenewal,2 YEARS - 5 YEARS,75,No,ACS Contracted Preschools,PAD2013,-73.997533,40.709821
