Site ID,Center Name,Permit Holder,Address,Borough,Zip Code,Phone,Permit Number,Permit Expiration Date,Permit Status,Age Range,Maximum Capacity,Certified to Administer Medication,Site Type,Total Maximum Capacity,Lat,Lon
DC1643,EAST TREMONT CHILD CARE AND DEVELOPMENT CENTER,EAST TREMONT CHILD CARE AND DEVELOPMENT CENTER,1811 CROTONA AVENUE,BRONX,10457,718-731-4166,1956,8/17/2014,Permitted,2 YEARS - 5 YEARS,60,Yes,ACS Contracted Preschools,60,40.8428317,-73.8935237
DC979,"EAST TREMONT HEAD START ALUMNI DCC, INC./ PAUL T. MATSON HEAD START SITE I I I",EAST TREMONT HEAD START ALUMNI DCC,2431 MORRIS AVENUE,BRONX,10468,718-563-5139,6209,9/10/2015,Permitted,2 YEARS - 5 YEARS,55,Yes,ACS Contracted Preschools,55,40.8614521,-73.9002219
DC1484,EAST VILLAGE CHILD CARE CENTER,EAST VILLAGE CHILD CARE CENTER,297 EAST 10 STREET,MANHATTAN,10009,212-982-8701,5039,2/6/2016,Permitted,2 YEARS - 5 YEARS,15,No,Private,15,40.7278789,-73.9817876
DC17787,EASTER SEALS CHILD DEVELOPMENT CENTER,"EASTER SEALS NEW YORK, INC.",2433 EAST TREMONT AVENUE,BRONX,10461,718-409-4227,7815,10/15/2015,Permitted,2 YEARS - 5 YEARS,121,No,ACS Contracted Preschools,121,40.843043,-73.852136
DC20748 / DC19569 / DC15104,NURSERY NORTH TOO / NURSERY NORTH TOO / ECDO  CHILDSTART CENTER,"NURSERY NORTH TOO INFANT DAYCARE CENTER, INC. / NURSERY NORTH TOO INFANT DAYCARE CENTER, INC. / ECUMENICAL COMMUNITY DEVELOPMENT ORGANIZATION",249 WEST 144TH STREET,MANHATTAN,10030,212-926-9700 / 212-926-9700 / 212-234-8135,8145 / 8146 / 7439,04/27/2014 / 04/27/2014 / 09/23/2015,Expired-InRenewal / Expired-InRenewal / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,28 / 46 / 69,No / No / No,Private / Private / ACS Head Start,143,40.821911,-73.941216
DC1832,EDEN CHRISTIAN ACADEMY & EARLY CHILDHOOD CENTER,EDEN CHRISTIAN ACADEMY & EARLY CHILDHOOD CENTER,1509 MORRIS AVENUE,BRONX,10457,718-684-2962,7142,3/8/2016,Permitted,2 YEARS - 5 YEARS,27,No,Private,27,40.8414601,-73.9097865
DC2095,EDUCATIONAL ALLIANCE  HEAD START,THE EDUCATIONAL ALLIANCE,333 EAST 4 STREET,MANHATTAN,10009,212-254-2614,7272,2/26/2015,Permitted,2 YEARS - 5 YEARS,40,No,Head Start (Direct Fed. Funding),40,40.721868,-73.9787712
DC1642,EDWARDS L. CLEAVELAND DAY CARE CENTER,BROOKLYN KINDERGARTEN SOCIETY,1185 PARK PLACE,BROOKLYN,11213,718-778-6559,1848,2/27/2015,Permitted,2 YEARS - 5 YEARS,74,No,ACS Contracted Preschools,74,40.672841,-73.9390108
DC20208 / DC18141,"EFFIE B'S EARLY CHILDHOOD DEVELOPMENT CENTER, PRESCHOOL / EFFIE B'S EARLY CHILDHOOD DEVELOPMENT CENTER",EFFIE B'S EARLY CHILDHOOD DEVELOPMENT CENTER CORP. / EFFIE B'S EARLY CHILDHOOD DEVELOPMENT CENTER CORP.,1173 EASTERN PARKWAY,BROOKLYN,11213,718-735-5500 / 718-735-5500,8095 / 8096,11/16/2015 / 11/16/2015,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,35 / 28,No / No,Private / Private,63,40.669163,-73.929446
DC25918,EL SHADDAI INTERNATIONAL,VIOLET APPLEWHITE,1475 HAMMERSLEY AVENUE,BRONX,10469,718-515-5004,52818,10/4/2015,Permitted,2 YEARS - 5 YEARS,95,No,Private,95,40.8711392,-73.844084
DC20505 / DC22613,ELADIA'S KIDS / ELADIA'S  KIDS,ELADIA'S KIDS 272 LLC / ELADIA'S KIDS PARENT LLC,266 FLATBUSH AVENUE,BROOKLYN,11217,718-230-7560 / 718-230-7560,8186 / 21817,06/10/2014 / 08/31/2014,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,27 / 42,No / No,Private / Private,69,40.6793203,-73.974028
DC17543 / DC15647,ELADIA'S KIDS PRESCHOOL / ELADIA'S KIDS,ELADIA'S KIDS PARENT LLC / ELADIA'S KIDS PARENT LLC,147 5TH AVENUE,BROOKLYN,11217,718-633-3316 / 718-622-3316,7786 / 7767,08/07/2015 / 06/11/2015,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,16 / 18,No / No,Private / Private,34,40.6781186,-73.9792811
DC23041 / DC23039,ELADIA'S KIDS / ELADIA'S KIDS,"ELADIA'S KIDS PARENT LLC / ELADIA'S KIDS PARENT, LLC",175 VANDERBILT AVENUE,BROOKLYN,11205,718-522-6361 / 718-230-7560,43777 / 43797,06/14/2015 / 06/14/2015,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,35 / 14,No / No,Private / Private,49,40.692672,-73.9697266
DC14457 / DC434,ELF SERVICES DAY CARE CENTER / ELF DAY CARE CENTER,"ELF SERVICES, LLC / ELF SERVICES LLC",550 OCEAN PARKWAY,BROOKLYN,11218,718-871-4301 / 718-871-4301,7283 / 7285,08/02/2014 / 08/02/2015,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,78 / 18,No / No,Private / Private,96,40.63451,-73.973058
DC2750,ELISHAMA CHILDREN'S PREP SCHOOL,ELISHAMA CHILDREN'S PREP SCHOOL,206-18 HOLLIS AVENUE,QUEENS,11429,718-468-8744,6469,8/29/2015,Permitted,2 YEARS - 5 YEARS,72,No,Private,72,40.7073826,-73.7507982
DC14381,ELITE DAY CARE LEARNING CENTER,"KONVA,INC.",4239 RICHMOND AVENUE,STATEN ISLAND,10312,718-608-1833,7581,11/25/2014,Permitted,2 YEARS - 5 YEARS,26,No,Private,26,40.535961,-74.156499
DC17243,ELITE DAY CARE LEARNING CENTER,"KONVA,INC.",990 HYLAN BLVD,STATEN ISLAND,10305,718-448-5075,7915,9/2/2014,Permitted,2 YEARS - 5 YEARS,61,No,Private,61,40.5976935,-74.075724
DC21976 / DC21975,SETON DAY CARE CENTER / ELIZABETH SETON PRE-SCHOOL,NEW YORK FOUNDLING / NEW YORK FOUNDLING,245 EAST 92ND  STREET,MANHATTAN,10128,212-369-9626 / 212-369-9626,15458 / 15457,04/26/2014 / 04/26/2014,Expired-InRenewal / Expired-InRenewal,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,18 / 70,No / No,Private / Private,88,40.7819201,-73.9490808
DC397,ELLA BAKER / CHARLES ROMAIN CHILD DEVELOPMENT CENTER,"ELLA BAKER/CHARLES ROMAIN CHILD DEVELOPMENT CENTER, INC.",1150 CARROLL STREET,BROOKLYN,11225,718-270-6017,5121,11/10/2013,Expired-InRenewal,2 YEARS - 5 YEARS,29,No,Private,29,40.6672456,-73.9522102
DC19699,EMILIA'S KIDS,EMILIA'S KIDS INC,84-03 57TH AVENUE,QUEENS,11373,718-899-9060,8232,11/18/2014,Permitted,2 YEARS - 5 YEARS,35,No,Private,35,40.7304189,-73.8793287
DC947,EMMANUEL DAY CARE CENTER KINDERGARTEN,EMMANUEL BAPTIST CHURCH,279 LAFAYETTE AVENUE,BROOKLYN,11238,718-622-1233,1760,9/28/2015,Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.6884856,-73.9652065
DC14234,EPIPHANY COMMUNITY NURSERY SCHOOL,EPIPHANY COMMUNITY NURSERY SCHOOL,510 EAST 74TH STREET,MANHATTAN,10021,212-737-2977,6488,4/7/2014,Expired-InRenewal,2 YEARS - 5 YEARS,123,No,Private,123,40.767641,-73.952144
DC15234 / DC22345,EPISCOPAL SOCIAL SERVICES EARLY HEAD START / EPISCOPAL SOCAL SERVICES EARLY HEADSTART,EPISCOPAL SOCIAL SERVICES / EPISCOPAL SOCIAL SERVICES,500 BERGEN AVENUE,BRONX,10455,718-401-5192 / 718-401-5192,7637 / 23717,09/08/2014 / 10/01/2014,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,36 / 65,No / No,Head Start (Direct Fed. Funding) / ACS Contracted Preschools,101,40.8148383,-73.9181692
DC16726,EPISCOPAL SOCIAL SERVICE THERAPEUTIC NURSERY SCHOOL,"EPISCOPAL SOCIAL SERVICE OF NEW YORK, INC.",2289 5TH AVENUE,MANHATTAN,10037,212-283-3100,7839,11/8/2015,Permitted,2 YEARS - 5 YEARS,64,No,ACS Contracted Preschools,64,40.8149736,-73.9356328
DC24687,EPISCOPAL SOCIAL SERVICES/LENOX AVENUE,"EPISCOPAL SOCIAL SERVICES, INC.",669 LENOX AVENUE,MANHATTAN,10037,212-491-8501,24557,10/11/2014,Permitted,2 YEARS - 5 YEARS,136,No,ACS Contracted Preschools,136,40.8195574,-73.9371555
DC25953,ESCALERA HEAD START,THE CHILD CENTER OF NEW YORK,169 WEST 87TH STREET,MANHATTAN,10024,212-799-2440,52257,9/19/2015,Permitted,2 YEARS - 5 YEARS,52,No,ACS Head Start,52,40.788186,-73.973511
DC20894,ESCUELA HISPANA  MONTESSORI,ESCUELA HISPANA MONTESSORI,180 SUFFOLK STREET,MANHATTAN,10002,212-982-6650,8173,5/25/2014,Expired-InRenewal,2 YEARS - 5 YEARS,201,No,ACS Head Start,201,40.7212064,-73.9846913
DC2294,ESCUELA HISPANA MONTESSORI HEAD START,ESCUELA HISPANA MONTESSORI,185 AVENUE D,MANHATTAN,10009,212-982-6651,6968,7/14/2014,Permitted,2 YEARS - 5 YEARS,89,No,ACS Head Start,89,40.7264368,-73.9740494
DC24696,ESS WILLIAMSBURG EARLY CHILDHOOD DEVELOPMENT CENTER,"EPISCOPAL SOCIAL SERVICES OF NEW YORK, INC.",110 TAYLOR STREET,BROOKLYN,11249,347-943-7682,26218,10/24/2014,Permitted,2 YEARS - 5 YEARS,60,No,ACS Contracted Preschools,60,40.7052771,-73.9638502
DC14228,ESTHER  ASHKENAS CENTRAL PARK EARLY LEARNING CENTER,"NYSARC, INC. NEW YORK CITY CHAPTER",15 WEST 65TH STREET,MANHATTAN,10023,212-787-5400,5892,4/2/2014,Expired-InRenewal,2 YEARS - 5 YEARS,162,No,Private,162,40.772534,-73.980382
DC10516,EUREKA NURSERY & DAY CARE,EUREKA NURSERY & DAY CARE,2502 CLARENDON ROAD,BROOKLYN,11226,718-284-2155,7347,5/10/2016,Permitted,2 YEARS - 5 YEARS,25,No,Private,25,40.642708,-73.953344
DC2935 / DC14603,EXCEL PRESCHOOL / EXCEL  PRESCHOOL INFANT/TODDLER PROGRAM,SYNG YONG KWAK / DR. SYNG Y. KWAK,2144 RICHMOND AVENUE,STATEN ISLAND,10314,718-370-3784 / 718-370-3784,6859 / 7152,12/21/2014 / 11/01/2015,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,30 / 6,No / No,Private / Private,36,40.594954,-74.162384
DC14724 / DC84,F.V.M. BETHEL DAY CARE (P.S.) / F.V.M. BETHEL DAY CARE (I/T),"FERNANDE VALME MINISTRIES, INC. / FERNANDE VALME MINISTRIES, INC. (I/T)",1120 FLATBUSH AVENUE,BROOKLYN,11226,718-284-1809 / 718-824-1809,7221 / 7220,10/03/2015 / 09/21/2015,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,19 / 9,No / No,Private / Private,28,40.643124,-73.9578339
DC10606,"FACES OF THE FUTURE DAY CARE CENTER, LLC","FACES OF THE FUTURE DAY CARE CENTER, LLC",5302 CLARENDON RD,BROOKLYN,11203,718-451-9474,7226,4/5/2016,Permitted,2 YEARS - 5 YEARS,26,No,Private,26,40.6446104,-73.9264375
DC26207,"FACES OF THE FUTURE EARLY LEARNING CENTER, LLC.","FACES OF THE FUTURE EARLY LEARNING CENTER, LLC",1080 UTICA AVENUE,BROOKLYN,11203,646-409-8030,59057,3/18/2016,Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.646516,-73.9301739
DC1814,FAITH CHRISTIAN ACADEMY,1137 E. 223RD STREET CORPORATION,1137 EAST 223 STREET,BRONX,10466,718-881-1085,6514,9/29/2015,Permitted,2 YEARS - 5 YEARS,18,No,Private,18,40.8825594,-73.8489169
DC14424,FALU  FOUNDATION,"DR. FALU FOUNDATION, INC.",333 EAST 118 STREET,MANHATTAN,10035,212-828-6699,7520,1/3/2016,Permitted,2 YEARS - 5 YEARS,11,No,Private,11,40.797909,-73.93529
DC2639,FAMILY  SCHOOL  WEST,THE MONTESSORI FAMILY SCHOOL OF MANHATTAN,308 WEST 46 STREET,MANHATTAN,10036,212-582-1240,5645,1/20/2015,Permitted,2 YEARS - 5 YEARS,28,No,Private,28,40.7598012,-73.9887256
DC21658,FAMILY CENTER AT BROOKLYN FRIENDS,BROOKLYN FRIENDS SCHOOL,189 SCHERMERHORN STREET,BROOKLYN,11201,718-852-1029,8399,9/29/2015,Permitted,2 YEARS - 5 YEARS,36,No,Private,36,40.6894567,-73.9866198
DC184,FAMILY HEAD START,NATIONAL ASSOCIATION OF FAMILY DEVELOPMENT CENTERS,293 NEPTUNE AVENUE,BROOKLYN,11235,718-332-8524,5076,11/8/2014,Permitted,2 YEARS - 5 YEARS,192,No,ACS Head Start,192,40.581451,-73.964174
DC14754,FAMILY HEAD START,NATIONAL ASSOCIATION OF FAMILY DEVELOPMENT CENTERS,3017 GLENWOOD ROAD,BROOKLYN,11210,718-859-7720,4595,11/9/2014,Permitted,2 YEARS - 5 YEARS,133,No,ACS Head Start,133,40.634276,-73.947125
DC10755,FAMILY HEAD START/ EARLY LEARN,"NATIONAL ASSOCIATION OF FAMILY DEVELOPMENT CENTERS, INC.",8885 26 AVENUE,BROOKLYN,11214,718-258-7767,5800,7/14/2015,Permitted,2 YEARS - 5 YEARS,69,No,ACS Head Start,69,40.590689,-73.990441
DC776,FANTASIA DAY CARE CENTER,"FANTASM, INC.",2743 OCEAN AVENUE,BROOKLYN,11229,718-646-6738,6134,3/31/2016,Permitted,2 YEARS - 5 YEARS,53,No,Private,53,40.594439,-73.950107
DC416,FARBER-BRUCH EARLY CHILDHOOD CENTER,"EDITH & CARL MARKS JEWISH COMMUNITY HOUSE OF BENSONHURST, INC",7802 BAY PARKWAY,BROOKLYN,11214,718-943-6333,1567,9/28/2015,Permitted,2 YEARS - 5 YEARS,55,No,Private,55,40.6063749,-73.9897359
DC21450 / DC21449,"FED KIDS CHILD CARE CENTER, MANAGED BY BRIGHT HORIZONS / FED KIDS CHILD CARE CENTER, MANAGED BY BRIGHT HORIZONS","BRIGHT HORIZONS CHILDREN'S CENTER, L L C / BRIGHT HORIZONS CHILDREN'S CENTER, L L C",26 FEDERAL PLAZA,MANHATTAN,10007,212-264-4277 / 212-264-4277,8242 / 8332,11/01/2014 / 11/01/2014,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,51 / 58,No / No,Private / Private,109,40.7154928,-74.0030522
DC21851,FIAF A PETIS PAS PRESCHOOL,FRENCH INSTITUTE ALLIANCE FRANCAISE,22 EAST 60TH STREET,MANHATTAN,10022,212-355-6100,22557,9/14/2014,Permitted,2 YEARS - 5 YEARS,15,No,Private,15,40.7638792,-73.9704653
DC21764,FINGER PAINTED HANDS PRESCHOOL,"FINGER PAINTED HANDS, INC.",126 WEST 83RD STREET,MANHATTAN,10024,212-595-5200,32077,2/5/2015,Permitted,2 YEARS - 5 YEARS,22,No,Private,22,40.7849131,-73.9749628
DC1355,FIRST  PRESBYTERIAN CHURCH,CIRCLE OF FRIENDS EARLY LEARNING CENTER,41-54 MURRAY STREET,QUEENS,11355,718-359-3993,5288,11/30/2015,Permitted,2 YEARS - 5 YEARS,20,No,Private,20,40.761801,-73.8123923
DC1024,"FIRST CHOICE ACADEMY DAY CARE, INC.","FIRST CHOICE ACADEMY DAY CARE, INC.",192 EAST 58TH STREET,BROOKLYN,11203,718-451-3565,6686,7/21/2015,Permitted,2 YEARS - 5 YEARS,51,No,Private,51,40.650422,-73.9228
DC2658,FIRST FRIENDS PRE-SCHOOL,FIRST FRIENDS PRE-SCHOOL INC.,245 WEST 74 STREET,MANHATTAN,10023,212-769-1088,5213,9/29/2014,Permitted,2 YEARS - 5 YEARS,26,No,Private,26,40.780986,-73.982578
DC1876,FIRST IMPRESSIONS NURSERY SCHOOL,"STEPHANIE,NORMA, AND FAY TROWERS",2513 BEDFORD AVENUE,BROOKLYN,11226,718-469-9792,5824,3/16/2014,Expired-InRenewal,2 YEARS - 5 YEARS,29,No,Private,29,40.642183,-73.95412
DC2422,FIRST PRESBYTERIAN CHURCH NURSERY SCHOOL,THE FIRST PRESBYTERIAN CHURCH IN THE CITY OF N.Y.,12 WEST 12 STREET,MANHATTAN,10011,212-691-3432,1957,3/21/2016,Permitted,2 YEARS - 5 YEARS,79,Yes,Private,79,40.734504,-73.995177
DC12360,FIRST STAR DAY CARE LEARNING CENTER - INFANT/TODDLER,FIRST STAR DAY CARE LEARNING CENTER - INFANT/TODDLER,145-88 GUY R BREWER BOULEVARD,QUEENS,11434,718-528-3363,7016,4/13/2015,Permitted,0 YEARS - 2 YEARS,10,No,Private,10,40.6635341,-73.7686178
DC17299,FIRST STEPPING STONES,FIRST STEPPING STONE LLC,4017 CHURCH AVENUE,BROOKLYN,11203,347-309-9493,8055,8/15/2015,Permitted,2 YEARS - 5 YEARS,10,No,Private,10,40.651537,-73.939392
DC23034 / DC22082,FIRST STEPS AT CLINTON / FIRST STEPS AT CLINTON,FIRST STEPS AT CLINTON / FIRST STEPS AT CLINTON,19 CLINTON STREET,MANHATTAN,10002,212-792-5770 / 212-792-5770,24657 / 8838,10/12/2014 / 11/23/2015,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,18 / 25,No / No,Private / Private,43,40.7207481,-73.9844472
DC17594,FIRST STEPS DAY CARE CENTER,"LATINO PASTORAL ACTION CENTER, INC.",15 EAST CLARKE PLACE,BRONX,10452,347-591-3711,8048,8/14/2015,Permitted,2 YEARS - 5 YEARS,40,No,Private,40,40.838337,-73.91826
DC26046,FIRSTSTEPNYC@PS/IS 41,SCO FAMILY OF SERVICES,411 THATFORD STREET,BROOKLYN,11212,347-758-0433,51758,9/9/2015,Permitted,0 YEARS - 2 YEARS,28,No,Private,28,40.6604389,-73.906932
DC25613,FIRSTSTEPNYC@PS41FRANCIS WHITE,SCO FAMILY OF SERVICES,411 THATFORD AVENUE,BROOKLYN,11212,718-485-0295,51759,9/9/2015,Permitted,2 YEARS - 5 YEARS,52,No,Corporate,52,40.6604389,-73.906932
DC1648,FIVE STAR DAY CARE CENTER,"SOUTHEAST BRONX NEIGHBORHOOD CENTERS, INC.",3261 3 AVENUE,BRONX,10456,718-292-4774,4663,5/18/2015,Permitted,2 YEARS - 5 YEARS,100,Yes,ACS Contracted Preschools,100,40.824592,-73.908844
DC2237,FLUSHING YMCA EARLY CHILDHOOD PROGRAM,FLUSHING Y.M.C.A. EARLY CHILDHOOD CENTER,138-46 NORTHERN BOULEVARD,QUEENS,11354,718-551-9356,4448,8/31/2015,Permitted,2 YEARS - 5 YEARS,60,No,Private,60,40.7641329,-73.826718
DC14510 / DC11813,FOOTSTEPS CHILDCARE INC. / FOOTSTEPS CHILDCARE INC.,FOOTSTEPS CHILDCARE INC. / FOOTSTEPS CHILDCARE INC.,1125 BROADWAY,BROOKLYN,11221,718-443-0236 / 718-443-0236,7435 / 7434,09/07/2015 / 09/07/2015,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,18 / 42,No / No,Private / Private,60,40.69382,-73.929142
DC26109 / DC14283,FOR KIDS ONLY DAY CARE / FOR KIDS ONLY  DAY CARE,"FOR KIDS ONLY DAY CARE / FOR KIDS ONLY DAY CARE, INC.",902 MORRIS PARK AVENUE,BRONX,10462,718-823-8345 / 718-823-8345,53197 / 6890,10/17/2015 / 09/12/2015,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,34 / 15,No / No,Private / Private,49,40.8467917,-73.859119
DC14213,FOR KIDS ONLY DAY CARE,FOR KIDS ONLY DAY CARE INC.,900 MORRIS PARK AVENUE,BRONX,10462,718-823-8345,7456,9/12/2015,Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.846573,-73.859012
DC60,FOR KIDS ONLY DAY CARE,"FOR KIDS ONLY DAY CARE, INC.",904 MORRIS PARK AVENUE,BRONX,10462,718-823-8345,6892,6/25/2015,Permitted,2 YEARS - 5 YEARS,20,No,Private,20,40.8468138,-73.8590702
DC2345,FOREST HILLS JEWISH CENTER NURSERY SCHOOL AND KINDERGARTEN,"FOREST HILLS JEWISH CENTER, INC",106-06 QUEENS BOULEVARD,QUEENS,11375,718-263-7000,1857,5/31/2014,Permitted,2 YEARS - 5 YEARS,150,No,Private,150,40.7219086,-73.8472694
DC2346,FOREST HILLS MONTESSORI,FOREST HILLS MONTESSORI SCHOOL,67-04 AUSTIN STREET,QUEENS,11375,718-275-0173,5615,7/1/2015,Permitted,2 YEARS - 5 YEARS,60,No,Private,60,40.723894,-73.855576
DC1358,FOREST HILLS NURSERY AND KINDERGARTEN,FOREST HILLS NURSERY AND KINDERGARTEN,108-56 69 AVENUE,QUEENS,11375,718-544-3692,4429,5/17/2016,Permitted,2 YEARS - 5 YEARS,26,No,Private,26,40.725403,-73.843438
DC1214,FOREST HILLS WEST SCHOOL,NEW YORK LEAGUE FOR EARLY LEARNING- FOREST HILLS WEST SCHOOL,63-25 DRY HARBOR ROAD,QUEENS,11379,718-639-9750,6629,2/2/2015,Permitted,2 YEARS - 5 YEARS,113,Yes,Private,113,40.721738,-73.873699
DC10526,"FOREVER YOUNG DAY CARE, INC.",FOREVER YOUNG DAY CARE INC.,4503 AVENUE D,BROOKLYN,11203,718-451-5050,6991,8/25/2014,Permitted,2 YEARS - 5 YEARS,35,No,Private,35,40.641965,-73.9340182
DC24913 / DC24908,FORT GREENE CHILDREN'S & FAMILY SERVICES HEAD START / FORT GREENE CHILDREN & FAMILY SERVICES EARLY HEAD START,"NORTHSIDE CENTER FOR CHILD DEVELOPMENT, INC. / NORTHSIDE CENTER FOR CHILD DEVELOPMENT, INC.",44-60 ROCKWELL PLACE,BROOKLYN,11217,347-505-5500 / 347-505-5500,28497 / 29217,12/04/2014 / 12/13/2014,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,140 / 67,No / No,Private / Private,207,40.6882757,-73.9793016
DC15649,FRANCIS CHILD CARE FACILITY,FRANCIS EDUCATION CENTER,38-03 FRANCIS LEWIS BLVD.,QUEENS,11358,718-229-5357,7998,5/9/2015,Permitted,2 YEARS - 5 YEARS,54,No,Private,54,40.7625,-73.785032
DC2170,FRANCIS GRACE DAYCARE,FRANCIS GRACE DAY CARE,130-20 MERRICK BOULEVARD,QUEENS,11434,718-977-1853,7148,9/12/2015,Permitted,2 YEARS - 5 YEARS,23,No,Private,23,40.680113,-73.76292
DC21693 / DC21692,FRIENDS AND FAMILY DAY CARE / FRIENDS AND FAMILY DAY CARE,FRIENDS AND FAMILY DAY CARE LTD. / FRIENDS AND FAMILY DAY CARE LTD.,1677 LEXINGTON AVENUE,MANHATTAN,10029,212-534-7160 / 212-534-7160,8307 / 8306,06/17/2015 / 06/17/2015,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,53 / 42,No / No,Private / Private,95,40.7916445,-73.9464256
DC24718,FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS,"FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS, INC.",3732 10TH AVENUE,MANHATTAN,10034,212-567-5655,26538,10/25/2014,Permitted,2 YEARS - 5 YEARS,64,No,ACS Contracted Preschools,64,40.8600251,-73.9222199
DC18715 / DC18714,FRIENDS OF CROWN HEIGHTS ACADEMY / FRIENDS OF CROWN HEIGHTS ACADEMY,"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER, INC. / THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",141 EAST 40TH STREET,BROOKLYN,11203,718-284-2184 / 718-284-2184,7893 / 7892,05/25/2016 / 05/25/2014,Permitted / Expired-InRenewal,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,18 / 63,No / No,Private / Private,81,40.6521912,-73.940131
DC24728,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",1491 BEDFORD AVENUE,BROOKLYN,11216,929-234-2821,25777,10/19/2014,Permitted,2 YEARS - 5 YEARS,100,No,ACS Contracted Preschools,100,40.6722276,-73.9544877
DC24737,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",20 SUTTER AVENUE,BROOKLYN,11212,718-773-3041,26337,10/25/2014,Permitted,2 YEARS - 5 YEARS,74,No,ACS Contracted Preschools,74,40.665143,-73.922014
DC24738,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,INC.",370 NEW LOTS AVENUE,BROOKLYN,11207,718-342-3700,25178,10/16/2014,Permitted,2 YEARS - 5 YEARS,128,No,ACS Contracted Preschools,128,40.6616762,-73.8933964
DC24730,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",813 STERLING PLACE,BROOKLYN,11216,718-773-7733,25717,10/19/2014,Permitted,2 YEARS - 5 YEARS,180,No,ACS Contracted Preschools,180,40.672621,-73.9516022
DC24732,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",851 LIBERTY AVENUE,BROOKLYN,11208,929-234-2955,25137,10/16/2014,Permitted,2 YEARS - 5 YEARS,95,No,ACS Contracted Preschools,95,40.6771962,-73.8781652
DC24726,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",921 HEGEMAN AVENUE,BROOKLYN,11208,929-234-2866,26377,10/25/2014,Permitted,2 YEARS - 5 YEARS,95,No,ACS Contracted Preschools,95,40.665542,-73.879157
DC24735 / DC24734,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER / FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC. / FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",995 CARROLL STREET,BROOKLYN,11225,929-234-5010 / 929-234-5010,25217 / 25359,10/16/2014 / 10/17/2014,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,89 / 32,No / No,ACS Contracted Preschools / ACS Contracted Preschools,121,40.6678799,-73.9570789
DC19972,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER  #6,"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",49 AVENUE W,BROOKLYN,11223,718-372-8189,8021,7/1/2015,Permitted,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools,55,40.5913953,-73.9822755
DC1652,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER #2,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,INC.",671 PROSPECT PLACE,BROOKLYN,11216,718-638-8686,4434,3/8/2015,Permitted,0 YEARS - 2 YEARS,56,No,ACS Contracted Preschools,56,40.6746473,-73.9543398
