Site ID,Center Name,Permit Holder,Address,Borough,Zip Code,Phone,Permit Number,Permit Expiration Date,Permit Status,Age Range,Maximum Capacity,Certified to Administer Medication,Site Type,Lat,Lon
DC184,FAMILY HEAD START,NATIONAL ASSOCIATION OF FAMILY DEVELOPMENT CENTERS,293 NEPTUNE AVENUE,BROOKLYN,11235,718-332-8524,5076,11/08/2014,Permitted,2 YEARS - 5 YEARS,192,No,ACS Head Start,40.581451,-73.964174
DC14754,FAMILY HEAD START,NATIONAL ASSOCIATION OF FAMILY DEVELOPMENT CENTERS,3017 GLENWOOD ROAD,BROOKLYN,11210,718-859-7720,4595,11/09/2014,Permitted,2 YEARS - 5 YEARS,133,No,ACS Head Start,40.634276,-73.947125
DC10755,FAMILY HEAD START/ EARLY LEARN,"NATIONAL ASSOCIATION OF FAMILY DEVELOPMENT CENTERS, INC.",8885 26 AVENUE,BROOKLYN,11214,718-258-7767,5800,07/14/2015,Permitted,2 YEARS - 5 YEARS,69,No,ACS Head Start,40.590689,-73.99044099999999
DC776,FANTASIA DAY CARE CENTER,"FANTASM, INC.",2743 OCEAN AVENUE,BROOKLYN,11229,718-646-6738,6134,03/31/2016,Permitted,2 YEARS - 5 YEARS,53,No,Private,40.594439,-73.950107
DC416,FARBER-BRUCH EARLY CHILDHOOD CENTER,"EDITH & CARL MARKS JEWISH COMMUNITY HOUSE OF BENSONHURST, INC",7802 BAY PARKWAY,BROOKLYN,11214,718-943-6333,1567,09/28/2015,Permitted,2 YEARS - 5 YEARS,55,No,Private,40.6063749,-73.9897359
DC21449,"FED KIDS CHILD CARE CENTER, MANAGED BY BRIGHT HORIZONS","BRIGHT HORIZONS CHILDREN'S CENTER, L L C",26 FEDERAL PLAZA,MANHATTAN,10007,212-264-4277,8332,11/01/2014,Permitted,2 YEARS - 5 YEARS,58,No,Private,40.7154928,-74.0030522
DC21450,"FED KIDS CHILD CARE CENTER, MANAGED BY BRIGHT HORIZONS","BRIGHT HORIZONS CHILDREN'S CENTER, L L C",26 FEDERAL PLAZA,MANHATTAN,10007,212-264-4277,8242,11/01/2014,Permitted,0 YEARS - 2 YEARS,51,No,Private,40.7154928,-74.0030522
DC21851,FIAF A PETIS PAS PRESCHOOL,FRENCH INSTITUTE ALLIANCE FRANCAISE,22 EAST 60TH STREET,MANHATTAN,10022,212-355-6100,22557,09/14/2014,Permitted,2 YEARS - 5 YEARS,15,No,Private,40.7638792,-73.9704653
DC21764,FINGER PAINTED HANDS PRESCHOOL,"FINGER PAINTED HANDS, INC.",126 WEST 83RD STREET,MANHATTAN,10024,212-595-5200,32077,02/05/2015,Permitted,2 YEARS - 5 YEARS,22,No,Private,40.7849131,-73.9749628
DC1355,FIRST  PRESBYTERIAN CHURCH,CIRCLE OF FRIENDS EARLY LEARNING CENTER,41-54 MURRAY STREET,QUEENS,11355,718-359-3993,5288,11/30/2015,Permitted,2 YEARS - 5 YEARS,20,No,Private,40.761801,-73.8123923
DC1024,"FIRST CHOICE ACADEMY DAY CARE, INC.","FIRST CHOICE ACADEMY DAY CARE, INC.",192 EAST 58TH STREET,BROOKLYN,11203,718-451-3565,6686,07/21/2015,Permitted,2 YEARS - 5 YEARS,51,No,Private,40.650422,-73.9228
DC2658,FIRST FRIENDS PRE-SCHOOL,FIRST FRIENDS PRE-SCHOOL INC.,245 WEST 74 STREET,MANHATTAN,10023,212-769-1088,5213,09/29/2014,Permitted,2 YEARS - 5 YEARS,26,No,Private,40.780986,-73.982578
DC1876,FIRST IMPRESSIONS NURSERY SCHOOL,"STEPHANIE,NORMA, AND FAY TROWERS",2513 BEDFORD AVENUE,BROOKLYN,11226,718-469-9792,5824,03/16/2014,Expired-InRenewal,2 YEARS - 5 YEARS,29,No,Private,40.642183,-73.95412
DC2422,FIRST PRESBYTERIAN CHURCH NURSERY SCHOOL,THE FIRST PRESBYTERIAN CHURCH IN THE CITY OF N.Y.,12 WEST 12 STREET,MANHATTAN,10011,212-691-3432,1957,03/21/2016,Permitted,2 YEARS - 5 YEARS,79,Yes,Private,40.734504,-73.995177
DC12360,FIRST STAR DAY CARE LEARNING CENTER - INFANT/TODDLER,FIRST STAR DAY CARE LEARNING CENTER - INFANT/TODDLER,145-88 GUY R BREWER BOULEVARD,QUEENS,11434,718-528-3363,7016,04/13/2015,Permitted,0 YEARS - 2 YEARS,10,No,Private,40.6635341,-73.7686178
DC17299,FIRST STEPPING STONES,FIRST STEPPING STONE LLC,4017 CHURCH AVENUE,BROOKLYN,11203,347-309-9493,8055,08/15/2015,Permitted,2 YEARS - 5 YEARS,10,No,Private,40.651537,-73.939392
DC22082,FIRST STEPS AT CLINTON,FIRST STEPS AT CLINTON,19 CLINTON STREET,MANHATTAN,10002,212-792-5770,8838,11/23/2015,Permitted,2 YEARS - 5 YEARS,25,No,Private,40.7207481,-73.98444719999999
DC23034,FIRST STEPS AT CLINTON,FIRST STEPS AT CLINTON,19 CLINTON STREET,MANHATTAN,10002,212-792-5770,24657,10/12/2014,Permitted,0 YEARS - 2 YEARS,18,No,Private,40.7207481,-73.98444719999999
DC17594,FIRST STEPS DAY CARE CENTER,"LATINO PASTORAL ACTION CENTER, INC.",15 EAST CLARKE PLACE,BRONX,10452,347-591-3711,8048,08/14/2015,Permitted,2 YEARS - 5 YEARS,40,No,Private,40.838337,-73.91826
DC26046,FIRSTSTEPNYC@PS/IS 41,SCO FAMILY OF SERVICES,411 THATFORD STREET,BROOKLYN,11212,347-758-0433,51758,09/09/2015,Permitted,0 YEARS - 2 YEARS,28,No,Private,40.6604389,-73.906932
DC25613,FIRSTSTEPNYC@PS41FRANCIS WHITE,SCO FAMILY OF SERVICES,411 THATFORD AVENUE,BROOKLYN,11212,718-485-0295,51759,09/09/2015,Permitted,2 YEARS - 5 YEARS,52,No,Corporate,40.6604389,-73.906932
DC1648,FIVE STAR DAY CARE CENTER,"SOUTHEAST BRONX NEIGHBORHOOD CENTERS, INC.",3261 3 AVENUE,BRONX,10456,718-292-4774,4663,05/18/2015,Permitted,2 YEARS - 5 YEARS,100,Yes,ACS Contracted Preschools,40.824592,-73.908844
DC2237,FLUSHING YMCA EARLY CHILDHOOD PROGRAM,FLUSHING Y.M.C.A. EARLY CHILDHOOD CENTER,138-46 NORTHERN BOULEVARD,QUEENS,11354,718-551-9356,4448,08/31/2015,Permitted,2 YEARS - 5 YEARS,60,No,Private,40.7641329,-73.826718
DC11813,FOOTSTEPS CHILDCARE INC.,FOOTSTEPS CHILDCARE INC.,1125 BROADWAY,BROOKLYN,11221,718-443-0236,7434,09/07/2015,Permitted,2 YEARS - 5 YEARS,42,No,Private,40.69382,-73.929142
DC14510,FOOTSTEPS CHILDCARE INC.,FOOTSTEPS CHILDCARE INC.,1125 BROADWAY,BROOKLYN,11221,718-443-0236,7435,09/07/2015,Permitted,0 YEARS - 2 YEARS,18,No,Private,40.69382,-73.929142
DC14283,FOR KIDS ONLY  DAY CARE,"FOR KIDS ONLY DAY CARE, INC.",902 MORRIS PARK AVENUE,BRONX,10462,718-823-8345,6890,09/12/2015,Permitted,2 YEARS - 5 YEARS,15,No,Private,40.8467917,-73.85911899999999
DC14213,FOR KIDS ONLY DAY CARE,FOR KIDS ONLY DAY CARE INC.,900 MORRIS PARK AVENUE,BRONX,10462,718-823-8345,7456,09/12/2015,Permitted,2 YEARS - 5 YEARS,30,No,Private,40.846573,-73.85901199999999
DC26109,FOR KIDS ONLY DAY CARE,FOR KIDS ONLY DAY CARE,902 MORRIS PARK AVENUE,BRONX,10462,718-823-8345,53197,10/17/2015,Permitted,0 YEARS - 2 YEARS,34,No,Private,40.8467917,-73.85911899999999
DC60,FOR KIDS ONLY DAY CARE,"FOR KIDS ONLY DAY CARE, INC.",904 MORRIS PARK AVENUE,BRONX,10462,718-823-8345,6892,06/25/2015,Permitted,2 YEARS - 5 YEARS,20,No,Private,40.8468138,-73.85907019999999
DC2345,FOREST HILLS JEWISH CENTER NURSERY SCHOOL AND KINDERGARTEN,"FOREST HILLS JEWISH CENTER, INC",106-06 QUEENS BOULEVARD,QUEENS,11375,718-263-7000,1857,05/31/2014,Expired-InRenewal,2 YEARS - 5 YEARS,150,No,Private,40.7219086,-73.8472694
DC2346,FOREST HILLS MONTESSORI,FOREST HILLS MONTESSORI SCHOOL,67-04 AUSTIN STREET,QUEENS,11375,718-275-0173,5615,07/01/2015,Permitted,2 YEARS - 5 YEARS,60,No,Private,40.723894,-73.855576
DC1358,FOREST HILLS NURSERY AND KINDERGARTEN,FOREST HILLS NURSERY AND KINDERGARTEN,108-56 69 AVENUE,QUEENS,11375,718-544-3692,4429,05/17/2016,Permitted,2 YEARS - 5 YEARS,26,No,Private,40.725403,-73.84343799999999
DC1214,FOREST HILLS WEST SCHOOL,NEW YORK LEAGUE FOR EARLY LEARNING- FOREST HILLS WEST SCHOOL,63-25 DRY HARBOR ROAD,QUEENS,11379,718-639-9750,6629,02/02/2015,Permitted,2 YEARS - 5 YEARS,113,Yes,Private,40.72173799999999,-73.873699
DC10526,"FOREVER YOUNG DAY CARE, INC.",FOREVER YOUNG DAY CARE INC.,4503 AVENUE D,BROOKLYN,11203,718-451-5050,6991,08/25/2014,Permitted,2 YEARS - 5 YEARS,35,No,Private,40.641965,-73.9340182
DC24908,FORT GREENE CHILDREN & FAMILY SERVICES EARLY HEAD START,"NORTHSIDE CENTER FOR CHILD DEVELOPMENT, INC.",44-60 ROCKWELL PLACE,BROOKLYN,11217,347-505-5500,29217,12/13/2014,Permitted,0 YEARS - 2 YEARS,67,No,Private,40.6882757,-73.9793016
DC24913,FORT GREENE CHILDREN'S & FAMILY SERVICES HEAD START,"NORTHSIDE CENTER FOR CHILD DEVELOPMENT, INC.",44-60 ROCKWELL PLACE,BROOKLYN,11217,347-505-5500,28497,12/04/2014,Permitted,2 YEARS - 5 YEARS,140,No,Private,40.6882757,-73.9793016
DC15649,FRANCIS CHILD CARE FACILITY,FRANCIS EDUCATION CENTER,38-03 FRANCIS LEWIS BLVD.,QUEENS,11358,718-229-5357,7998,05/09/2015,Permitted,2 YEARS - 5 YEARS,54,No,Private,40.7625,-73.785032
DC2170,FRANCIS GRACE DAYCARE,FRANCIS GRACE DAY CARE,130-20 MERRICK BOULEVARD,QUEENS,11434,718-977-1853,7148,09/12/2015,Permitted,2 YEARS - 5 YEARS,23,No,Private,40.680113,-73.76292
DC21692,FRIENDS AND FAMILY DAY CARE,FRIENDS AND FAMILY DAY CARE LTD.,1677 LEXINGTON AVENUE,MANHATTAN,10029,212-534-7160,8306,06/17/2015,Permitted,0 YEARS - 2 YEARS,42,No,Private,40.7916445,-73.9464256
DC21693,FRIENDS AND FAMILY DAY CARE,FRIENDS AND FAMILY DAY CARE LTD.,1677 LEXINGTON AVENUE,MANHATTAN,10029,212-534-7160,8307,06/17/2015,Permitted,2 YEARS - 5 YEARS,53,No,Private,40.7916445,-73.9464256
DC24718,FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS,"FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS, INC.",3732 10TH AVENUE,MANHATTAN,10034,212-567-5655,26538,10/25/2014,Permitted,2 YEARS - 5 YEARS,64,No,ACS Contracted Preschools,40.8600251,-73.92221990000002
DC18714,FRIENDS OF CROWN HEIGHTS ACADEMY,"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",141 EAST 40TH STREET,BROOKLYN,11203,718-284-2184,7892,05/25/2016,Permitted,2 YEARS - 5 YEARS,63,No,Private,40.6521912,-73.940131
DC18715,FRIENDS OF CROWN HEIGHTS ACADEMY,"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER, INC.",141 EAST 40TH STREET,BROOKLYN,11203,718-284-2184,7893,05/25/2016,Permitted,0 YEARS - 2 YEARS,18,No,Private,40.6521912,-73.940131
DC24728,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",1491 BEDFORD AVENUE,BROOKLYN,11216,929-234-2821,25777,10/19/2014,Permitted,2 YEARS - 5 YEARS,100,No,ACS Contracted Preschools,40.6722276,-73.9544877
DC24737,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",20 SUTTER AVENUE,BROOKLYN,11212,718-773-3041,26337,10/25/2014,Permitted,2 YEARS - 5 YEARS,74,No,ACS Contracted Preschools,40.665143,-73.92201399999999
DC24738,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,INC.",370 NEW LOTS AVENUE,BROOKLYN,11207,718-342-3700,25178,10/16/2014,Permitted,2 YEARS - 5 YEARS,128,No,ACS Contracted Preschools,40.6616762,-73.8933964
DC24730,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",813 STERLING PLACE,BROOKLYN,11216,718-773-7733,25717,10/19/2014,Permitted,2 YEARS - 5 YEARS,180,No,ACS Contracted Preschools,40.67262100000001,-73.9516022
DC24732,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",851 LIBERTY AVENUE,BROOKLYN,11208,929-234-2955,25137,10/16/2014,Permitted,2 YEARS - 5 YEARS,95,No,ACS Contracted Preschools,40.6771962,-73.8781652
DC24726,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",921 HEGEMAN AVENUE,BROOKLYN,11208,929-234-2866,26377,10/25/2014,Permitted,2 YEARS - 5 YEARS,95,No,ACS Contracted Preschools,40.66554199999999,-73.87915699999999
DC24734,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",995 CARROLL STREET,BROOKLYN,11225,929-234-5010,25359,10/17/2014,Permitted,0 YEARS - 2 YEARS,32,No,ACS Contracted Preschools,40.6678799,-73.9570789
DC24735,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",995 CARROLL STREET,BROOKLYN,11225,929-234-5010,25217,10/16/2014,Permitted,2 YEARS - 5 YEARS,89,No,ACS Contracted Preschools,40.6678799,-73.9570789
DC19972,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER  #6,"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",49 AVENUE W,BROOKLYN,11223,718-372-8189,8021,07/01/2015,Permitted,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools,40.59139529999999,-73.9822755
DC1652,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER #2,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,INC.",671 PROSPECT PLACE,BROOKLYN,11216,718-638-8686,4434,03/08/2015,Permitted,0 YEARS - 2 YEARS,56,No,ACS Contracted Preschools,40.6746473,-73.9543398
DC156,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER #2,"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,INC.",671-675 PROSPECT PLACE,BROOKLYN,11216,718-638-8686,4895,05/06/2015,Permitted,2 YEARS - 5 YEARS,99,No,ACS Contracted Preschools,40.6746305,-73.95425740000002
DC18713,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER, NO. 5","THE FRIENDS OF CROWN HEIGHTS DAY CARE CENTER, INC.",1886 NOSTRAND AVENUE,BROOKLYN,11226,718-284-9194,7891,05/25/2014,Expired-InRenewal,2 YEARS - 5 YEARS,216,No,ACS Contracted Preschools,40.63977819999999,-73.94842899999999
DC24736,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",1435 PROSPECT PLACE,BROOKLYN,11213,718-778-1498,27759,11/26/2014,Permitted,2 YEARS - 5 YEARS,107,No,ACS Contracted Preschools,40.67318969999999,-73.9291241
DC24727,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",2505 PITKIN AVENUE,BROOKLYN,11208,929-234-2850,25199,10/16/2014,Permitted,2 YEARS - 5 YEARS,102,No,ACS Contracted Preschools,40.674537,-73.879598
DC24733,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",668 LOGAN STREET,BROOKLYN,11208,929-234-2870,27897,11/26/2014,Permitted,2 YEARS - 5 YEARS,95,No,ACS Contracted Preschools,40.6696607,-73.8749407
DC24719,FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",737 EAST 6TH STREET,MANHATTAN,10009,212-228-3056,25817,10/22/2014,Permitted,2 YEARS - 5 YEARS,69,No,ACS Contracted Preschools,40.7227942,-73.9776329
DC10549,FRIENDS OF REFUGEES OF EASTERN EUROPE - F.R.E.E.,CONGREGATION FRIENDS OF REFUGEES OF EASTERN EUROPE,2901 BRIGHTON 6 STREET,BROOKLYN,11235,718-368-4490,7626,06/06/2014,Expired-InRenewal,2 YEARS - 5 YEARS,74,No,Private,40.5812994,-73.96281239999999
DC2737,FRIENDS PRESCHOOL & DAY CARE,FRIENDS PRE-SCHOOL & DAY CARE,610 BLOOMINGDALE ROAD,STATEN ISLAND,10309,718-984-5194,6942,03/30/2015,Permitted,2 YEARS - 5 YEARS,41,No,Private,40.540303,-74.21798299999999
DC3040,FT. GEORGE HEAD START  CENTER 1,"FORT GEORGE COMMUNITY ENRICHMENT CENTER, INC.",1525 ST NICHOLAS AVENUE,MANHATTAN,10033,212-927-2210,4851,02/05/2015,Permitted,2 YEARS - 5 YEARS,135,No,ACS Head Start,40.8526684,-73.9313238
DC17816,FT. GEORGE HEAD START CENTER  II,"FORT GEORGE COMMUNITY ENRICHMENT CENTER, INC.",601 WEST 186TH  STREET,MANHATTAN,10033,212-927-2210,7832,10/27/2015,Permitted,2 YEARS - 5 YEARS,51,No,ACS Head Start,40.8526365,-73.9318724
DC446,FULL GOSPEL CHRISTIAN ACADEMY,FULL GOSPEL ASSEMBLY OF BROOKLYN,836 FRANKLIN AVENUE,BROOKLYN,11225,718-774-2121,5666,08/30/2014,Permitted,2 YEARS - 5 YEARS,39,No,Private,40.669426,-73.958715
DC2928,FUTURE LEADERS CENTER INC,FUTURE LEADERS CENTER INC,133-13 ROCKAWAY BOULEVARD,QUEENS,11420,718-529-8127,6672,05/13/2015,Permitted,2 YEARS - 5 YEARS,23,Yes,Private,40.674852,-73.804836
DC399,FUTURE STARS DAY CARE CENTER.,CAROL PINK-MAXWELL,1196 NOSTRAND AVENUE,BROOKLYN,11225,718-778-8966,7131,05/10/2015,Permitted,2 YEARS - 5 YEARS,15,No,Private,40.6582008,-73.9506257
DC3074,G S U C  CHILD DEVELOPMENT AND LEARNING CENTER,"G S U C CHILD DEVELOPMENT AND LEARNING CENTER, INC.",365 5 AVENUE,MANHATTAN,10016,212-817-7032,6917,04/29/2015,Permitted,2 YEARS - 5 YEARS,27,No,Private,40.7486485,-73.98400699999999
DC1654,GAN DAY CARE CENTER,"GAN DAY CARE CENTER, INC.",4206-10 15 AVENUE,BROOKLYN,11219,718-435-2812,5189,06/20/2015,Permitted,2 YEARS - 5 YEARS,165,No,ACS Contracted Preschools,40.6362499,-73.9841299
DC11878,GAN EDEN  PRESCHOOL,GAN EDEN,131 WEST 86 STREET,MANHATTAN,10024,212-579-3096,7461,08/22/2013,Expired-InRenewal,2 YEARS - 5 YEARS,39,No,Private,40.7872924,-73.9732439
DC10982,GAN EDEN PRE-SCHOOL,OHR MOSHE TORAH INSTITUTE INC.,78-15 PARSONS BOULEVARD,QUEENS,11366,718-591-0783,5625,11/26/2014,Permitted,2 YEARS - 5 YEARS,60,No,Private,40.722021,-73.8094069
DC19824,GAN JEWISH DAY CARE CENTER,"GAN,INC.",2901 CAMPUS ROAD,BROOKLYN,11210,718-338-7575,8099,12/03/2015,Permitted,2 YEARS - 5 YEARS,58,No,Private,40.6320237,-73.9487461
DC25954,GAN KTANTANIM,IZHAK MOR,1177 EAST 18 STREET,BROOKLYN,11230,718-412-1003,60379,04/04/2016,Permitted,2 YEARS - 5 YEARS,39,No,Private,40.621818,-73.95754699999999
DC17104,GAN MIRIAM EARLY LEARNING CENTER,"GAN MIRIAM EARLY LEARNING CENTER,INC.",3700 INDEPENDENCE AVE,BRONX,10463,718-543-2553,7803,09/26/2015,Permitted,2 YEARS - 5 YEARS,67,No,Private,40.887984,-73.912677
DC21091,GARDEN HOUSE SCHOOL CHILD CARE CENTER,GARDEN HOUSE SCHOOL OF NEW YORK,39 EAST 63RD STREET,MANHATTAN,10065,212-421-5095,8375,09/08/2015,Permitted,2 YEARS - 5 YEARS,105,No,Private,40.765923,-73.968591
DC2286,GARDEN HOUSE SCHOOL OF NEW YORK (PRE-SCHOOL),GARDEN HOUSE SCHOOL OF N.Y.,40 SUTTON PLACE,MANHATTAN,10022,212-421-3282,6763,01/25/2014,Expired-InRenewal,2 YEARS - 5 YEARS,60,No,Private,40.758529,-73.960155
DC11718,GARDEN OF KNOWLEDGE DAY CARE & LEARNING CENTER,"GARDEN OF KNOWLEDGE DAY CARE & LEARNING CENTER,INC.",1657 NOSTRAND AVENUE,BROOKLYN,11226,718-469-2229,7696,02/10/2015,Permitted,2 YEARS - 5 YEARS,20,No,Private,40.6456779,-73.948706
DC1707,GARDEN OF LEARNING DAY CARE,DIANNE DAVIS,834 PROSPECT PLACE,BROOKLYN,11216,718-778-0996,5012,01/22/2016,Permitted,2 YEARS - 5 YEARS,25,No,Private,40.673955,-73.94901
DC1174,GARDEN SCHOOL,GARDEN SCHOOL,33-16 79 STREET,QUEENS,11372,718-335-6363,4625,02/04/2016,Permitted,2 YEARS - 5 YEARS,95,No,Private,40.754314,-73.888448
DC2627,GARMENT INDUSTRY DAY CARE CENTER,CHINESE AMERICAN PLANNING COUNCIL. INC.,115 CHRYSTIE STREET,MANHATTAN,10002,212-219-2286,6521,08/02/2015,Permitted,2 YEARS - 5 YEARS,79,Yes,ACS Contracted Preschools,40.7186061,-73.9938133
DC23086,GATEWAY DAY CARE,"GATEWAY CATHEDRAL, INC.",200 BOSCOMBE AVENUE,STATEN ISLAND,10309,718-966-4500,60737,04/09/2016,Permitted,0 YEARS - 2 YEARS,45,No,Private,40.522731,-74.231681
DC23200,GATEWAY DAYCARE,"GATEWAY CATHEDRAL, INC.",200 BOSCOMBE AVENUE,STATEN ISLAND,10309,718-966-4500,60137,04/02/2016,Permitted,2 YEARS - 5 YEARS,27,No,Private,40.522731,-74.231681
DC14497,GENERATION 21,"GENERATION 21, NY INC.",6709 19 AVENUE,BROOKLYN,11204,718-621-9321,7210,04/19/2016,Permitted,2 YEARS - 5 YEARS,52,No,Private,40.616311,-73.989251
DC14434,GENERATION 21 INFANT/TODDLER,"GENERATION 21, NY INC.",6709 19TH AVENUE,BROOKLYN,11204,718-621-9321,7317,09/15/2015,Permitted,0 YEARS - 2 YEARS,6,No,Private,40.616311,-73.989251
DC16740,GEORGIA L. MC MURRAY BATKIDS CENTER,"COLONY SOUTH BROOKLYN HOUSES, INC.",140 58TH STREET,BROOKLYN,11220,718-567-0818,7625,07/28/2014,Permitted,2 YEARS - 5 YEARS,52,No,ACS Contracted Preschools,40.6439672,-74.0247966
DC14498,GET SET  KINDERGARTEN SCHOOL- AVENUE D,GET SET LINDEN INC,4411 AVENUE D,BROOKLYN,11203,718-451-5378,7026,12/01/2014,Permitted,2 YEARS - 5 YEARS,74,No,Private,40.642045,-73.934479
DC43,GET SET KINDERGARTEN - CORTELYOU PRESCHOOL,GET SET LINDEN INC.,1919 CORTELYOU ROAD,BROOKLYN,11226,718-856-4646,6988,05/17/2016,Permitted,2 YEARS - 5 YEARS,119,No,Private,40.643307,-73.960309
DC14374,GET SET KINDERGARTEN SCHOOL,GET SET LINDEN INC.,623 LINDEN BOULEVARD,BROOKLYN,11203,718-774-2325,6647,08/06/2015,Permitted,0 YEARS - 2 YEARS,10,No,Private,40.65374,-73.93561
DC119,GET SET KINDERGARTEN SCHOOL - AVENUE D - INFANT,GET SET LINDEN INC,4411 AVENUE D,BROOKLYN,11203,718-451-5378,7059,12/01/2014,Permitted,0 YEARS - 2 YEARS,18,No,Private,40.642045,-73.934479
DC21789,GET SET KINDERGARTEN SCHOOL-,"GET SET LINDEN, INC.",2301 SNYDER AVENUE,BROOKLYN,11226,718-469-0135,8298,05/02/2015,Permitted,0 YEARS - 2 YEARS,18,No,Private,40.64863990000001,-73.9557803
DC14728,GET SET KINDERGARTEN SCHOOL- PRESCHOOL (SNYDER),GET SET LINDEN INC.,2301 SNYDER AVENUE,BROOKLYN,11226,718-469-0135,7238,12/02/2015,Permitted,2 YEARS - 5 YEARS,74,No,Private,40.64863990000001,-73.9557803
DC1565,GET SET KINDERGARTEN SCHOOL- PRESCHOOL- (LINDEN),GET SET LINDEN INC,623 LINDEN BOULEVARD,BROOKLYN,11203,718-774-2325,4975,12/14/2014,Permitted,2 YEARS - 5 YEARS,79,No,Private,40.65374,-73.93561
DC10647,GET SET KINDERGARTEN- INFANT/TODDLERS CORTELYOU,GET SET LINDEN INC,1919 CORTELYOU ROAD,BROOKLYN,11226,718-856-4646,6989,05/21/2015,Permitted,0 YEARS - 2 YEARS,33,No,Private,40.643307,-73.960309
DC2347,GIL-BLU NURSERY AND KINDERGARTEN,GIL-BLU NURSERY AND KINDERGARTEN,120-02 MERRICK BOULEVARD,QUEENS,11434,718-723-8454,2161,08/23/2014,Permitted,2 YEARS - 5 YEARS,40,No,Private,40.684064,-73.770866
DC21640,GLORIOUS & GIFTED EARLY CHILDHOOD CENTER,ESTHER D'AVILAR,421 THROOP AVENUE,BROOKLYN,11221,718-484-0954,8314,05/25/2015,Permitted,2 YEARS - 5 YEARS,25,No,Private,40.688455,-73.941718
DC20257,GNOMIKI DAY CARE,"GNOMIKI DAY CARE, INC.",2221 OCEAN AVENUE,BROOKLYN,11229,718-336-0249,8141,03/29/2014,Expired-InRenewal,2 YEARS - 5 YEARS,19,No,Private,40.607573,-73.952575
DC2155,GODDARD RIVERSIDE DAY CARE CENTER,GODDARD RIVERSIDE COMMUNITY CENTER,114 WEST 91 STREET,MANHATTAN,10024,212-873-6865,2061,02/11/2016,Permitted,2 YEARS - 5 YEARS,75,No,ACS Contracted Preschools,40.78989079999999,-73.9709276
DC2993,GODDARD RIVERSIDE HEAD START,GODDARD RIVERSIDE COMMUNITY CENTER,70 WEST 95 STREET,MANHATTAN,10025,212-749-2133,4590,03/19/2015,Permitted,2 YEARS - 5 YEARS,38,Yes,ACS Head Start,40.7917796,-73.9677397
DC21201,GODDARD-RIVERSIDE COMMUNITY CENTER DAY CARE CENTER AT 84TH STREET,GODDARD-RIVERSIDE COMMUNITY CENTER,26 WEST 84TH STREET,MANHATTAN,10024,212-799-2369,8276,03/22/2015,Permitted,2 YEARS - 5 YEARS,35,No,ACS Contracted Preschools,40.784303,-73.97175399999999
DC14758,GOLD MATERIAL MONTESSORI SCHOOL,CHILD CARE WORKERS CORPORATION,105  KINGS HIGHWAY,BROOKLYN,11214,718-253-2552,7706,01/30/2015,Permitted,2 YEARS - 5 YEARS,105,No,Private,40.60631470000001,-73.98789339999999
